B_thermophilus_symbiont	R.fausta	R.magnifica	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	SUP05	V.diagonalis	V.extenta	V.gigas1	V.gigas2	V.marissinica	V.okutanii	V.soyoae1	V.soyoae2
MS2017_1192	HUE58_RS02170	Rmag_0495	Rpac_peg_901	Rpha_peg_276	Rple_peg_1231	Rrec_peg_1151	Rsou_peg_1692	SP60_00195	Vdia_peg_521	Vext_peg_508	Vgig1_peg_474	Vgig2_peg_359	Vmar_0459	COSY_0455	Vsoy1_peg_485	Vsoy2_peg_684
MS2017_0398	HUE58_RS00770	Rmag_0270	Rpac_peg_401	Rpha_peg_1872	Rple_peg_144	Rrec_peg_178	Rsou_peg_1887	SP60_05760	Vdia_peg_730	Vext_peg_719	Vgig1_peg_675	Vgig2_peg_562	Vmar_0255	COSY_0254	Vsoy1_peg_279	Vsoy2_peg_484
MS2017_1194	HUE58_RS02160	Rmag_0493	Rpac_peg_903	Rpha_peg_278	Rple_peg_1233	Rrec_peg_1149	Rsou_peg_1690	SP60_00205	Vdia_peg_522	Vext_peg_509	Vgig1_peg_475	Vgig2_peg_360	Vmar_0458	COSY_0454	Vsoy1_peg_484	Vsoy2_peg_683
MS2017_1861	HUE58_RS06675	Rmag_0156	Rpac_peg_9	Rpha_peg_1988	Rple_peg_1352	Rrec_peg_917	Rsou_peg_961	SP60_05195	Vdia_peg_824	Vext_peg_813	Vgig1_peg_165	Vgig2_peg_55	Vmar_0157	COSY_0161	Vsoy1_peg_182	Vsoy2_peg_387
MS2017_0400	HUE58_RS00785	Rmag_0271	Rpac_peg_403	Rpha_peg_1870	Rple_peg_146	Rrec_peg_176	Rsou_peg_1885	SP60_05775	Vdia_peg_728	Vext_peg_717	Vgig1_peg_673	Vgig2_peg_560	Vmar_0257	COSY_0257	Vsoy1_peg_281	Vsoy2_peg_486
MS2017_0401	HUE58_RS00790	Rmag_0272	Rpac_peg_404	Rpha_peg_1868	Rple_peg_147	Rrec_peg_175	Rsou_peg_1883	SP60_05780	Vdia_peg_727	Vext_peg_716	Vgig1_peg_672	Vgig2_peg_559	Vmar_0258	COSY_0258	Vsoy1_peg_282	Vsoy2_peg_487
MS2017_0402	HUE58_RS00795	Rmag_0273	Rpac_peg_405	Rpha_peg_1867	Rple_peg_148	Rrec_peg_174	Rsou_peg_1882	SP60_05785	Vdia_peg_726	Vext_peg_715	Vgig1_peg_671	Vgig2_peg_558	Vmar_0259	COSY_0259	Vsoy1_peg_283	Vsoy2_peg_488
MS2017_0403	HUE58_RS00800	Rmag_0274	Rpac_peg_406	Rpha_peg_1866	Rple_peg_149	Rrec_peg_173	Rsou_peg_1881	SP60_05790	Vdia_peg_725	Vext_peg_714	Vgig1_peg_670	Vgig2_peg_557	Vmar_0260	COSY_0260	Vsoy1_peg_284	Vsoy2_peg_489
MS2017_0404	HUE58_RS00805	Rmag_0275	Rpac_peg_407	Rpha_peg_1865	Rple_peg_150	Rrec_peg_172	Rsou_peg_1880	SP60_05795	Vdia_peg_724	Vext_peg_713	Vgig1_peg_669	Vgig2_peg_556	Vmar_0261	COSY_0261	Vsoy1_peg_285	Vsoy2_peg_490
MS2017_0204	HUE58_RS04930	Rmag_0977	Rpac_peg_757	Rpha_peg_1322	Rple_peg_986	Rrec_peg_548	Rsou_peg_597	SP60_03210	Vdia_peg_78	Vext_peg_74	Vgig1_peg_898	Vgig2_peg_785	Vmar_0887	COSY_0877	Vsoy1_peg_917	Vsoy2_peg_133
MS2017_0086	HUE58_RS05925	Rmag_0043	Rpac_peg_176	Rpha_peg_799	Rple_peg_1520	Rrec_peg_761	Rsou_peg_315	SP60_04245	Vdia_peg_939	Vext_peg_927	Vgig1_peg_55	Vgig2_peg_913	Vmar_0047	COSY_0046	Vsoy1_peg_72	Vsoy2_peg_275
MS2017_0245	HUE58_RS04775	Rmag_0952	Rpac_peg_724	Rpha_peg_1358	Rple_peg_952	Rrec_peg_516	Rsou_peg_1489	SP60_03055	Vdia_peg_103	Vext_peg_99	Vgig1_peg_881	Vgig2_peg_768	Vmar_0862	COSY_0852	Vsoy1_peg_892	Vsoy2_peg_108
MS2017_0087	HUE58_RS05930	Rmag_0044	Rpac_peg_175	Rpha_peg_798	Rple_peg_1518	Rrec_peg_762	Rsou_peg_316	SP60_04250	Vdia_peg_938	Vext_peg_926	Vgig1_peg_56	Vgig2_peg_912	Vmar_0048	COSY_0047	Vsoy1_peg_73	Vsoy2_peg_276
MS2017_0206	HUE58_RS04920	Rmag_0975	Rpac_peg_755	Rpha_peg_1324	Rple_peg_984	Rrec_peg_546	Rsou_peg_599	SP60_03200	Vdia_peg_80	Vext_peg_76	Vgig1_peg_896	Vgig2_peg_783	Vmar_0885	COSY_0875	Vsoy1_peg_915	Vsoy2_peg_131
MS2017_0953	HUE58_RS02900	Rmag_0602	Rpac_peg_1259	Rpha_peg_91	Rple_peg_547	Rrec_peg_1317	Rsou_peg_747	SP60_07420	Vdia_peg_417	Vext_peg_405	Vgig1_peg_371	Vgig2_peg_256	Vmar_0563	COSY_0556	Vsoy1_peg_591	Vsoy2_peg_790
MS2017_0207	HUE58_RS04910	Rmag_0973	Rpac_peg_753	Rpha_peg_1326	Rple_peg_982	Rrec_peg_544	Rsou_peg_601	SP60_03190	Vdia_peg_82	Vext_peg_78	Vgig1_peg_894	Vgig2_peg_781	Vmar_0883	COSY_0873	Vsoy1_peg_913	Vsoy2_peg_129
MS2017_0954	HUE58_RS02895	Rmag_0601	Rpac_peg_1260	Rpha_peg_92	Rple_peg_548	Rrec_peg_1316	Rsou_peg_748	SP60_07425	Vdia_peg_418	Vext_peg_406	Vgig1_peg_372	Vgig2_peg_257	Vmar_0562	COSY_0555	Vsoy1_peg_590	Vsoy2_peg_789
MS2017_0208	HUE58_RS04905	Rmag_0972	Rpac_peg_752	Rpha_peg_1327	Rple_peg_981	Rrec_peg_543	Rsou_peg_602	SP60_03185	Vdia_peg_83	Vext_peg_79	Vgig1_peg_893	Vgig2_peg_780	Vmar_0882	COSY_0872	Vsoy1_peg_912	Vsoy2_peg_128
MS2017_0955	HUE58_RS02890	Rmag_0600	Rpac_peg_1261	Rpha_peg_93	Rple_peg_549	Rrec_peg_1315	Rsou_peg_749	SP60_07430	Vdia_peg_419	Vext_peg_407	Vgig1_peg_373	Vgig2_peg_258	Vmar_0561	COSY_0554	Vsoy1_peg_589	Vsoy2_peg_788
MS2017_0089	HUE58_RS05940	Rmag_0045	Rpac_peg_170	Rpha_peg_795	Rple_peg_1516	Rrec_peg_763	Rsou_peg_592	SP60_04280	Vdia_peg_937	Vext_peg_925	Vgig1_peg_57	Vgig2_peg_911	Vmar_0049	COSY_0049	Vsoy1_peg_74	Vsoy2_peg_277
MS2017_0209	HUE58_RS04875	Rmag_0971	Rpac_peg_748	Rpha_peg_1334	Rple_peg_978	Rrec_peg_537	Rsou_peg_1511	SP60_03180	Vdia_peg_84	Vext_peg_80	Vgig1_peg_892	Vgig2_peg_779	Vmar_0881	COSY_0871	Vsoy1_peg_911	Vsoy2_peg_127
MS2017_0956	HUE58_RS02885	Rmag_0599	Rpac_peg_1262	Rpha_peg_94	Rple_peg_550	Rrec_peg_1314	Rsou_peg_750	SP60_07435	Vdia_peg_420	Vext_peg_408	Vgig1_peg_374	Vgig2_peg_259	Vmar_0560	COSY_0553	Vsoy1_peg_588	Vsoy2_peg_787
MS2017_0090	HUE58_RS05945	Rmag_0046	Rpac_peg_169	Rpha_peg_794	Rple_peg_1515	Rrec_peg_764	Rsou_peg_591	SP60_04285	Vdia_peg_936	Vext_peg_924	Vgig1_peg_58	Vgig2_peg_910	Vmar_0050	COSY_0050	Vsoy1_peg_75	Vsoy2_peg_278
MS2017_0250	HUE58_RS04770	Rmag_0951	Rpac_peg_723	Rpha_peg_1360	Rple_peg_949	Rrec_peg_514	Rsou_peg_1487	SP60_03050	Vdia_peg_104	Vext_peg_100	Vgig1_peg_882	Vgig2_peg_769	Vmar_0861	COSY_0851	Vsoy1_peg_891	Vsoy2_peg_107
MS2017_0252	HUE58_RS04765	Rmag_0950	Rpac_peg_721	Rpha_peg_1362	Rple_peg_947	Rrec_peg_513	Rsou_peg_1485	SP60_03045	Vdia_peg_106	Vext_peg_102	Vgig1_peg_884	Vgig2_peg_771	Vmar_0859	COSY_0849	Vsoy1_peg_889	Vsoy2_peg_105
MS2017_0132	HUE58_RS05580	Rmag_1072	Rpac_peg_883	Rpha_peg_984	Rple_peg_1137	Rrec_peg_690	Rsou_peg_516	SP60_03915	Vdia_peg_991	Vext_peg_978	Vgig1_peg_2	Vgig2_peg_965	Vmar_0976	COSY_0971	Vsoy1_peg_19	Vsoy2_peg_223
MS2017_2147	HUE58_RS05390	Rmag_1037	Rpac_peg_843	Rpha_peg_899	Rple_peg_1089	Rrec_peg_649	Rsou_peg_1584	SP60_03715	Vdia_peg_18	Vext_peg_15	Vgig1_peg_965	Vgig2_peg_841	Vmar_0943	COSY_0938	Vsoy1_peg_976	Vsoy2_peg_190
MS2017_0133	HUE58_RS05585	Rmag_1073	Rpac_peg_884	Rpha_peg_985	Rple_peg_1138	Rrec_peg_691	Rsou_peg_515	SP60_03920	Vdia_peg_990	Vext_peg_977	Vgig1_peg_3	Vgig2_peg_964	Vmar_0978	COSY_0972	Vsoy1_peg_20	Vsoy2_peg_224
MS2017_0995	HUE58_RS02685	Rmag_0572	Rpac_peg_1303	Rpha_peg_136	Rple_peg_627	Rrec_peg_1267	Rsou_peg_806	SP60_07675	Vdia_peg_448	Vext_peg_435	Vgig1_peg_402	Vgig2_peg_287	Vmar_0533	COSY_0527	Vsoy1_peg_557	Vsoy2_peg_756
MS2017_2181	HUE58_RS05285	Rmag_1021	Rpac_peg_816	Rpha_peg_864	Rple_peg_1060	Rrec_peg_620	Rsou_peg_411	SP60_03595	Vdia_peg_37	Vext_peg_34	Vgig1_peg_939	Vgig2_peg_824	Vmar_0926	COSY_0922	Vsoy1_peg_958	Vsoy2_peg_173
MS2017_1747	HUE58_RS04360	Rmag_0868	Rpac_peg_633	Rpha_peg_1476	Rple_peg_833	Rrec_peg_425	Rsou_peg_39	SP60_01860	Vdia_peg_163	Vext_peg_158	Vgig1_peg_812	Vgig2_peg_701	Vmar_0803	COSY_0793	Vsoy1_peg_831	Vsoy2_peg_48
MS2017_1748	HUE58_RS04365	Rmag_0869	Rpac_peg_634	Rpha_peg_1475	Rple_peg_834	Rrec_peg_426	Rsou_peg_40	SP60_01865	Vdia_peg_162	Vext_peg_157	Vgig1_peg_813	Vgig2_peg_702	Vmar_0804	COSY_0794	Vsoy1_peg_832	Vsoy2_peg_49
MS2017_2183	HUE58_RS05280	Rmag_1020	Rpac_peg_815	Rpha_peg_863	Rple_peg_1059	Rrec_peg_619	Rsou_peg_412	SP60_03590	Vdia_peg_38	Vext_peg_35	Vgig1_peg_938	Vgig2_peg_823	Vmar_0925	COSY_0921	Vsoy1_peg_957	Vsoy2_peg_172
MS2017_1749	HUE58_RS04370	Rmag_0870	Rpac_peg_635	Rpha_peg_1474	Rple_peg_835	Rrec_peg_427	Rsou_peg_41	SP60_01870	Vdia_peg_161	Vext_peg_156	Vgig1_peg_814	Vgig2_peg_703	Vmar_0805	COSY_0795	Vsoy1_peg_833	Vsoy2_peg_50
MS2017_0998	HUE58_RS02670	Rmag_0571	Rpac_peg_1306	Rpha_peg_142	Rple_peg_1145	Rrec_peg_1263	Rsou_peg_921	SP60_07685	Vdia_peg_449	Vext_peg_436	Vgig1_peg_403	Vgig2_peg_288	Vmar_0532	COSY_0526	Vsoy1_peg_556	Vsoy2_peg_755
MS2017_2184	HUE58_RS05275	Rmag_1019	Rpac_peg_814	Rpha_peg_862	Rple_peg_1058	Rrec_peg_618	Rsou_peg_413	SP60_03585	Vdia_peg_39	Vext_peg_36	Vgig1_peg_937	Vgig2_peg_822	Vmar_0924	COSY_0920	Vsoy1_peg_956	Vsoy2_peg_171
MS2017_1514	HUE58_RS01275	Rmag_0356	Rpac_peg_524	Rpha_peg_1643	Rple_peg_685	Rrec_peg_71	Rsou_peg_1288	SP60_01200	Vdia_peg_641	Vext_peg_630	Vgig1_peg_595	Vgig2_peg_483	Vmar_0337	COSY_0343	Vsoy1_peg_360	Vsoy2_peg_564
MS2017_1751	HUE58_RS04380	Rmag_0872	Rpac_peg_637	Rpha_peg_1471	Rple_peg_838	Rrec_peg_429	Rsou_peg_44	SP60_01880	Vdia_peg_159	Vext_peg_154	Vgig1_peg_816	Vgig2_peg_705	Vmar_0807	COSY_0797	Vsoy1_peg_835	Vsoy2_peg_52
MS2017_1001	HUE58_RS02655	Rmag_0568	Rpac_peg_1310	Rpha_peg_144	Rple_peg_1147	Rrec_peg_1260	Rsou_peg_919	SP60_07825	Vdia_peg_451	Vext_peg_438	Vgig1_peg_405	Vgig2_peg_290	Vmar_0530	COSY_0523	Vsoy1_peg_554	Vsoy2_peg_753
MS2017_1516	HUE58_RS01265	Rmag_0354	Rpac_peg_522	Rpha_peg_1645	Rple_peg_683	Rrec_peg_73	Rsou_peg_1290	SP60_01210	Vdia_peg_643	Vext_peg_632	Vgig1_peg_596	Vgig2_peg_484	Vmar_0335	COSY_0345	Vsoy1_peg_359	Vsoy2_peg_563
MS2017_2186	HUE58_RS05625	Rmag_1076	Rpac_peg_232	Rpha_peg_1017	Rple_peg_1596	Rrec_peg_700	Rsou_peg_1458	SP60_04005	Vdia_peg_985	Vext_peg_973	Vgig1_peg_8	Vgig2_peg_960	Vmar_0982	COSY_0977	Vsoy1_peg_24	Vsoy2_peg_228
MS2017_0637	HUE58_RS03515	Rmag_0714	Rpac_peg_1120	Rpha_peg_614	Rple_peg_263	Rrec_peg_1468	Rsou_peg_652	SP60_06635	Vdia_peg_303	Vext_peg_295	Vgig1_peg_258	Vgig2_peg_146	Vmar_0673	COSY_0664	Vsoy1_peg_701	Vsoy2_peg_901
MS2017_1002	HUE58_RS02650	Rmag_0567	Rpac_peg_1311	Rpha_peg_145	Rple_peg_1148	Rrec_peg_1259	Rsou_peg_918	SP60_07830	Vdia_peg_452	Vext_peg_439	Vgig1_peg_406	Vgig2_peg_291	Vmar_0529	COSY_0522	Vsoy1_peg_553	Vsoy2_peg_752
MS2017_1517	HUE58_RS01260	Rmag_0353	Rpac_peg_521	Rpha_peg_1646	Rple_peg_682	Rrec_peg_74	Rsou_peg_1291	SP60_01215	Vdia_peg_644	Vext_peg_633	Vgig1_peg_597	Vgig2_peg_485	Vmar_0334	COSY_0346	Vsoy1_peg_358	Vsoy2_peg_562
MS2017_1754	HUE58_RS04405	Rmag_0875	Rpac_peg_642	Rpha_peg_1463	Rple_peg_844	Rrec_peg_435	Rsou_peg_49	SP60_01920	Vdia_peg_156	Vext_peg_151	Vgig1_peg_819	Vgig2_peg_707	Vmar_0809	COSY_0799	Vsoy1_peg_837	Vsoy2_peg_54
MS2017_1003	HUE58_RS02645	Rmag_0566	Rpac_peg_1312	Rpha_peg_146	Rple_peg_1149	Rrec_peg_1258	Rsou_peg_917	SP60_07835	Vdia_peg_453	Vext_peg_440	Vgig1_peg_407	Vgig2_peg_292	Vmar_0528	COSY_0521	Vsoy1_peg_552	Vsoy2_peg_751
MS2017_1518	HUE58_RS01255	Rmag_0352	Rpac_peg_520	Rpha_peg_1647	Rple_peg_681	Rrec_peg_75	Rsou_peg_1292	SP60_01220	Vdia_peg_645	Vext_peg_634	Vgig1_peg_598	Vgig2_peg_486	Vmar_0333	COSY_0347	Vsoy1_peg_357	Vsoy2_peg_561
MS2017_0010	HUE58_RS05655	Rmag_0005	Rpac_peg_226	Rpha_peg_1031	Rple_peg_1587	Rrec_peg_706	Rsou_peg_1796	SP60_04040	Vdia_peg_979	Vext_peg_967	Vgig1_peg_14	Vgig2_peg_954	Vmar_0005	COSY_0005	Vsoy1_peg_30	Vsoy2_peg_234
MS2017_1004	HUE58_RS02640	Rmag_0565	Rpac_peg_1313	Rpha_peg_147	Rple_peg_1150	Rrec_peg_1257	Rsou_peg_916	SP60_07840	Vdia_peg_454	Vext_peg_441	Vgig1_peg_408	Vgig2_peg_293	Vmar_0527	COSY_0520	Vsoy1_peg_551	Vsoy2_peg_750
MS2017_0640	HUE58_RS03490	Rmag_0704	Rpac_peg_1128	Rpha_peg_635	Rple_peg_244	Rrec_peg_1461	Rsou_peg_216	SP60_06685	Vdia_peg_313	Vext_peg_305	Vgig1_peg_267	Vgig2_peg_155	Vmar_0664	COSY_0655	Vsoy1_peg_692	Vsoy2_peg_892
MS2017_1756	HUE58_RS04415	Rmag_0877	Rpac_peg_644	Rpha_peg_1461	Rple_peg_846	Rrec_peg_437	Rsou_peg_51	SP60_01930	Vdia_peg_154	Vext_peg_149	Vgig1_peg_821	Vgig2_peg_709	Vmar_0811	COSY_0801	Vsoy1_peg_839	Vsoy2_peg_56
MS2017_1470	HUE58_RS01365	Rmag_0378	Rpac_peg_547	Rpha_peg_532	Rple_peg_730	Rrec_peg_50	Rsou_peg_2012	SP60_01085	Vdia_peg_624	Vext_peg_613	Vgig1_peg_579	Vgig2_peg_464	Vmar_0353	COSY_0353	Vsoy1_peg_378	Vsoy2_peg_581
MS2017_0365	HUE58_RS00615	Rmag_0245	Rpac_peg_370	Rpha_peg_1103	Rple_peg_115	Rrec_peg_210	Rsou_peg_1062	SP60_05655	Vdia_peg_748	Vext_peg_737	Vgig1_peg_692	Vgig2_peg_580	Vmar_0235	COSY_0237	Vsoy1_peg_260	Vsoy2_peg_465
MS2017_0715	HUE58_RS03275	Rmag_0668	Rpac_peg_1178	Rpha_peg_1295	Rple_peg_466	Rrec_peg_1403	Rsou_peg_860	SP60_07040	Vdia_peg_359	Vext_peg_349	Vgig1_peg_312	Vgig2_peg_199	Vmar_0621	COSY_0613	Vsoy1_peg_648	Vsoy2_peg_848
MS2017_1590	HUE58_RS01110	Rmag_0325	Rpac_peg_488	Rpha_peg_1682	Rple_peg_651	Rrec_peg_101	Rsou_peg_1324	SP60_01390	Vdia_peg_673	Vext_peg_662	Vgig1_peg_624	Vgig2_peg_512	Vmar_0306	COSY_0306	Vsoy1_peg_331	Vsoy2_peg_535
MS2017_1552	HUE58_RS01220	Rmag_0344	Rpac_peg_512	Rpha_peg_1655	Rple_peg_673	Rrec_peg_82	Rsou_peg_1300	SP60_01260	Vdia_peg_653	Vext_peg_642	Vgig1_peg_605	Vgig2_peg_493	Vmar_0326	COSY_0326	Vsoy1_peg_350	Vsoy2_peg_554
MS2017_0716	HUE58_RS03270	Rmag_0667	Rpac_peg_1179	Rpha_peg_1293	Rple_peg_467	Rrec_peg_1402	Rsou_peg_859	SP60_07045	Vdia_peg_361	Vext_peg_350	Vgig1_peg_313	Vgig2_peg_200	Vmar_0620	COSY_0612	Vsoy1_peg_647	Vsoy2_peg_847
MS2017_1553	HUE58_RS01215	Rmag_0343	Rpac_peg_511	Rpha_peg_1656	Rple_peg_672	Rrec_peg_83	Rsou_peg_1301	SP60_01265	Vdia_peg_654	Vext_peg_643	Vgig1_peg_606	Vgig2_peg_494	Vmar_0325	COSY_0325	Vsoy1_peg_349	Vsoy2_peg_553
MS2017_0367	HUE58_RS00620	Rmag_0246	Rpac_peg_371	Rpha_peg_1102	Rple_peg_116	Rrec_peg_209	Rsou_peg_1063	SP60_05660	Vdia_peg_747	Vext_peg_736	Vgig1_peg_691	Vgig2_peg_579	Vmar_0236	COSY_0238	Vsoy1_peg_261	Vsoy2_peg_466
MS2017_0717	HUE58_RS03265	Rmag_0666	Rpac_peg_1180	Rpha_peg_1292	Rple_peg_468	Rrec_peg_1401	Rsou_peg_858	SP60_07050	Vdia_peg_362	Vext_peg_351	Vgig1_peg_314	Vgig2_peg_201	Vmar_0619	COSY_0611	Vsoy1_peg_646	Vsoy2_peg_846
MS2017_1554	HUE58_RS01210	Rmag_0342	Rpac_peg_510	Rpha_peg_1657	Rple_peg_671	Rrec_peg_84	Rsou_peg_1302	SP60_01270	Vdia_peg_655	Vext_peg_644	Vgig1_peg_607	Vgig2_peg_495	Vmar_0324	COSY_0324	Vsoy1_peg_348	Vsoy2_peg_552
MS2017_0368	HUE58_RS00625	Rmag_0247	Rpac_peg_372	Rpha_peg_1101	Rple_peg_117	Rrec_peg_208	Rsou_peg_1064	SP60_05665	Vdia_peg_746	Vext_peg_735	Vgig1_peg_690	Vgig2_peg_578	Vmar_0237	COSY_0239	Vsoy1_peg_262	Vsoy2_peg_467
MS2017_0718	HUE58_RS03260	Rmag_0665	Rpac_peg_1181	Rpha_peg_1291	Rple_peg_469	Rrec_peg_1400	Rsou_peg_857	SP60_07055	Vdia_peg_363	Vext_peg_352	Vgig1_peg_315	Vgig2_peg_202	Vmar_0618	COSY_0610	Vsoy1_peg_645	Vsoy2_peg_845
MS2017_0844	HUE58_RS02005	Rmag_0466	Rpac_peg_940	Rpha_peg_317	Rple_peg_1272	Rrec_peg_1117	Rsou_peg_1847	SP60_00365	Vdia_peg_545	Vext_peg_533	Vgig1_peg_500	Vgig2_peg_387	Vmar_0435	COSY_0431	Vsoy1_peg_459	Vsoy2_peg_658
MS2017_1555	HUE58_RS01205	Rmag_0341	Rpac_peg_509	Rpha_peg_1658	Rple_peg_670	Rrec_peg_85	Rsou_peg_1303	SP60_01275	Vdia_peg_656	Vext_peg_645	Vgig1_peg_608	Vgig2_peg_496	Vmar_0323	COSY_0323	Vsoy1_peg_347	Vsoy2_peg_551
MS2017_1556	HUE58_RS01200	Rmag_0340	Rpac_peg_508	Rpha_peg_1659	Rple_peg_669	Rrec_peg_86	Rsou_peg_1304	SP60_01280	Vdia_peg_657	Vext_peg_646	Vgig1_peg_609	Vgig2_peg_497	Vmar_0322	COSY_0322	Vsoy1_peg_346	Vsoy2_peg_550
MS2017_1947	HUE58_RS06475	Rmag_0127	Rpac_peg_45	Rpha_peg_1941	Rple_peg_1398	Rrec_peg_876	Rsou_peg_1945	SP60_04885	Vdia_peg_851	Vext_peg_840	Vgig1_peg_139	Vgig2_peg_28	Vmar_0129	COSY_0132	Vsoy1_peg_156	Vsoy2_peg_361
MS2017_0371	HUE58_RS00645	Rmag_0248	Rpac_peg_373	Rpha_peg_1098	Rple_peg_120	Rrec_peg_205	Rsou_peg_1067	SP60_05670	Vdia_peg_745	Vext_peg_734	Vgig1_peg_689	Vgig2_peg_577	Vmar_0238	COSY_0240	Vsoy1_peg_263	Vsoy2_peg_468
MS2017_1595	HUE58_RS01100	Rmag_0323	Rpac_peg_486	Rpha_peg_1684	Rple_peg_649	Rrec_peg_103	Rsou_peg_1326	SP60_01400	Vdia_peg_675	Vext_peg_664	Vgig1_peg_626	Vgig2_peg_514	Vmar_0304	COSY_0304	Vsoy1_peg_329	Vsoy2_peg_533
MS2017_0847	HUE58_RS02025	Rmag_0469	Rpac_peg_937	Rpha_peg_314	Rple_peg_1269	Rrec_peg_1120	Rsou_peg_1850	SP60_00340	Vdia_peg_544	Vext_peg_532	Vgig1_peg_499	Vgig2_peg_386	Vmar_0436	COSY_0432	Vsoy1_peg_461	Vsoy2_peg_660
MS2017_0372	HUE58_RS00650	Rmag_0249	Rpac_peg_374	Rpha_peg_1097	Rple_peg_121	Rrec_peg_204	Rsou_peg_1068	SP60_05675	Vdia_peg_744	Vext_peg_733	Vgig1_peg_688	Vgig2_peg_576	Vmar_0239	COSY_0241	Vsoy1_peg_264	Vsoy2_peg_469
MS2017_0848	HUE58_RS02030	Rmag_0470	Rpac_peg_936	Rpha_peg_313	Rple_peg_1268	Rrec_peg_1121	Rsou_peg_1851	SP60_00335	Vdia_peg_543	Vext_peg_531	Vgig1_peg_498	Vgig2_peg_385	Vmar_0437	COSY_0433	Vsoy1_peg_462	Vsoy2_peg_661
MS2017_1949	HUE58_RS06460	Rmag_0126	Rpac_peg_47	Rpha_peg_1940	Rple_peg_1400	Rrec_peg_874	Rsou_peg_1946	SP60_04875	Vdia_peg_852	Vext_peg_841	Vgig1_peg_138	Vgig2_peg_27	Vmar_0128	COSY_0131	Vsoy1_peg_155	Vsoy2_peg_360
MS2017_0373	HUE58_RS00655	Rmag_0250	Rpac_peg_375	Rpha_peg_1096	Rple_peg_122	Rrec_peg_203	Rsou_peg_1069	SP60_05680	Vdia_peg_743	Vext_peg_732	Vgig1_peg_687	Vgig2_peg_575	Vmar_0240	COSY_0242	Vsoy1_peg_265	Vsoy2_peg_470
MS2017_0332	HUE58_RS04570	Rmag_0914	Rpac_peg_679	Rpha_peg_1420	Rple_peg_891	Rrec_peg_477	Rsou_peg_250	SP60_02610	Vdia_peg_135	Vext_peg_130	Vgig1_peg_842	Vgig2_peg_729	Vmar_0830	COSY_0820	Vsoy1_peg_860	Vsoy2_peg_76
MS2017_1597	HUE58_RS01090	Rmag_0321	Rpac_peg_484	Rpha_peg_1687	Rple_peg_648	Rrec_peg_105	Rsou_peg_1328	SP60_01410	Vdia_peg_677	Vext_peg_666	Vgig1_peg_628	Vgig2_peg_516	Vmar_0302	COSY_0302	Vsoy1_peg_327	Vsoy2_peg_531
MS2017_1479	HUE58_RS01360	Rmag_0374	Rpac_peg_545	Rpha_peg_543	Rple_peg_725	Rrec_peg_53	Rsou_peg_2017	SP60_01125	Vdia_peg_625	Vext_peg_614	Vgig1_peg_580	Vgig2_peg_465	Vmar_0352	COSY_0352	Vsoy1_peg_377	Vsoy2_peg_580
MS2017_1561	HUE58_RS03425	Rmag_0692	Rpac_peg_1150	Rpha_peg_677	Rple_peg_219	Rrec_peg_1438	Rsou_peg_179	SP60_06810	Vdia_peg_327	Vext_peg_319	Vgig1_peg_281	Vgig2_peg_169	Vmar_0650	COSY_0642	Vsoy1_peg_677	Vsoy2_peg_877
MS2017_1826	HUE58_RS03855	Rmag_0190	Rpac_peg_1050	Rpha_peg_1606	Rple_peg_40	Rrec_peg_951	Rsou_peg_1224	SP60_05365	Vdia_peg_791	Vext_peg_780	Vgig1_peg_738	Vgig2_peg_627	Vmar_0190	COSY_0194	Vsoy1_peg_215	Vsoy2_peg_420
MS2017_0286	HUE58_RS04650	Rmag_0929	Rpac_peg_694	Rpha_peg_1405	Rple_peg_906	Rrec_peg_491	Rsou_peg_1271	SP60_02950	Vdia_peg_120	Vext_peg_115	Vgig1_peg_857	Vgig2_peg_744	Vmar_0845	COSY_0836	Vsoy1_peg_875	Vsoy2_peg_91
MS2017_1827	HUE58_RS03860	Rmag_0189	Rpac_peg_1049	Rpha_peg_1605	Rple_peg_41	Rrec_peg_950	Rsou_peg_1225	SP60_05360	Vdia_peg_792	Vext_peg_781	Vgig1_peg_739	Vgig2_peg_628	Vmar_0189	COSY_0193	Vsoy1_peg_214	Vsoy2_peg_419
MS2017_0287	HUE58_RS04645	Rmag_0928	Rpac_peg_693	Rpha_peg_1406	Rple_peg_905	Rrec_peg_490	Rsou_peg_1270	SP60_02945	Vdia_peg_121	Vext_peg_116	Vgig1_peg_856	Vgig2_peg_743	Vmar_0844	COSY_0835	Vsoy1_peg_874	Vsoy2_peg_90
MS2017_0447	HUE58_RS04010	Rmag_0819	Rpac_peg_559	Rpha_peg_1578	Rple_peg_742	Rrec_peg_344	Rsou_peg_1800	SP60_05970	Vdia_peg_207	Vext_peg_202	Vgig1_peg_766	Vgig2_peg_655	Vmar_0758	COSY_0748	Vsoy1_peg_785	Vsoy2_peg_1
MS2017_0675	HUE58_RS03415	Rmag_0690	Rpac_peg_1152	Rpha_peg_679	Rple_peg_217	Rrec_peg_1436	Rsou_peg_177	SP60_06820	Vdia_peg_329	Vext_peg_321	Vgig1_peg_283	Vgig2_peg_171	Vmar_0648	COSY_0640	Vsoy1_peg_675	Vsoy2_peg_875
