Bathy	SUP05	R.magnifica	R.pacifica	R.phaseoliformis	R.pleocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.okutanii	V.gigas2	V.soyoae2	V.gigas1	V.soyoae1	product	genome_count
							Rsou_peg_1252								hypothetical protein	1
							Rsou_peg_1002								thioredoxin family protein	1
							Rsou_peg_996								DNA ligase (ATP) (EC 6.5.1.1)	1
							Rsou_peg_994								DNA ligase (ATP) (EC 6.5.1.1) ## Haemophilus influenzae type	1
							Rsou_peg_991								ATP-dependent DNA helicase RecQ	1
							Rsou_peg_979								hypothetical protein	1
							Rsou_peg_978								Menaquinone via futalosine polyprenyltransferase (MenA homolog), Nitrosopumilus/Caldivirga type	1
							Rsou_peg_966								hypothetical protein	1
							Rsou_peg_2								Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	1
							Rsou_peg_3								hypothetical protein	1
							Rsou_peg_4								hypothetical protein	1
							Rsou_peg_8								hypothetical protein	1
							Rsou_peg_9								hypothetical protein	1
							Rsou_peg_10								hypothetical protein	1
							Rsou_peg_12								D-alanine-activating enzyme (DAE) (D-alanine-D-alanyl carrier protein ligase) (DCL)	1
							Rsou_peg_13								hypothetical protein	1
							Rsou_peg_19								hypothetical protein	1
							Rsou_peg_26								hypothetical protein	1
							Rsou_peg_46								hypothetical protein	1
							Rsou_peg_54								hypothetical protein	1
							Rsou_peg_55								hypothetical protein	1
							Rsou_peg_56								hypothetical protein	1
							Rsou_peg_57								hypothetical protein	1
							Rsou_peg_58								Conserved domain protein	1
							Rsou_peg_59								Uncharacterized protein with a C-terminal OMP (outer membrane protein) domain	1
							Rsou_peg_60								hypothetical protein	1
							Rsou_peg_61								Programmed cell death toxin YdcE	1
							Rsou_peg_65								Ribosomal protein L11 methyltransferase (EC 2.1.1.-)	1
							Rsou_peg_1987								hypothetical protein	1
							Rsou_peg_1991								UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.-)	1
	SP60_00015	Rmag_0517	Rpac_peg_1390	Rpha_peg_245	Rple_peg_1206	Rrec_peg_1187		Vdia_peg_500	Vext_peg_487	COSY_0475	Vgig2_peg_338	Vsoy2_peg_704	Vgig1_peg_453	Vsoy1_peg_505	TPR repeat containing exported protein; Putative periplasmic protein contains a protein prenylyltransferase domain	13
							Rsou_peg_1993								UDP-glucose 4-epimerase (EC 5.1.3.2)	1
							Rsou_peg_1994								glycosyl transferase, family 2	1
							Rsou_peg_1996								Beta-1,3-glucosyltransferase	1
							Rsou_peg_1997								Glycosyl transferase, family 2	1
							Rsou_peg_1998								Nucleotidyltransferase (EC 2.7.7.-)	1
							Rsou_peg_1999								hypothetical protein	1
							Rsou_peg_2000								Nucleotidyltransferase (EC 2.7.7.-)	1
							Rsou_peg_2001								UDP-glucose 4-epimerase (EC 5.1.3.2)	1
							Rsou_peg_2002								UDP-glucose 4-epimerase (EC 5.1.3.2)	1
							Rsou_peg_2003								glycosyl transferase, group 1 family protein	1
							Rsou_peg_2004								glycosyl transferase, group 1 family protein	1
							Rsou_peg_2005								polysaccharide deacetylase domain protein	1
							Rsou_peg_463								hypothetical protein	1
							Rsou_peg_462								N-Acetylneuraminate cytidylyltransferase (EC 2.7.7.43)	1
							Rsou_peg_461								N-acetylneuraminate synthase (EC 2.5.1.56)	1
							Rsou_peg_460								hypothetical protein	1
							Rsou_peg_459								hypothetical protein	1
							Rsou_peg_458								hypothetical protein	1
							Rsou_peg_457								Membrane protein involved in the export of O-antigen, teichoic acid lipoteichoic acids	1
							Rsou_peg_452								hypothetical protein	1
							Rsou_peg_451								Glycosyl transferase, family 25	1
							Rsou_peg_450								hypothetical protein	1
							Rsou_peg_235								hypothetical protein	1
							Rsou_peg_236								Integrase	1
							Rsou_peg_248								Type I restriction-modification system methyltransferase subunit	1
							Rsou_peg_262								hypothetical protein	1
							Rsou_peg_1275								hypothetical protein	1
							Rsou_peg_1470								Alkylphosphonate utilization operon protein PhnA	1
							Rsou_peg_1474								hypothetical protein	1
							Rsou_peg_1475								hypothetical protein	1
							Rsou_peg_1476								hypothetical protein	1
							Rsou_peg_1477								hypothetical protein	1
							Rsou_peg_1480								hypothetical protein	1
							Rsou_peg_1482								Ribulosamine/erythrulosamine 3-kinase potentially involved in protein deglycation	1
							Rsou_peg_1483								Ribulosamine/erythrulosamine 3-kinase potentially involved in protein deglycation	1
							Rsou_peg_1488								hypothetical protein	1
							Rsou_peg_1512								hypothetical protein	1
							Rsou_peg_1513								hypothetical protein	1
							Rsou_peg_1514								Mobile element protein	1
							Rsou_peg_603								hypothetical protein	1
							Rsou_peg_596								hypothetical protein	1
							Rsou_peg_1761								Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	1
							Rsou_peg_1760								Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	1
							Rsou_peg_1759								hypothetical protein	1
							Rsou_peg_1758								hypothetical protein	1
							Rsou_peg_1757								hypothetical protein	1
							Rsou_peg_1756								hypothetical protein	1
							Rsou_peg_1755								hypothetical protein	1
							Rsou_peg_1753								MG(2+) CHELATASE FAMILY PROTEIN / ComM-related protein	1
							Rsou_peg_1749								hypothetical protein	1
							Rsou_peg_1734								transcriptional regulator/antitoxin, MazE	1
							Rsou_peg_449								hypothetical protein	1
							Rsou_peg_420								putative exported protein	1
							Rsou_peg_419								hypothetical protein	1
							Rsou_peg_418								lipoprotein, putative	1
							Rsou_peg_417								hypothetical protein	1
							Rsou_peg_410								3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	1
							Rsou_peg_409								3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	1
							Rsou_peg_408								Apolipoprotein N-acyltransferase (EC 2.3.1.-) / Copper homeostasis protein CutE	1
							Rsou_peg_407								Apolipoprotein N-acyltransferase (EC 2.3.1.-) / Copper homeostasis protein CutE	1
							Rsou_peg_406								hypothetical protein	1
							Rsou_peg_405								Rhs family protein	1
							Rsou_peg_404								hypothetical protein	1
							Rsou_peg_403								YD repeat protein	1
							Rsou_peg_402								YD repeat protein	1
							Rsou_peg_390								hypothetical protein	1
							Rsou_peg_1568								diheme cytochrome c	1
							Rsou_peg_1569								Regulatory protein, LuxR	1
							Rsou_peg_1570								hypothetical protein	1
							Rsou_peg_1572								hypothetical protein	1
							Rsou_peg_1583								hypothetical protein	1
							Rsou_peg_1602								DNA repair protein RecN	1
							Rsou_peg_1603								DNA repair protein RecN	1
							Rsou_peg_1609								hypothetical protein	1
							Rsou_peg_1610								hypothetical protein	1
							Rsou_peg_1611								DNA-cytosine methyltransferase (EC 2.1.1.37)	1
							Rsou_peg_1612								hypothetical protein	1
							Rsou_peg_1613								hypothetical protein	1
MS2017_1223	SP60_08040	Rmag_0527	Rpac_peg_1368	Rpha_peg_203			Rsou_peg_112	Vdia_peg_492	Vext_peg_479	COSY_0483	Vgig2_peg_330	Vsoy2_peg_712	Vgig1_peg_445	Vsoy1_peg_513	Ribonuclease T (EC 3.1.13.-)	13
							Rsou_peg_543								hypothetical protein	1
							Rsou_peg_542								hypothetical protein	1
							Rsou_peg_541								hypothetical protein	1
							Rsou_peg_540								hypothetical protein	1
							Rsou_peg_539								hypothetical protein	1
							Rsou_peg_538								hypothetical protein	1
							Rsou_peg_530								COG0553: Superfamily II DNA/RNA helicases, SNF2 family	1
							Rsou_peg_529								hypothetical protein	1
							Rsou_peg_528								hypothetical protein	1
							Rsou_peg_527								COG0553: Superfamily II DNA/RNA helicases, SNF2 family	1
							Rsou_peg_526								hypothetical protein	1
							Rsou_peg_512								Mobile element protein	1
							Rsou_peg_2048								Phage-related transcriptional regulator	1
							Rsou_peg_2049								hypothetical protein	1
							Rsou_peg_2050								hypothetical protein	1
							Rsou_peg_2051								T1SS secreted agglutinin RTX	1
							Rsou_peg_2052								Alkaline phosphatase (EC 3.1.3.1)	1
							Rsou_peg_2053								hypothetical protein	1
							Rsou_peg_2054								Fibronectin type III domain protein	1
							Rsou_peg_1556								Mobile element protein	1
							Rsou_peg_1558								hypothetical protein	1
							Rsou_peg_1559								hypothetical protein	1
MS2017_1227		Rmag_0530	Rpac_peg_1365	Rpha_peg_199	Rple_peg_1191	Rrec_peg_1208	Rsou_peg_867	Vdia_peg_489	Vext_peg_476	COSY_0486	Vgig2_peg_327	Vsoy2_peg_715	Vgig1_peg_442	Vsoy1_peg_516	3'-to-5' exoribonuclease RNase R	14
							Rsou_peg_1731								hypothetical protein	1
							Rsou_peg_1732								Na+/H+ antiporter NhaA type	1
							Rsou_peg_1733								Mobile element protein	1
							Rsou_peg_1958								Sulfate permease	1
							Rsou_peg_1957								Sulfate permease	1
							Rsou_peg_1563								hypothetical protein	1
							Rsou_peg_1564								putative transposase	1
							Rsou_peg_1565								hypothetical protein	1
							Rsou_peg_1566								hypothetical protein	1
							Rsou_peg_1567								hypothetical protein	1
							Rsou_peg_1933								hypothetical protein	1
							Rsou_peg_1934								Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	1
							Rsou_peg_1935								Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	1
							Rsou_peg_1936								Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	1
							Rsou_peg_1937								Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	1
							Rsou_peg_1938								Predicted transcriptional regulator containing an HTH domain and an uncharacterized domain shared with the mammalian protein Schlafen	1
							Rsou_peg_1939								Predicted transcriptional regulator containing an HTH domain and an uncharacterized domain shared with the mammalian protein Schlafen	1
							Rsou_peg_1940								hypothetical protein	1
							Rsou_peg_1941								Predicted transcriptional regulator containing an HTH domain and an uncharacterized domain shared with the mammalian protein Schlafen	1
							Rsou_peg_1942								DNA-damage-inducible protein d	1
	SP60_07995	Rmag_0536	Rpac_peg_1359	Rpha_peg_193	Rple_peg_1185	Rrec_peg_1214	Rsou_peg_873	Vdia_peg_483	Vext_peg_470	COSY_0492	Vgig2_peg_321	Vsoy2_peg_721	Vgig1_peg_436	Vsoy1_peg_522	Survival protein SurA precursor (Peptidyl-prolyl cis-trans isomerase SurA) (EC 5.2.1.8)	14
	SP60_07905	Rmag_0552	Rpac_peg_1327	Rpha_peg_160	Rple_peg_1163	Rrec_peg_1242	Rsou_peg_903	Vdia_peg_471	Vext_peg_458	COSY_0506	Vgig2_peg_307	Vsoy2_peg_736	Vgig1_peg_422	Vsoy1_peg_537	Membrane-associated zinc metalloprotease	14
MS2017_1005	SP60_07845	Rmag_0564		Rpha_peg_148	Rple_peg_1151		Rsou_peg_915	Vdia_peg_455	Vext_peg_442	COSY_0519	Vgig2_peg_294	Vsoy2_peg_749	Vgig1_peg_409	Vsoy1_peg_550	Queuosine Biosynthesis QueC ATPase	13
MS2017_R001	SP60_04255	Rmag_R0002	Rpac_rna_8	Rpha_rna_12	Rple_rna_35	Rrec_rna_20	Rsou_rna_3	Vdia_rna_36	Vext_rna_37	COSY_R0002	Vgig2_rna_37	Vsoy2_rna_14	Vgig1_rna_3	Vsoy1_rna_3	tRNA-Phe-GAA	15
MS2017_1131	SP60_07620	Rmag_0582	Rpac_peg_1290	Rpha_peg_124		Rrec_peg_1281	Rsou_peg_795	Vdia_peg_438	Vext_peg_425	COSY_0537	Vgig2_peg_277	Vsoy2_peg_766	Vgig1_peg_392	Vsoy1_peg_567	Outer membrane protein-like	14
		Rmag_R0020													SRP RNA; RNA component of signal recognition particle	1
	SP60_07530	Rmag_0590	Rpac_peg_1276	Rpha_peg_111	Rple_peg_571	Rrec_peg_1301	Rsou_peg_767	Vdia_peg_430	Vext_peg_418	COSY_0544	Vgig2_peg_270	Vsoy2_peg_774	Vgig1_peg_385	Vsoy1_peg_575	COG2363	14
		Rmag_R0027													RNA component of RNaseP	1
MS2017_0941		Rmag_0610	Rpac_peg_1249	Rpha_peg_78	Rple_peg_538	Rrec_peg_1327	Rsou_peg_731	Vdia_peg_410	Vext_peg_398	COSY_0563	Vgig2_peg_249	Vsoy2_peg_797	Vgig1_peg_364	Vsoy1_peg_598	Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)	14
		Rmag_0616	Rpac_peg_1241	Rpha_peg_68	Rple_peg_531	Rrec_peg_1334	Rsou_peg_724	Vdia_peg_405	Vext_peg_393	COSY_0568	Vgig2_peg_244	Vsoy2_peg_804	Vgig1_peg_359	Vsoy1_peg_604	Thymidylate synthase (EC 2.1.1.45)	13
MS2017_0920		Rmag_0627		Rpha_peg_49	Rple_peg_518		Rsou_peg_709	Vdia_peg_395	Vext_peg_383	COSY_0580	Vgig2_peg_233	Vsoy2_peg_815	Vgig1_peg_348	Vsoy1_peg_615	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	12
	SP60_07205	Rmag_0636	Rpac_peg_1216	Rpha_peg_1166	Rple_peg_501	Rrec_peg_1361	Rsou_peg_812	Vdia_peg_388	Vext_peg_376	COSY_0587	Vgig2_peg_226	Vsoy2_peg_822	Vgig1_peg_340	Vsoy1_peg_622	Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.11)	14
MS2017_0766		Rmag_0646		Rpha_peg_1176	Rple_peg_491	Rrec_peg_1370	Rsou_peg_822	Vdia_peg_382	Vext_peg_370	COSY_0593	Vgig2_peg_219	Vsoy2_peg_828	Vgig1_peg_333	Vsoy1_peg_628	LSU ribosomal protein L35p	13
	SP60_07145	Rmag_0650	Rpac_peg_1193	Rpha_peg_1180	Rple_peg_487	Rrec_peg_1382	Rsou_peg_842	Vdia_peg_378	Vext_peg_366	COSY_0597	Vgig2_peg_215	Vsoy2_peg_832	Vgig1_peg_329	Vsoy1_peg_632	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	14
		Rmag_0682	Rpac_peg_1160	Rpha_peg_697	Rple_peg_423	Rrec_peg_1428		Vdia_peg_337	Vext_peg_329	COSY_0633	Vgig2_peg_178	Vsoy2_peg_868	Vgig1_peg_290	Vsoy1_peg_668	Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)	12
		Rmag_0686	Rpac_peg_1156	Rpha_peg_683	Rple_peg_213	Rrec_peg_1432	Rsou_peg_173	Vdia_peg_333	Vext_peg_325	COSY_0636	Vgig2_peg_175	Vsoy2_peg_871	Vgig1_peg_287	Vsoy1_peg_671	serine/threonine protein kinase	13
		Rmag_0687	Rpac_peg_1155	Rpha_peg_682	Rple_peg_214	Rrec_peg_1433	Rsou_peg_174	Vdia_peg_332	Vext_peg_324	COSY_0637	Vgig2_peg_174	Vsoy2_peg_872	Vgig1_peg_286	Vsoy1_peg_672	Nitrate/nitrite transporter	13
		Rmag_0688	Rpac_peg_1154	Rpha_peg_681	Rple_peg_215	Rrec_peg_1434	Rsou_peg_175	Vdia_peg_331	Vext_peg_323	COSY_0638	Vgig2_peg_173	Vsoy2_peg_873	Vgig1_peg_285	Vsoy1_peg_673	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	13
	SP60_06680	Rmag_0705	Rpac_peg_1127	Rpha_peg_634	Rple_peg_245	Rrec_peg_1462	Rsou_peg_217	Vdia_peg_312	Vext_peg_304	COSY_0656	Vgig2_peg_154	Vsoy2_peg_893	Vgig1_peg_266	Vsoy1_peg_693	Ferric iron ABC transporter, permease protein	14
	SP60_06675	Rmag_0706	Rpac_peg_1126	Rpha_peg_633	Rple_peg_246	Rrec_peg_1463	Rsou_peg_218	Vdia_peg_311	Vext_peg_303	COSY_0657	Vgig2_peg_153	Vsoy2_peg_894	Vgig1_peg_265	Vsoy1_peg_694	Ferric iron ABC transporter, iron-binding protein	14
MS2017_R040	SP60_04315	Rmag_R0003	Rpac_rna_7	Rpha_rna_11	Rple_rna_34	Rrec_rna_21	Rsou_rna_12	Vdia_rna_35	Vext_rna_36	COSY_R0003	Vgig2_rna_36	Vsoy2_rna_15	Vgig1_rna_4	Vsoy1_rna_4	tRNA-Met-CAT	15
		Rmag_0707	Rpac_peg_1125	Rpha_peg_632	Rple_peg_247	Rrec_peg_1464	Rsou_peg_219	Vdia_peg_310	Vext_peg_302	COSY_0658	Vgig2_peg_152	Vsoy2_peg_895	Vgig1_peg_264	Vsoy1_peg_695	Ferric iron ABC transporter, ATP-binding protein	13
		Rmag_0708		Rpha_peg_631	Rple_peg_248		Rsou_peg_220	Vdia_peg_309	Vext_peg_301	COSY_0659	Vgig2_peg_151	Vsoy2_peg_896	Vgig1_peg_263	Vsoy1_peg_696	Multicopper oxidase	11
		Rmag_0711		Rpha_peg_627	Rple_peg_253		Rsou_peg_224	Vdia_peg_306	Vext_peg_298	COSY_0662	Vgig2_peg_148	Vsoy2_peg_899	Vgig1_peg_260	Vsoy1_peg_699	protein of unknown function DUF1111	11
		Rmag_0712		Rpha_peg_626	Rple_peg_254		Rsou_peg_225	Vdia_peg_305	Vext_peg_297	COSY_0663	Vgig2_peg_147	Vsoy2_peg_900	Vgig1_peg_259	Vsoy1_peg_700	Iron-regulated protein A precursor	11
MS2017_0631	SP60_06625	Rmag_0716		Rpha_peg_612	Rple_peg_265		Rsou_peg_654	Vdia_peg_302	Vext_peg_294	COSY_0665	Vgig2_peg_145	Vsoy2_peg_902	Vgig1_peg_257	Vsoy1_peg_702	Thioredoxin	13
	SP60_06615	Rmag_0718	Rpac_peg_1117	Rpha_peg_610	Rple_peg_267	Rrec_peg_1473	Rsou_peg_656	Vdia_peg_300	Vext_peg_292	COSY_0667	Vgig2_peg_143	Vsoy2_peg_904	Vgig1_peg_255	Vsoy1_peg_704	FIG01199329: hypothetical protein	14
MS2017_0625	SP60_06590	Rmag_0722		Rpha_peg_605	Rple_peg_272	Rrec_peg_1478	Rsou_peg_662	Vdia_peg_295	Vext_peg_288	COSY_0670	Vgig2_peg_140	Vsoy2_peg_909	Vgig1_peg_252	Vsoy1_peg_708	hypothetical protein	14
		Rmag_0734	Rpac_peg_1099	Rpha_peg_593	Rple_peg_284	Rrec_peg_1489	Rsou_peg_674	Vdia_peg_284	Vext_peg_278	COSY_0679	Vgig2_peg_131	Vsoy2_peg_918	Vgig1_peg_243	Vsoy1_peg_718	SmpA/OmlA domain protein	13
MS2017_0614		Rmag_0735	Rpac_peg_1098	Rpha_peg_592	Rple_peg_285	Rrec_peg_1490	Rsou_peg_675	Vdia_peg_283	Vext_peg_277	COSY_0680	Vgig2_peg_130	Vsoy2_peg_919	Vgig1_peg_242	Vsoy1_peg_719	Periplasmic serine proteases (ClpP class)	14
MS2017_0594	SP60_06470	Rmag_0745	Rpac_peg_1087	Rpha_peg_580	Rple_peg_300	Rrec_peg_1503	Rsou_peg_687	Vdia_peg_272	Vext_peg_267	COSY_0690	Vgig2_peg_119	Vsoy2_peg_929	Vgig1_peg_231	Vsoy1_peg_729	Copper metallochaperone, bacterial analog of Cox17 protein	15
MS2017_0588		Rmag_0748	Rpac_peg_1083	Rpha_peg_577	Rple_peg_304	Rrec_peg_1506	Rsou_peg_690	Vdia_peg_269	Vext_peg_264	COSY_0692	Vgig2_peg_117	Vsoy2_peg_931	Vgig1_peg_229	Vsoy1_peg_731	FIG002903: a protein of unknown function perhaps involved in purine metabolism	14
MS2017_0585	SP60_06435	Rmag_0750	Rpac_peg_1080	Rpha_peg_574		Rrec_peg_1509	Rsou_peg_693	Vdia_peg_266	Vext_peg_261	COSY_0695		Vsoy2_peg_934		Vsoy1_peg_734	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)	12
MS2017_0544	SP60_06325	Rmag_0773	Rpac_peg_296	Rpha_peg_2079	Rple_peg_347		Rsou_peg_1102	Vdia_peg_247	Vext_peg_242	COSY_0709	Vgig2_peg_96	Vsoy2_peg_950	Vgig1_peg_207	Vsoy1_peg_749	Chloride channel protein	14
MS2017_0483	SP60_06105	Rmag_0799		Rpha_peg_2023	Rple_peg_392		Rsou_peg_1158	Vdia_peg_226	Vext_peg_221	COSY_0725	Vgig2_peg_79	Vsoy2_peg_967	Vgig1_peg_189	Vsoy1_peg_766	Lipid A export ATP-binding/permease protein MsbA	13
MS2017_0031	SP60_04100	Rmag_0016	Rpac_peg_213	Rpha_peg_1045	Rple_peg_1573	Rrec_peg_719	Rsou_peg_1780	Vdia_peg_968	Vext_peg_956	COSY_0016	Vgig2_peg_942	Vsoy2_peg_246	Vgig1_peg_26	Vsoy1_peg_42	Riboflavin kinase (EC 2.7.1.26) / FMN adenylyltransferase (EC 2.7.7.2)	15
MS2017_1679	SP60_01605	Rmag_0826			Rple_peg_766		Rsou_peg_1000	Vdia_peg_202	Vext_peg_197	COSY_0753	Vgig2_peg_661	Vsoy2_peg_7	Vgig1_peg_772	Vsoy1_peg_791	beta-lactamase domain protein	12
MS2017_1717		Rmag_0842	Rpac_peg_599	Rpha_peg_1510	Rple_peg_798	Rrec_peg_393	Rsou_peg_969	Vdia_peg_189	Vext_peg_184	COSY_0767	Vgig2_peg_674	Vsoy2_peg_20	Vgig1_peg_785	Vsoy1_peg_804	FIG002473: Protein YcaR in KDO2-Lipid A biosynthesis cluster	14
MS2017_1727	SP60_01755	Rmag_0849	Rpac_peg_611	Rpha_peg_1496	Rple_peg_811	Rrec_peg_403	Rsou_peg_17	Vdia_peg_182	Vext_peg_177		Vgig2_peg_682	Vsoy2_peg_28	Vgig1_peg_793	Vsoy1_peg_812	hypothetical protein	14
MS2017_R039	SP60_04390	Rmag_R0004	Rpac_rna_6	Rpha_rna_10	Rple_rna_33	Rrec_rna_22	Rsou_rna_11	Vdia_rna_34	Vext_rna_35	COSY_R0004	Vgig2_rna_35	Vsoy2_rna_16	Vgig1_rna_5	Vsoy1_rna_5	tRNA-Met-CAT	15
MS2017_0035	SP60_04120	Rmag_0020	Rpac_peg_209	Rpha_peg_1049		Rrec_peg_723	Rsou_peg_1776	Vdia_peg_965	Vext_peg_953	COSY_0019	Vgig2_peg_939	Vsoy2_peg_249	Vgig1_peg_29	Vsoy1_peg_45	Aspartate aminotransferase (EC 2.6.1.1)	14
MS2017_0037	SP60_04125	Rmag_0021	Rpac_peg_208	Rpha_peg_1050		Rrec_peg_724	Rsou_peg_467	Vdia_peg_964	Vext_peg_952	COSY_0020	Vgig2_peg_938	Vsoy2_peg_250	Vgig1_peg_30	Vsoy1_peg_46	FKBP-type peptidyl-prolyl cis-trans isomerase	14
		Rmag_0905	Rpac_peg_668	Rpha_peg_1439	Rple_peg_869	Rrec_peg_468	Rsou_peg_453	Vdia_peg_143	Vext_peg_138	COSY_0812	Vgig2_peg_721	Vsoy2_peg_68	Vgig1_peg_833	Vsoy1_peg_851	PMID: 11481431	13
	SP60_02605	Rmag_0913	Rpac_peg_678	Rpha_peg_1421	Rple_peg_890	Rrec_peg_476	Rsou_peg_251	Vdia_peg_136	Vext_peg_131	COSY_0819	Vgig2_peg_728	Vsoy2_peg_75	Vgig1_peg_841	Vsoy1_peg_859	permease YjgP/YjgQ family protein	14
MS2017_0318	SP60_02645	Rmag_0920	Rpac_peg_685	Rpha_peg_1414	Rple_peg_897		Rsou_peg_243	Vdia_peg_129	Vext_peg_124	COSY_0826	Vgig2_peg_735	Vsoy2_peg_82	Vgig1_peg_848	Vsoy1_peg_866	Peptidyl-prolyl cis-trans isomerase PpiB (EC 5.2.1.8)	14
MS2017_0317	SP60_02650	Rmag_0921	Rpac_peg_686	Rpha_peg_1413	Rple_peg_898		Rsou_peg_242	Vdia_peg_128	Vext_peg_123	COSY_0827	Vgig2_peg_736	Vsoy2_peg_83	Vgig1_peg_849	Vsoy1_peg_867	UDP-2,3-diacylglucosamine diphosphatase (EC 3.6.1.54)	14
MS2017_0066	SP60_04145	Rmag_0024	Rpac_peg_203		Rple_peg_1563	Rrec_peg_728	Rsou_peg_471	Vdia_peg_960	Vext_peg_948	COSY_0024	Vgig2_peg_934	Vsoy2_peg_254	Vgig1_peg_34	Vsoy1_peg_50	Peptidase, M23/M37 family	14
MS2017_0237	SP60_03090	Rmag_0960		Rpha_peg_1349			Rsou_peg_1498	Vdia_peg_94	Vext_peg_90	COSY_0861	Vgig2_peg_759	Vsoy2_peg_117	Vgig1_peg_872	Vsoy1_peg_901	Putative transport protein	12
MS2017_0236	SP60_03095	Rmag_0961		Rpha_peg_1348			Rsou_peg_1499	Vdia_peg_93	Vext_peg_89	COSY_0862	Vgig2_peg_758	Vsoy2_peg_118	Vgig1_peg_871	Vsoy1_peg_902	ABC transporter, ATP-binding protein	12
	SP60_03195	Rmag_0974	Rpac_peg_754	Rpha_peg_1325	Rple_peg_983	Rrec_peg_545	Rsou_peg_600	Vdia_peg_81	Vext_peg_77	COSY_0874	Vgig2_peg_782	Vsoy2_peg_130	Vgig1_peg_895	Vsoy1_peg_914	Heavy-metal-associated domain (N-terminus) and membrane-bounded cytochrome biogenesis cycZ-like domain, possible membrane copper tolerance protein	14
MS2017_0071		Rmag_0029	Rpac_peg_198	Rpha_peg_1060	Rple_peg_1558	Rrec_peg_733	Rsou_peg_476	Vdia_peg_955	Vext_peg_943	COSY_0029	Vgig2_peg_929	Vsoy2_peg_259	Vgig1_peg_39	Vsoy1_peg_55	putative transmembrane protein	14
		Rmag_0988	Rpac_peg_770	Rpha_peg_1635	Rple_peg_1006	Rrec_peg_573	Rsou_peg_1742	Vdia_peg_72	Vext_peg_68	COSY_0883	Vgig2_peg_791	Vsoy2_peg_140	Vgig1_peg_904	Vsoy1_peg_924	Carbonic anhydrase (EC 4.2.1.1)	13
MS2017_0072		Rmag_0030	Rpac_peg_197	Rpha_peg_1061	Rple_peg_1557	Rrec_peg_734	Rsou_peg_477	Vdia_peg_954	Vext_peg_942	COSY_0030	Vgig2_peg_927	Vsoy2_peg_260	Vgig1_peg_40	Vsoy1_peg_56	Heme O synthase, protoheme IX farnesyltransferase (EC 2.5.1.-) COX10-CtaB	14
MS2017_R037	SP60_04725	Rmag_R0005	Rpac_rna_5	Rpha_rna_34	Rple_rna_32	Rrec_rna_23	Rsou_rna_29	Vdia_rna_33	Vext_rna_34	COSY_R0005	Vgig2_rna_1	Vsoy2_rna_17	Vgig1_rna_6	Vsoy1_rna_6	tRNA-Met-CAT	15
MS2017_0073		Rmag_0031	Rpac_peg_196	Rpha_peg_1062	Rple_peg_1556	Rrec_peg_735	Rsou_peg_478	Vdia_peg_953	Vext_peg_941	COSY_0031	Vgig2_peg_926	Vsoy2_peg_261	Vgig1_peg_41	Vsoy1_peg_57	hypothetical protein	14
MS2017_0154		Rmag_1010	Rpac_peg_792	Rpha_peg_841	Rple_peg_1033	Rrec_peg_601	Rsou_peg_431	Vdia_peg_48	Vext_peg_45	COSY_0906	Vgig2_peg_813	Vsoy2_peg_162	Vgig1_peg_926	Vsoy1_peg_946	hypothetical protein	14
MS2017_0074		Rmag_0032	Rpac_peg_194	Rpha_peg_1064	Rple_peg_1553	Rrec_peg_737	Rsou_peg_480	Vdia_peg_952	Vext_peg_940	COSY_0032	Vgig2_peg_925	Vsoy2_peg_262	Vgig1_peg_42	Vsoy1_peg_58	Heme A synthase, cytochrome oxidase biogenesis protein Cox15-CtaA	14
		Rmag_0033	Rpac_peg_193	Rpha_peg_1065	Rple_peg_1552	Rrec_peg_738	Rsou_peg_481	Vdia_peg_951	Vext_peg_939	COSY_0033	Vgig2_peg_924	Vsoy2_peg_263	Vgig1_peg_43	Vsoy1_peg_59	Putative cytochrome c oxidase, subunit I	13
	SP60_03655	Rmag_1028	Rpac_peg_824	Rpha_peg_872	Rple_peg_1068	Rrec_peg_628	Rsou_peg_394	Vdia_peg_29	Vext_peg_26	COSY_0930	Vgig2_peg_832	Vsoy2_peg_181	Vgig1_peg_950	Vsoy1_peg_966	Type cbb3 cytochrome oxidase biogenesis protein CcoI; Copper-translocating P-type ATPase (EC 3.6.3.4)	14
