	T_autotrophicus	B_thermophilus_symbiont	R_fausta	R_magnifica	R_pacifica	R_phaseoliformis	R_pliocardia	R_rectimargo	R_southwardae	V_diagonalis	V_extenta	V_gigas1	V_gigas2	V_marissinica	V_okutanii	V_soyoae1	V_soyoae2	Genome_Count	Gene	Function
OG0003399									Rsou_peg_1088_pseudo									1		CRISPR-associated helicase Cas3, Yersinia-type
OG0003400									Rsou_peg_404_pseudo									1		Hypothetical protein
OG0003401									Rsou_peg_830_pseudo									1		Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)
OG0003402									Rsou_peg_1089_pseudo									1		CRISPR-associated helicase Cas3, Yersinia-type
OG0003403									Rsou_peg_120_pseudo									1		Hypothetical protein
OG0003404									Rsou_peg_2070									1		Hypothetical protein
OG0003405									Rsou_peg_1090_pseudo									1		CRISPR-associated helicase Cas3, Yersinia-type
OG0003406									Rsou_peg_365									1		DNA-damage-inducible protein J
OG0003407									Rsou_peg_1365_pseudo									1		Sulfide dehydrogenase [flavocytochrome C] flavoprotein chain precursor (EC 1.8.2.-)
OG0003408									Rsou_peg_369_pseudo									1		Hypothetical protein
OG0003409									Rsou_peg_1477									1		Hypothetical protein
OG0003410									Rsou_peg_1867									1		Hypothetical protein
OG0003411									Rsou_peg_370									1		Hypothetical protein
OG0003412									Rsou_peg_371_pseudo									1		Zinc metalloproteinase Mpr protein
OG0003413									Rsou_peg_450_pseudo									1		Hypothetical protein
OG0003414									Rsou_peg_372									1		Hypothetical protein
OG0003415									Rsou_peg_1339									1		Hypothetical protein
OG0003416									Rsou_peg_1480									1		Hypothetical protein
OG0003417									Rsou_peg_1338									1		Hypothetical protein
OG0003418									Rsou_peg_1774_pseudo									1		BpmI endonuclease-methyltransferase fusion protein type IIG
OG0003419									Rsou_peg_1862_pseudo									1		Hypothetical protein
OG0003420									Rsou_peg_452									1		Hypothetical protein
OG0003421									Rsou_peg_507									1		Hypothetical protein
OG0003422									Rsou_peg_1306									1		Hypothetical protein
OG0003423									Rsou_peg_1305									1		Hypothetical protein
OG0003424									Rsou_peg_1073									1		Hypothetical protein
OG0003425									Rsou_peg_501									1		Hypothetical protein
OG0003426									Rsou_peg_498									1		Hypothetical protein
OG0003427									Rsou_peg_1514_pseudo									1		Mobile element protein
OG0003428									Rsou_peg_614									1		Hypothetical protein
OG0003429									Rsou_peg_866									1		Hypothetical protein
OG0003430									Rsou_peg_616_pseudo									1		Putative DNA-binding protein in cluster with Type I restriction-modification system
OG0003431									Rsou_peg_865_pseudo									1		Hypothetical protein
OG0003432									Rsou_peg_279_pseudo									1		Ammonium transporter
OG0003433									Rsou_peg_2049									1		Hypothetical protein
OG0003434									Rsou_peg_560									1		Hypothetical protein
OG0003435									Rsou_peg_526_pseudo									1		Hypothetical protein
OG0003436									Rsou_peg_1950									1		Hypothetical protein
OG0003437									Rsou_peg_2050									1		Hypothetical protein
OG0003438									Rsou_peg_559_pseudo									1		ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB4
OG0003439									Rsou_peg_558_pseudo									1		ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB4
OG0003440									Rsou_peg_528_pseudo									1		Hypothetical protein
OG0003441									Rsou_peg_529_pseudo									1		Hypothetical protein
OG0003442									Rsou_peg_493									1		Hypothetical protein
OG0003443									Rsou_peg_232									1		Hypothetical protein
OG0003444									Rsou_peg_556_pseudo									1		Single-stranded DNA-binding protein
OG0003445									Rsou_peg_555									1		Hypothetical protein
OG0003446									Rsou_peg_1955_pseudo									1		Hypothetical protein
OG0003447									Rsou_peg_554									1		Hypothetical protein
OG0003448									Rsou_peg_553									1		Hypothetical protein
OG0003449									Rsou_peg_552									1		Hypothetical protein
OG0003450									Rsou_peg_551									1		Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB8
OG0003451									Rsou_peg_1808									1		Hypothetical protein
OG0003452									Rsou_peg_550									1		DNA primase (EC 2.7.7.-), phage-associated
OG0003453									Rsou_peg_2079_pseudo									1		Mobile element protein
OG0003454									Rsou_peg_266_pseudo									1		Hypothetical protein
OG0003455									Rsou_peg_267_pseudo									1		Hypothetical protein
OG0003456									Rsou_peg_1983									1		Hypothetical protein
OG0003457									Rsou_peg_268_pseudo									1		Hypothetical protein
OG0003458									Rsou_peg_157_pseudo									1		Hypothetical protein
OG0003459									Rsou_peg_155_pseudo									1		Glutamate--cysteine ligase (EC 6.3.2.2)
OG0003460									Rsou_peg_153_pseudo									1		Glutamate--cysteine ligase (EC 6.3.2.2)
OG0003461									Rsou_peg_2043_pseudo									1		Xylulose kinase (EC 2.7.1.17)
OG0003462									Rsou_peg_335_pseudo									1		Hypothetical protein
OG0003463									Rsou_peg_1007									1		DNA-binding protein
OG0003464									Rsou_peg_340_pseudo									1		Hypothetical protein
OG0003465									Rsou_peg_2071_pseudo									1		Hypothetical protein
OG0003466									Rsou_peg_341_pseudo									1		Hypothetical protein
OG0003467									Rsou_peg_1929_pseudo									1		Mobile element protein
OG0003468									Rsou_peg_342_pseudo									1		Hypothetical protein
OG0003469									Rsou_peg_966									1		Hypothetical protein
OG0003470									Rsou_peg_2001_pseudo									1		UDP-glucose 4-epimerase (EC 5.1.3.2)
OG0003471									Rsou_peg_2004_pseudo									1		Glycosyl transferase, group 1 family protein
OG0003472									Rsou_peg_1409_pseudo									1		Hypothetical protein
OG0003473									Rsou_peg_2005_pseudo									1		Polysaccharide deacetylase domain protein
OG0003474									Rsou_peg_789									1		Inosose dehydratase (EC 4.2.1.44)
OG0003475									Rsou_peg_788									1		Epi-inositol hydrolase (EC 3.7.1.-)
OG0003476									Rsou_peg_787									1		5-keto-2-deoxygluconokinase (EC 2.7.1.92) / uncharacterized domain
OG0003477									Rsou_peg_1091_pseudo									1		CRISPR-associated helicase Cas3, Yersinia-type
OG0003478									Rsou_peg_1797									1		Hypothetical protein
OG0003479									Rsou_peg_1092_pseudo									1		Hypothetical protein
OG0003480									Rsou_peg_1798									1		Hypothetical protein
OG0003481									Rsou_peg_1093_pseudo									1		CRISPR-associated protein Cas1
OG0003482									Rsou_peg_539									1		Hypothetical protein
OG0003483									Rsou_peg_1799									1		Hypothetical protein
OG0003484									Rsou_peg_1094_pseudo									1		CRISPR-associated protein Cas1
OG0003485									Rsou_peg_1095_pseudo									1		CRISPR-associated protein Cas1
OG0003486									Rsou_peg_1687									1		Hypothetical protein
OG0003487									Rsou_peg_542									1		Hypothetical protein
OG0003488									Rsou_peg_543									1		Hypothetical protein
OG0003489									Rsou_peg_185_pseudo									1		Possible peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)
OG0003490									Rsou_peg_1446_pseudo									1		Phosphate transport system permease protein PstC (TC 3.A.1.7.1)
OG0003491									Rsou_peg_118_pseudo									1		Hypothetical protein
OG0003492									Rsou_peg_376									1		Hypothetical protein
OG0003493									Rsou_peg_2091									1		Hypothetical protein
OG0003494									Rsou_peg_378									1		Hypothetical protein
OG0003495									Rsou_peg_379_pseudo									1		Antirestriction protein
OG0003496									Rsou_peg_380_pseudo									1		Hypothetical protein
OG0003497									Rsou_peg_1440									1		Hypothetical protein
OG0003498									Rsou_peg_292_pseudo									1		Transposase and inactivated derivatives
OG0003499									Rsou_peg_294_pseudo									1		Hypothetical protein
OG0003500									Rsou_peg_1164									1		Hypothetical protein
OG0003501									Rsou_peg_1858									1		Hypothetical protein
OG0003502									Rsou_peg_1643									1		Hypothetical protein
OG0003503									Rsou_peg_1857_pseudo									1		Hypothetical protein
OG0003504									Rsou_peg_1644_pseudo									1		Hypothetical protein
OG0003505									Rsou_peg_409_pseudo									1		3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)
OG0003506									Rsou_peg_410_pseudo									1		3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)
OG0003507									Rsou_peg_1259									1		Hypothetical protein
OG0003508									Rsou_peg_317_pseudo									1		Mobile element protein
OG0003509									Rsou_peg_754_pseudo									1		Hypothetical protein
OG0003510									Rsou_peg_1916									1		Hypothetical protein
OG0003511									Rsou_peg_1055									1		Hypothetical protein
OG0003512									Rsou_peg_2088_pseudo									1		Mobile element protein
OG0003513									Rsou_peg_1337									1		Hypothetical protein
OG0003514									Rsou_peg_549									1		Component of conjugal plasmid transfer system
OG0003515									Rsou_peg_2089_pseudo									1		Mobile element protein
OG0003516									Rsou_peg_1336									1		Hypothetical protein
OG0003517									Rsou_peg_548									1		Hypothetical protein
OG0003518									Rsou_peg_1335									1		Hypothetical protein
OG0003519									Rsou_peg_547									1		Inner membrane protein of type IV secretion of T-DNA complex, TonB-like, VirB10
OG0003520									Rsou_peg_1334									1		Hypothetical protein
OG0003521									Rsou_peg_546									1		Hypothetical protein
OG0003522									Rsou_peg_1333									1		Chitinase (EC 3.2.1.14)
OG0003523									Rsou_peg_545									1		Antirestriction protein
OG0003524									Rsou_peg_146									1		Hypothetical protein
OG0003525									Rsou_peg_1332_pseudo									1		Chitinase (EC 3.2.1.14)
OG0003526									Rsou_peg_544_pseudo									1		Antirestriction protein
OG0003527									Rsou_peg_1331_pseudo									1		ATP-dependent DNA helicase UvrD/PcrA
OG0003528									Rsou_peg_1614									1		Hypothetical protein
OG0003529									Rsou_peg_1615_pseudo									1		Hypothetical protein
OG0003530									Rsou_peg_1616_pseudo									1		ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB11
OG0003531									Rsou_peg_1975_pseudo									1		Mobile element protein
OG0003532									Rsou_peg_1617									1		Hypothetical protein
OG0003533									Rsou_peg_1934_pseudo									1		Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)
OG0003534									Rsou_peg_1936_pseudo									1		Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)
OG0003535									Rsou_peg_1937_pseudo									1		Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)
OG0003536									Rsou_peg_1346									1		Hypothetical protein
OG0003537									Rsou_peg_1938_pseudo									1		Predicted transcriptional regulator containing an HTH domain and an uncharacterized domain shared with the mammalian protein Schlafen
OG0003538									Rsou_peg_349									1		Single-stranded DNA-binding protein
OG0003539									Rsou_peg_1939_pseudo									1		Predicted transcriptional regulator containing an HTH domain and an uncharacterized domain shared with the mammalian protein Schlafen
OG0003540									Rsou_peg_1940_pseudo									1		Hypothetical protein
OG0003541									Rsou_peg_1349_pseudo									1		Hypothetical protein
OG0003542									Rsou_peg_353_pseudo									1		IncW plasmid conjugative relaxase protein TrwC (TraI homolog)
OG0003543									Rsou_peg_1351_pseudo									1		Type cbb3 cytochrome oxidase biogenesis protein CcoI; Copper-translocating P-type ATPase (EC 3.6.3.4)
OG0003544									Rsou_peg_354_pseudo									1		IncW plasmid conjugative relaxase protein TrwC (TraI homolog)
OG0003545									Rsou_peg_2072_pseudo									1		Mobile element protein
OG0003546									Rsou_peg_235									1		Hypothetical protein
OG0003547									Rsou_peg_1612_pseudo									1		Hypothetical protein
OG0003548									Rsou_peg_1987									1		Hypothetical protein
OG0003549									Rsou_peg_2062									1		Hypothetical protein
OG0003550									Rsou_peg_780									1		Hypothetical protein
OG0003551									Rsou_peg_779_pseudo									1		Hypothetical protein
OG0003552									Rsou_peg_2085_pseudo									1		Mobile element protein
OG0003553									Rsou_peg_1567									1		Hypothetical protein
OG0003554									Rsou_peg_1565									1		Hypothetical protein
OG0003555									Rsou_peg_19									1		Hypothetical protein
OG0003556									Rsou_peg_295_pseudo									1		Hypothetical protein
OG0003557									Rsou_peg_296_pseudo									1		Hypothetical protein
OG0003558									Rsou_peg_1432_pseudo									1		Phosphate regulon transcriptional regulatory protein PhoB (SphR)
OG0003559									Rsou_peg_297_pseudo									1		Hypothetical protein
OG0003560									Rsou_peg_1431_pseudo									1		Hypothetical protein
OG0003561									Rsou_peg_298_pseudo									1		Hypothetical protein
OG0003562									Rsou_peg_320									1		Hypothetical protein
OG0003563									Rsou_peg_931_pseudo									1		Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)
OG0003564									Rsou_peg_302_pseudo									1		Catalase (EC 1.11.1.6)
OG0003565									Rsou_peg_102									1		Hypothetical protein
OG0003566									Rsou_peg_930									1		Transcriptional regulator, AsnC family
OG0003567									Rsou_peg_322									1		Hypothetical protein
OG0003568									Rsou_peg_979									1		Hypothetical protein
OG0003569									Rsou_peg_1775_pseudo									1		BpmI endonuclease-methyltransferase fusion protein type IIG
OG0003570									Rsou_peg_2042_pseudo									1		Xylulose kinase (EC 2.7.1.17)
OG0003571									Rsou_peg_2041_pseudo									1		Xylulose kinase (EC 2.7.1.17)
OG0003572									Rsou_peg_1656									1		Helix-turn-helix domain protein
OG0003573									Rsou_peg_1781									1		Hypothetical protein
OG0003574									Rsou_peg_1782									1		Hypothetical protein
OG0003575									Rsou_peg_1783_pseudo									1		Hypothetical protein
OG0003576									Rsou_peg_2080_pseudo									1		Mobile element protein
OG0003577									Rsou_peg_1386_pseudo									1		Hypothetical protein
OG0003578									Rsou_peg_1618_pseudo									1		Coupling protein VirD4, ATPase required for T-DNA transfer
OG0003579									Rsou_peg_1196									1		Hypothetical protein
OG0003580									Rsou_peg_1619									1		Hypothetical protein
OG0003581									Rsou_peg_1197_pseudo									1		Hypothetical protein
OG0003582									Rsou_peg_463									1		Hypothetical protein
OG0003583									Rsou_peg_1620									1		DNA topoisomerase III (EC 5.99.1.2)
OG0003584									Rsou_peg_924_pseudo									1		Hypothetical protein
OG0003585									Rsou_peg_1621									1		Hypothetical protein
OG0003586									Rsou_peg_923									1		Hypothetical protein
OG0003587									Rsou_peg_2077									1		Hypothetical protein
OG0003588									Rsou_peg_460_pseudo									1		Hypothetical protein
OG0003589									Rsou_peg_459									1		Hypothetical protein
OG0003590									Rsou_peg_458									1		Hypothetical protein
OG0003591									Rsou_peg_1625_pseudo									1		Hypothetical protein
OG0003592									Rsou_peg_1558									1		Hypothetical protein
OG0003593									Rsou_peg_1626									1		Hypothetical protein
OG0003594									Rsou_peg_1627									1		Hypothetical protein
OG0003595									Rsou_peg_1628									1		Hypothetical protein
OG0003596									Rsou_peg_356_pseudo									1		Hypothetical protein
OG0003597									Rsou_peg_1145_pseudo									1		Hypothetical protein
OG0003598									Rsou_peg_357_pseudo									1		Hypothetical protein
OG0003599									Rsou_peg_359_pseudo									1		IncF plasmid conjugative transfer pilus assembly protein TraH
OG0003600									Rsou_peg_361									1		Hypothetical protein
OG0003601									Rsou_peg_362									1		Hypothetical protein
OG0003602									Rsou_peg_363									1		Hypothetical protein
OG0003603									Rsou_peg_1057_pseudo									1		Hypothetical protein
OG0003604									Rsou_peg_1058									1		Uncharacterized protein HI0074
OG0003605									Rsou_peg_1059									1		Uncharacterized protein HI0073
OG0003606									Rsou_peg_1354_pseudo									1		Cytochrome c oxidase (B(O/a)3-type) chain I (EC 1.9.3.1)
OG0003607									Rsou_peg_1355_pseudo									1		Cytochrome c oxidase (B(O/a)3-type) chain I (EC 1.9.3.1)
OG0003608									Rsou_peg_1356_pseudo									1		Cytochrome c oxidase (B(O/a)3-type) chain I (EC 1.9.3.1)
OG0003609									Rsou_peg_1358_pseudo									1		Cytochrome c oxidase (B(O/a)3-type) chain I (EC 1.9.3.1)
OG0003610									Rsou_peg_1731									1		Hypothetical protein
OG0003611									Rsou_peg_1733_pseudo									1		Mobile element protein
OG0003612									Rsou_peg_2060									1		Hypothetical protein
OG0003613									Rsou_peg_55									1		Hypothetical protein
OG0003614									Rsou_peg_56									1		Hypothetical protein
OG0003615									Rsou_peg_2081									1		Hypothetical protein
OG0003616									Rsou_peg_1219									1		Hypothetical protein
OG0003617									Rsou_peg_512_pseudo									1		Mobile element protein
OG0003618									Rsou_peg_1564									1		Putative transposase
OG0003619									Rsou_peg_569_pseudo									1		Hypothetical protein
OG0003620									Rsou_peg_2_pseudo									1		Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)
OG0003621									Rsou_peg_568									1		Hypothetical protein
OG0003622									Rsou_peg_1115_pseudo									1		Hypothetical protein
OG0003623									Rsou_peg_567									1		Hypothetical protein
OG0003624									Rsou_peg_776									1		Hypothetical protein
OG0003625									Rsou_peg_566									1		Hypothetical protein
OG0003626									Rsou_peg_168_pseudo									1		Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)
OG0003627									Rsou_peg_565									1		Hypothetical protein
OG0003628									Rsou_peg_564									1		Hypothetical protein
OG0003629									Rsou_peg_610_pseudo									1		Hypothetical protein
OG0003630									Rsou_peg_1119									1		Hypothetical protein
OG0003631									Rsou_peg_563									1		Hypothetical protein
OG0003632									Rsou_peg_611									1		Hypothetical protein
OG0003633									Rsou_peg_8_pseudo									1		Hypothetical protein
OG0003634									Rsou_peg_562									1		Hypothetical protein
OG0003635									Rsou_peg_612_pseudo									1		Hypothetical protein
OG0003636									Rsou_peg_561									1		Hypothetical protein
OG0003637									Rsou_peg_613_pseudo									1		ATPase involved in DNA repair
OG0003638									Rsou_peg_1760_pseudo									1		Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)
OG0003639	SP60_07820																	1		Zinc uptake regulation protein ZUR
OG0003640	SP60_02925_pseudo																	1		Hypothetical protein
OG0003641	SP60_01510																	1		Hypothetical protein
OG0003642	SP60_02930																	1		Hypothetical protein
OG0003643	SP60_02935																	1		Hypothetical protein
OG0003644	SP60_00390																	1		Hypothetical protein
OG0003645	SP60_00415																	1		PROBABLE REMNANT OF A TRANSPOSASE GENE PROTEIN
OG0003646	SP60_04900																	1		Hypothetical protein
OG0003647	SP60_04905																	1		FIG00657535: Hypothetical protein
OG0003648	SP60_06905																	1		Sulfur oxidation protein SoxY
OG0003649	SP60_06910																	1		Sulfur oxidation protein SoxZ
OG0003650	SP60_04915																	1		Sirohydrochlorin cobaltochelatase (EC 4.99.1.3)
OG0003651	SP60_04920																	1		Deoxyribodipyrimidine photolyase (EC 4.1.99.3)
OG0003652	SP60_04395																	1		Hypothetical protein
OG0003653	SP60_04400																	1		Hypothetical protein
OG0003654	SP60_04930																	1		COG1683: Uncharacterized conserved protein / FIG143828: Hypothetical protein YbgA
OG0003655	SP60_05475																	1		UPF0345 protein LIC 12681
OG0003656	SP60_04405																	1		Hypothetical protein
OG0003657	SP60_04410																	1		Hypothetical protein
OG0003658	SP60_04940																	1		Cell division inhibitor
OG0003659	SP60_04420																	1		Hypothetical protein
OG0003660	SP60_04950																	1		Hypothetical protein
OG0003661	SP60_03485																	1		Branched-chain amino acid transport protein azlD
OG0003662	SP60_03490																	1		Branched-chain amino acid transport protein AzlC
OG0003663	SP60_03495																	1		Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)
OG0003664	SP60_03500																	1		Xanthine/uracil/thiamine/ascorbate permease family protein
OG0003665	SP60_03295																	1		HigA protein (antitoxin to HigB)
OG0003666	SP60_04215																	1		Nitric oxide reductase activation protein NorQ
OG0003667	SP60_03300																	1		HigB toxin protein
OG0003668	SP60_04220																	1		Hypothetical protein
OG0003669	SP60_04225																	1		Nitric oxide reductase activation protein NorD
OG0003670	SP60_03305																	1		Type IV pilin PilA
OG0003671	SP60_08060																	1		Membrane protein, putative
OG0003672	SP60_03330																	1		Hypothetical protein
OG0003673	SP60_03335																	1		Type 4 fimbrial biogenesis protein PilO
OG0003674	SP60_03345																	1		Type IV fimbrial biogenesis protein PilY1
OG0003675	SP60_04260																	1		Hypothetical protein
OG0003676	SP60_02370_pseudo																	1		Hypothetical protein
OG0003677	SP60_02375																	1		Haloacid dehalogenase-like hydrolase, putative
OG0003678	SP60_02380																	1		N-acetylneuraminate synthase (EC 2.5.1.56)
OG0003679	SP60_02385																	1		Hypothetical protein
OG0003680	SP60_03675																	1		L-serine dehydratase (EC 4.3.1.17)
OG0003681	SP60_02750																	1		Hypothetical protein
OG0003682	SP60_05825																	1		Hypothetical protein
OG0003683	SP60_02215																	1		DTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)
OG0003684	SP60_06200																	1		Amino acid permease
OG0003685	SP60_02220																	1		Glutamate-1-semialdehyde aminotransferase (EC 5.4.3.8)
OG0003686	SP60_01685																	1		Hypothetical protein
OG0003687	SP60_02760																	1		Hypothetical protein
OG0003688	SP60_02225																	1		Oxidoreductase
OG0003689	SP60_02230																	1		Hypothetical protein
OG0003690	SP60_02770																	1		Hypothetical protein
OG0003691	SP60_02775																	1		Hypothetical protein
OG0003692	SP60_02240																	1		Phospholipid-lipopolysaccharide ABC transporter
OG0003693	SP60_02780																	1		Hypothetical protein
OG0003694	SP60_02785																	1		Hypothetical protein
OG0003695	SP60_02250																	1		Glutamine amidotransferase, class I
OG0003696	SP60_02790																	1		Hypothetical protein
OG0003697	SP60_06235																	1		Bifunctional protein: zinc-containing alcohol dehydrogenase; quinone oxidoreductase (NADPH:quinone reductase) (EC 1.1.1.-); Similar to arginate lyase
OG0003698	SP60_02255																	1		Adenylylsulfate kinase (EC 2.7.1.25)
OG0003699	SP60_02800																	1		Hypothetical protein
OG0003700	SP60_04635																	1		Hypothetical protein
OG0003701	SP60_00595																	1		Alcohol dehydrogenase (EC 1.1.1.1)
OG0003702	SP60_00600																	1		Bifunctional protein: zinc-containing alcohol dehydrogenase; quinone oxidoreductase ( NADPH:quinone reductase) (EC 1.1.1.-); Similar to arginate lyase
OG0003703	SP60_05685																	1		RNA-binding protein
OG0003704	SP60_05690																	1		Hypothetical protein
OG0003705	SP60_00620																	1		Putative exported protein
OG0003706	SP60_00625																	1		Thioredoxin
OG0003707	SP60_04435																	1		Hypothetical protein
OG0003708	SP60_04440																	1		Hypothetical protein
OG0003709	SP60_03150																	1		Adenine phosphoribosyltransferase (EC 2.4.2.7)
OG0003710	SP60_04445																	1		DTDP-6-deoxy-L-hexose 3-O-methyltransferase
OG0003711	SP60_03155																	1		5'-methylthioadenosine nucleosidase (EC 3.2.2.16) / S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)
OG0003712	SP60_05155																	1		2-keto-4-pentenoate hydratase (EC 4.2.1.80)
OG0003713	SP60_05160																	1		Rubrerythrin
OG0003714	SP60_00420																	1		Possible Trypsin
OG0003715	SP60_02040																	1		Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)
OG0003716	SP60_04955																	1		Hypothetical protein
OG0003717	SP60_02045																	1		Hypothetical protein
OG0003718	SP60_04960																	1		Hypothetical protein
OG0003719	SP60_07500_pseudo																	1		Hypothetical protein
OG0003720	SP60_04970																	1		Hypothetical protein
OG0003721	SP60_02055																	1		Hypothetical protein
OG0003722	SP60_07505																	1		Hypothetical protein
OG0003723	SP60_04980																	1		Hypothetical protein
OG0003724	SP60_07510																	1		Hypothetical protein
OG0003725	SP60_02065																	1		Hypothetical protein
OG0003726	SP60_07515																	1		Hypothetical protein
OG0003727	SP60_02070																	1		3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)
OG0003728	SP60_05000																	1		Hypothetical protein
OG0003729	SP60_02075_pseudo																	1		Hypothetical protein
OG0003730	SP60_05005																	1		Hypothetical protein
OG0003731	SP60_05010																	1		Site-specific recombinase, resolvase family
OG0003732	SP60_02085_pseudo																	1		Hypothetical protein
OG0003733	SP60_02090																	1		Hypothetical protein
OG0003734	SP60_02420																	1		FIG00496537: Hypothetical protein
OG0003735	SP60_04265																	1		Hypothetical protein
OG0003736	SP60_02425																	1		Nodulation protein nolO (EC 2.1.3.-)
OG0003737	SP60_04270																	1		Hypothetical protein
OG0003738	SP60_02435																	1		LOS biosynthesis enzyme LBGB
OG0003739	SP60_02440																	1		LOS biosynthesis enzyme LBGB
OG0003740	SP60_03925																	1		Ribonucleotide reductase of class III (anaerobic), activating protein (EC 1.97.1.4)
OG0003741	SP60_00955																	1		Glutaredoxin 3 (Grx2)
OG0003742	SP60_02460																	1		Hypothetical protein
OG0003743	SP60_03930																	1		Hypothetical protein
OG0003744	SP60_02465																	1		Lipopolysaccharide heptosyltransferase III (EC 2.4.1.-)
OG0003745	SP60_03935																	1		Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)
OG0003746	SP60_00970																	1		Hypothetical protein
OG0003747	SP60_03945																	1		Hypothetical protein
OG0003748	SP60_03350																	1		Hypothetical protein
OG0003749	SP60_03355_pseudo																	1		WD-40 repeat protein
OG0003750	SP60_03365_pseudo																	1		Hypothetical protein
OG0003751	SP60_04810																	1		Sulfur oxidation protein SoxZ
OG0003752	SP60_03370																	1		Hypothetical protein
OG0003753	SP60_04815																	1		Sulfur oxidation protein SoxY
OG0003754	SP60_06825																	1		Hypothetical protein
OG0003755	SP60_03395																	1		Pirin-related protein
OG0003756	SP60_01475																	1		L-lactate dehydrogenase (EC 1.1.2.3)
OG0003757	SP60_02815																	1		Hypothetical protein
OG0003758	SP60_02825																	1		Hypothetical protein
OG0003759	SP60_02835_pseudo																	1		Hypothetical protein
OG0003760	SP60_02840_pseudo																	1		Hypothetical protein
OG0003761	SP60_02845																	1		Hypothetical protein
OG0003762	SP60_06290																	1		Hypothetical protein
OG0003763	SP60_02855																	1		Hypothetical protein
OG0003764	SP60_07715																	1		Hypothetical protein
OG0003765	SP60_00810																	1		Hypothetical protein
OG0003766	SP60_07730																	1		Hypothetical protein
OG0003767	SP60_07735																	1		Hypothetical protein
OG0003768	SP60_07740																	1		Hypothetical protein
OG0003769	SP60_07745																	1		Hypothetical protein
OG0003770	SP60_07750_pseudo																	1		Hypothetical protein
OG0003771	SP60_07755																	1		Hypothetical protein
OG0003772	SP60_07215																	1		Hypothetical protein
OG0003773	SP60_07760																	1		Hypothetical protein
OG0003774	SP60_02260																	1		Phosphoenolpyruvate synthase / Pyruvate phosphate dikinase
OG0003775	SP60_02270																	1		Hypothetical protein
OG0003776	SP60_02275																	1		Outer membrane lipoprotein omp16 precursor
OG0003777	SP60_02285																	1		Hypothetical protein
OG0003778	SP60_02295																	1		Conserved domain protein
OG0003779	SP60_02310																	1		Legionaminic acid biosynthesis protein PtmG
OG0003780	SP60_00635																	1		
OG0003781	SP60_02095_pseudo																	1		Hypothetical protein
OG0003782	SP60_00640																	1		Transporter, MFS superfamily
OG0003783	SP60_02100																	1		Hypothetical protein
OG0003784	SP60_07020																	1		Nucleoside binding-domain containing protein
OG0003785	SP60_02105																	1		Hypothetical protein
OG0003786	SP60_02110																	1		Hypothetical protein
OG0003787	SP60_02115																	1		Hypothetical protein
OG0003788	SP60_02130_pseudo																	1		Glycosyltransferase
OG0003789	SP60_00685																	1		ParD protein (antitoxin to ParE)
OG0003790	SP60_02145																	1		Hypothetical protein
OG0003791	SP60_07545																	1		Hypothetical protein
OG0003792	SP60_03950																	1		Hypothetical protein
OG0003793	SP60_07550																	1		COG3146: Predicted N-acyltransferase
OG0003794	SP60_03955																	1		FIG139928: Putative protease
OG0003795	SP60_03960																	1		FIG139552: Putative protease
OG0003796	SP60_03965																	1		COG1242: Predicted Fe-S oxidoreductase
OG0003797	SP60_07575																	1		Hypothetical protein
OG0003798	SP60_04515																	1		Hypothetical protein
OG0003799	SP60_02685																	1		Site-specific recombinase, phage integrase family
OG0003800	SP60_05020																	1		Hypothetical protein
OG0003801	SP60_05025																	1		Hypothetical protein
OG0003802	SP60_03605																	1		Hypothetical protein
OG0003803	SP60_03610																	1		Hypothetical protein
OG0003804	SP60_03615																	1		Hypothetical protein
OG0003805	SP60_02480																	1		Hypothetical protein
OG0003806	SP60_02485																	1		Hypothetical protein
OG0003807	SP60_02490																	1		ADP-heptose--lipooligosaccharide heptosyltransferase II (EC 2.4.1.-)
OG0003808	SP60_02500																	1		ADP-heptose--lipooligosaccharide heptosyltransferase II (EC 2.4.1.-)
OG0003809	SP60_04355																	1		D-amino acid dehydrogenase small subunit (EC 1.4.99.1)
OG0003810	SP60_01010																	1		FIG00968813: Hypothetical protein
OG0003811	SP60_01975																	1		Transcriptional activator RfaH
