	SUP05	Bathy	R.magnifica	R.fausta	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.soyoae1	V.soyoae2	V.gigas1	V.gigas2	V.okutanii	V.marissinica
360	SP60_03510	MS2017_R006	Rmag_R0036	HUE58_RS05185	Rpac_rna_23	Rpha_rna_13	Rpli_rna_20	Rrec_rna_13	Rsou_rna_9	Vdia_rna_4	Vext_rna_5	Vsoy1_rna_39	Vsoy2_rna_8	Vgig1_rna_34	Vgig2_rna_30	COSY_R0033	Vmar_R0034
361	SP60_03515	MS2017_R005	Rmag_R0037	HUE58_RS05190	Rpac_rna_24	Rpha_rna_14	Rpli_rna_21	Rrec_rna_14	Rsou_rna_8	Vdia_rna_3	Vext_rna_4	Vsoy1_rna_34	Vsoy2_rna_9	Vgig1_rna_35	Vgig2_rna_31	COSY_R0034	Vmar_R0035
362	SP60_03520	MS2017_R004	Rmag_R0038	HUE58_RS05195	Rpac_rna_25	Rpha_rna_15	Rpli_rna_22	Rrec_rna_15	Rsou_rna_7	Vdia_rna_2	Vext_rna_3	Vsoy1_rna_35	Vsoy2_rna_10	Vgig1_rna_36	Vgig2_rna_32	COSY_R0035	Vmar_R0036
363	SP60_03525	MS2017_R003	Rmag_R0039	HUE58_RS05200	Rpac_rna_26	Rpha_rna_16	Rpli_rna_23	Rrec_rna_16	Rsou_rna_6	Vdia_rna_1	Vext_rna_2	Vsoy1_rna_36	Vsoy2_rna_11	Vgig1_rna_37	Vgig2_rna_33	COSY_R0036	Vmar_R0037
364	SP60_03530	MS2017_R002	Rmag_R0040	HUE58_RS05205	Rpac_rna_40	Rpha_rna_17	Rpli_rna_41	Rrec_rna_17	Rsou_rna_5	Vdia_rna_40	Vext_rna_1	Vsoy1_rna_37	Vsoy2_rna_40	Vgig1_rna_38	Vgig2_rna_34	COSY_R0037	Vmar_R0038
365	SP60_03535	MS2017_0148	Rmag_1011	HUE58_RS05210	Rpac_peg_795	Rpha_peg_844	Rpli_peg_1042	Rrec_peg_604	Rsou_peg_428	Vdia_peg_46	Vext_peg_43	Vsoy1_peg_948	Vsoy2_peg_164	Vgig1_peg_928	Vgig2_peg_815	COSY_0913	Vmar_0917
366	SP60_03540	MS2017_0147	Rmag_1012	HUE58_RS05225	Rpac_peg_797	Rpha_peg_845	Rpli_peg_1045	Rrec_peg_606	Rsou_peg_427	Vdia_peg_45	Vext_peg_42	Vsoy1_peg_949	Vsoy2_peg_165	Vgig1_peg_929	Vgig2_peg_816	COSY_0914	Vmar_0918
367	SP60_03545	MS2017_0146	Rmag_1013	HUE58_RS05230	Rpac_peg_798	Rpha_peg_846	Rpli_peg_1046	Rrec_peg_607	Rsou_peg_426	Vdia_peg_44	Vext_peg_41	Vsoy1_peg_950	Vsoy2_peg_166	Vgig1_peg_930	Vgig2_peg_817	COSY_0915	Vmar_0919
368	SP60_03550	MS2017_0145	Rmag_1014	HUE58_RS05235	Rpac_peg_799	Rpha_peg_847	Rpli_peg_1047	Rrec_peg_608	Rsou_peg_425	Vdia_peg_43	Vext_peg_40	Vsoy1_peg_951	Vsoy2_peg_167	Vgig1_peg_931	Vgig2_peg_818	COSY_0916	Vmar_0920
372	SP60_03585	MS2017_2184	Rmag_1019	HUE58_RS05275	Rpac_peg_814	Rpha_peg_862	Rpli_peg_1058	Rrec_peg_618	Rsou_peg_413	Vdia_peg_39	Vext_peg_36	Vsoy1_peg_956	Vsoy2_peg_171	Vgig1_peg_937	Vgig2_peg_822	COSY_0920	Vmar_0924
373	SP60_03590	MS2017_2183	Rmag_1020	HUE58_RS05280	Rpac_peg_815	Rpha_peg_863	Rpli_peg_1059	Rrec_peg_619	Rsou_peg_412	Vdia_peg_38	Vext_peg_35	Vsoy1_peg_957	Vsoy2_peg_172	Vgig1_peg_938	Vgig2_peg_823	COSY_0921	Vmar_0925
374	SP60_03595	MS2017_2181	Rmag_1021	HUE58_RS05285	Rpac_peg_816	Rpha_peg_864	Rpli_peg_1060	Rrec_peg_620	Rsou_peg_411	Vdia_peg_37	Vext_peg_34	Vsoy1_peg_958	Vsoy2_peg_173	Vgig1_peg_939	Vgig2_peg_824	COSY_0922	Vmar_0926
375	SP60_03625	MS2017_2179	Rmag_1023	HUE58_RS05295	Rpac_peg_818	Rpha_peg_866	Rpli_peg_1062	Rrec_peg_622	Rsou_peg_400	Vdia_peg_35	Vext_peg_32	Vsoy1_peg_960	Vsoy2_peg_175	Vgig1_peg_941	Vgig2_peg_826	COSY_0924	Vmar_0928
377	SP60_03640	MS2017_2176	Rmag_1025	HUE58_RS05310	Rpac_peg_821	Rpha_peg_869	Rpli_peg_1065	Rrec_peg_625	Rsou_peg_397	Vdia_peg_32	Vext_peg_29	Vsoy1_peg_963	Vsoy2_peg_178	Vgig1_peg_944	Vgig2_peg_829	COSY_0927	Vmar_0931
379	SP60_03650	MS2017_2172	Rmag_1027	HUE58_RS05320	Rpac_peg_823	Rpha_peg_871	Rpli_peg_1067	Rrec_peg_627	Rsou_peg_395	Vdia_peg_30	Vext_peg_27	Vsoy1_peg_965	Vsoy2_peg_180	Vgig1_peg_947	Vgig2_peg_831	COSY_0929	Vmar_0933
383	SP60_03685	MS2017_2161	Rmag_1032	HUE58_RS05360	Rpac_peg_834	Rpha_peg_882	Rpli_peg_1074	Rrec_peg_639	Rsou_peg_1573	Vdia_peg_24	Vext_peg_21	Vsoy1_peg_971	Vsoy2_peg_185	Vgig1_peg_960	Vgig2_peg_836	COSY_0934	Vmar_0938
389	SP60_03715	MS2017_2147	Rmag_1037	HUE58_RS05390	Rpac_peg_843	Rpha_peg_899	Rpli_peg_1089	Rrec_peg_649	Rsou_peg_1584	Vdia_peg_18	Vext_peg_15	Vsoy1_peg_976	Vsoy2_peg_190	Vgig1_peg_965	Vgig2_peg_841	COSY_0938	Vmar_0943
392	SP60_03735	MS2017_2143	Rmag_1041	HUE58_RS05410	Rpac_peg_847	Rpha_peg_903	Rpli_peg_1093	Rrec_peg_653	Rsou_peg_1588	Vdia_peg_14	Vext_peg_11	Vsoy1_peg_980	Vsoy2_peg_194	Vgig1_peg_970	Vgig2_peg_845	COSY_0942	Vmar_0946
393	SP60_03745	MS2017_2140	Rmag_1043	HUE58_RS05420	Rpac_peg_849	Rpha_peg_905	Rpli_peg_1096	Rrec_peg_655	Rsou_peg_1590	Vdia_peg_13	Vext_peg_10	Vsoy1_peg_982	Vsoy2_peg_196	Vgig1_peg_971	Vgig2_peg_846	COSY_0943	Vmar_0947
394	SP60_03755	MS2017_2136	Rmag_1044	HUE58_RS05425	Rpac_peg_851	Rpha_peg_907	Rpli_peg_1098	Rrec_peg_657	Rsou_peg_1592	Vdia_peg_12	Vext_peg_9	Vsoy1_peg_983	Vsoy2_peg_197	Vgig1_peg_972	Vgig2_peg_847	COSY_0944	Vmar_0948
396	SP60_03765	MS2017_2134	Rmag_1046	HUE58_RS05435	Rpac_peg_853	Rpha_peg_909	Rpli_peg_1101	Rrec_peg_659	Rsou_peg_1594	Vdia_peg_10	Vext_peg_7	Vsoy1_peg_985	Vsoy2_peg_199	Vgig1_peg_975	Vgig2_peg_849	COSY_0946	Vmar_0950
397	SP60_03770	MS2017_2133	Rmag_1047	HUE58_RS05440	Rpac_peg_854	Rpha_peg_910	Rpli_peg_1102	Rrec_peg_660	Rsou_peg_1595	Vdia_peg_9	Vext_peg_6	Vsoy1_peg_986	Vsoy2_peg_200	Vgig1_peg_976	Vgig2_peg_850	COSY_0947	Vmar_0951
398	SP60_03775	MS2017_2132	Rmag_1048	HUE58_RS05445	Rpac_peg_855	Rpha_peg_911	Rpli_peg_1103	Rrec_peg_661	Rsou_peg_1596	Vdia_peg_8	Vext_peg_5	Vsoy1_peg_987	Vsoy2_peg_201	Vgig1_peg_977	Vgig2_peg_851	COSY_0948	Vmar_0952
399	SP60_03780	MS2017_2131	Rmag_1049	HUE58_RS05450	Rpac_peg_856	Rpha_peg_912	Rpli_peg_1104	Rrec_peg_662	Rsou_peg_1597	Vdia_peg_7	Vext_peg_4	Vsoy1_peg_988	Vsoy2_peg_202	Vgig1_peg_978	Vgig2_peg_852	COSY_0949	Vmar_0953
400	SP60_03785	MS2017_2130	Rmag_1050	HUE58_RS05455	Rpac_peg_857	Rpha_peg_913	Rpli_peg_1105	Rrec_peg_663	Rsou_peg_1598	Vdia_peg_6	Vext_peg_3	Vsoy1_peg_989	Vsoy2_peg_203	Vgig1_peg_979	Vgig2_peg_853	COSY_0950	Vmar_0954
404	SP60_03810	MS2017_0096	Rmag_1054	HUE58_RS05480	Rpac_peg_861	Rpha_peg_919	Rpli_peg_1114	Rrec_peg_669	Rsou_peg_1605	Vdia_peg_1008	Vext_peg_995	Vsoy1_peg_2	Vsoy2_peg_207	Vgig1_peg_986	Vgig2_peg_982	COSY_0954	Vmar_0959
405	SP60_03815	MS2017_0097	Rmag_1055	HUE58_RS05485	Rpac_peg_862	Rpha_peg_921	Rpli_peg_1116	Rrec_peg_671	Rsou_peg_1606	Vdia_peg_1007	Vext_peg_994	Vsoy1_peg_3	Vsoy2_peg_208	Vgig1_peg_987	Vgig2_peg_981	COSY_0955	Vmar_0960
406	SP60_03845	MS2017_0102	Rmag_1058	HUE58_RS05500	Rpac_peg_865	Rpha_peg_960	Rpli_peg_1123	Rrec_peg_674	Rsou_peg_535	Vdia_peg_1005	Vext_peg_992	Vsoy1_peg_5	Vsoy2_peg_210	Vgig1_peg_989	Vgig2_peg_979	COSY_0957	Vmar_0962
407	SP60_03850	MS2017_0103	Rmag_1059	HUE58_RS05505	Rpac_peg_866	Rpha_peg_961	Rpli_peg_1124	Rrec_peg_675	Rsou_peg_534	Vdia_peg_1004	Vext_peg_991	Vsoy1_peg_6	Vsoy2_peg_211	Vgig1_peg_990	Vgig2_peg_978	COSY_0958	Vmar_0963
409	SP60_03860	MS2017_0107	Rmag_1061	HUE58_RS05515	Rpac_peg_868	Rpha_peg_963	Rpli_peg_1126	Rrec_peg_677	Rsou_peg_532	Vdia_peg_1002	Vext_peg_989	Vsoy1_peg_8	Vsoy2_peg_213	Vgig1_peg_993	Vgig2_peg_976	COSY_0960	Vmar_0965
410	SP60_03865	MS2017_0108	Rmag_1062	HUE58_RS05520	Rpac_peg_869	Rpha_peg_964	Rpli_peg_1127	Rrec_peg_678	Rsou_peg_531	Vdia_peg_1001	Vext_peg_988	Vsoy1_peg_9	Vsoy2_peg_214	Vgig1_peg_994	Vgig2_peg_975	COSY_0961	Vmar_0966
414	SP60_03885	MS2017_0116	Rmag_1066	HUE58_RS05545	Rpac_peg_875	Rpha_peg_968	Rpli_peg_1131	Rrec_peg_684	Rsou_peg_522	Vdia_peg_997	Vext_peg_984	Vsoy1_peg_13	Vsoy2_peg_217	Vgig1_peg_1001	Vgig2_peg_971	COSY_0965	Vmar_0970
415	SP60_03890	MS2017_0117	Rmag_1067	HUE58_RS05550	Rpac_peg_876	Rpha_peg_970	Rpli_peg_1132	Rrec_peg_685	Rsou_peg_521	Vdia_peg_996	Vext_peg_983	Vsoy1_peg_14	Vsoy2_peg_218	Vgig1_peg_1002	Vgig2_peg_970	COSY_0966	Vmar_0971
417	SP60_03900	MS2017_0119	Rmag_1069	HUE58_RS05560	Rpac_peg_878	Rpha_peg_972	Rpli_peg_1134	Rrec_peg_687	Rsou_peg_519	Vdia_peg_994	Vext_peg_981	Vsoy1_peg_16	Vsoy2_peg_220	Vgig1_peg_1004	Vgig2_peg_968	COSY_0968	Vmar_0973
419	SP60_03915	MS2017_0132	Rmag_1072	HUE58_RS05580	Rpac_peg_883	Rpha_peg_984	Rpli_peg_1137	Rrec_peg_690	Rsou_peg_516	Vdia_peg_991	Vext_peg_978	Vsoy1_peg_19	Vsoy2_peg_223	Vgig1_peg_2	Vgig2_peg_965	COSY_0971	Vmar_0976
420	SP60_03920	MS2017_0133	Rmag_1073	HUE58_RS05585	Rpac_peg_884	Rpha_peg_985	Rpli_peg_1138	Rrec_peg_691	Rsou_peg_515	Vdia_peg_990	Vext_peg_977	Vsoy1_peg_20	Vsoy2_peg_224	Vgig1_peg_3	Vgig2_peg_964	COSY_0972	Vmar_0978
423	SP60_03995	MS2017_R041	Rmag_R0041	HUE58_RS05615	Rpac_rna_10	Rpha_rna_18	Rpli_rna_37	Rrec_rna_18	Rsou_rna_27	Vdia_rna_38	Vext_rna_39	Vsoy1_rna_1	Vsoy2_rna_12	Vgig1_rna_1	Vgig2_rna_39	COSY_R0038	Vmar_R0039
424	SP60_04005	MS2017_2186	Rmag_1076	HUE58_RS05625	Rpac_peg_232	Rpha_peg_1017	Rpli_peg_1596	Rrec_peg_700	Rsou_peg_1458	Vdia_peg_985	Vext_peg_973	Vsoy1_peg_24	Vsoy2_peg_228	Vgig1_peg_8	Vgig2_peg_960	COSY_0977	Vmar_0982
426	SP60_04015	MS2017_0001	Rmag_0001	HUE58_RS05635	Rpac_peg_230	Rpha_peg_1019	Rpli_peg_1594	Rrec_peg_702	Rsou_peg_1460	Vdia_peg_983	Vext_peg_971	Vsoy1_peg_26	Vsoy2_peg_230	Vgig1_peg_10	Vgig2_peg_958	COSY_0001	Vmar_0001
427	SP60_04020	MS2017_0002	Rmag_0002	HUE58_RS05640	Rpac_peg_229	Rpha_peg_1020	Rpli_peg_1593	Rrec_peg_703	Rsou_peg_1461	Vdia_peg_982	Vext_peg_970	Vsoy1_peg_27	Vsoy2_peg_231	Vgig1_peg_11	Vgig2_peg_957	COSY_0002	Vmar_0002
429	SP60_04030	MS2017_0004	Rmag_0003	HUE58_RS05645	Rpac_peg_228	Rpha_peg_1022	Rpli_peg_1590	Rrec_peg_704	Rsou_peg_1464	Vdia_peg_981	Vext_peg_969	Vsoy1_peg_28	Vsoy2_peg_232	Vgig1_peg_12	Vgig2_peg_956	COSY_0003	Vmar_0003
431	SP60_04040	MS2017_0010	Rmag_0005	HUE58_RS05655	Rpac_peg_226	Rpha_peg_1031	Rpli_peg_1587	Rrec_peg_706	Rsou_peg_1796	Vdia_peg_979	Vext_peg_967	Vsoy1_peg_30	Vsoy2_peg_234	Vgig1_peg_14	Vgig2_peg_954	COSY_0005	Vmar_0005
432	SP60_04045	MS2017_0011	Rmag_0006	HUE58_RS05660	Rpac_peg_225	Rpha_peg_1032	Rpli_peg_1586	Rrec_peg_707	Rsou_peg_1795	Vdia_peg_978	Vext_peg_966	Vsoy1_peg_31	Vsoy2_peg_235	Vgig1_peg_15	Vgig2_peg_953	COSY_0006	Vmar_0006
433	SP60_04050	MS2017_0012	Rmag_0007	HUE58_RS05665	Rpac_peg_224	Rpha_peg_1033	Rpli_peg_1585	Rrec_peg_708	Rsou_peg_1794	Vdia_peg_977	Vext_peg_965	Vsoy1_peg_32	Vsoy2_peg_236	Vgig1_peg_16	Vgig2_peg_952	COSY_0007	Vmar_0007
435	SP60_04060	MS2017_0014	Rmag_0008	HUE58_RS05675	Rpac_peg_222	Rpha_peg_1035	Rpli_peg_1583	Rrec_peg_710	Rsou_peg_1792	Vdia_peg_975	Vext_peg_963	Vsoy1_peg_34	Vsoy2_peg_238	Vgig1_peg_18	Vgig2_peg_950	COSY_0009	Vmar_0009
436	SP60_04065	MS2017_0015	Rmag_0009	HUE58_RS05680	Rpac_peg_221	Rpha_peg_1036	Rpli_peg_1582	Rrec_peg_711	Rsou_peg_1791	Vdia_peg_974	Vext_peg_962	Vsoy1_peg_35	Vsoy2_peg_239	Vgig1_peg_19	Vgig2_peg_949	COSY_0010	Vmar_0010
437	SP60_04070	MS2017_0016	Rmag_0010	HUE58_RS05685	Rpac_peg_220	Rpha_peg_1037	Rpli_peg_1581	Rrec_peg_712	Rsou_peg_1790	Vdia_peg_973	Vext_peg_961	Vsoy1_peg_36	Vsoy2_peg_240	Vgig1_peg_20	Vgig2_peg_948	COSY_0011	Vmar_0011
438	SP60_04075	MS2017_0017	Rmag_0011	HUE58_RS05690	Rpac_peg_219	Rpha_peg_1038	Rpli_peg_1580	Rrec_peg_713	Rsou_peg_1789	Vdia_peg_972	Vext_peg_960	Vsoy1_peg_37	Vsoy2_peg_241	Vgig1_peg_21	Vgig2_peg_947	COSY_0012	Vmar_0012
439	SP60_04080	MS2017_0018	Rmag_0012	HUE58_RS05695	Rpac_peg_218	Rpha_peg_1039	Rpli_peg_1579	Rrec_peg_714	Rsou_peg_1788	Vdia_peg_971	Vext_peg_959	Vsoy1_peg_38	Vsoy2_peg_242	Vgig1_peg_22	Vgig2_peg_946	COSY_0013	Vmar_0013
441	SP60_04095	MS2017_0022	Rmag_0015	HUE58_RS05710	Rpac_peg_215	Rpha_peg_1042	Rpli_peg_1575	Rrec_peg_717	Rsou_peg_1785	Vdia_peg_969	Vext_peg_957	Vsoy1_peg_41	Vsoy2_peg_245	Vgig1_peg_25	Vgig2_peg_943	COSY_0015	Vmar_0017
443	SP60_04110	MS2017_0033	Rmag_0018	HUE58_RS05725	Rpac_peg_211	Rpha_peg_1047	Rpli_peg_1570	Rrec_peg_721	Rsou_peg_1778	Vdia_peg_967	Vext_peg_955	Vsoy1_peg_43	Vsoy2_peg_247	Vgig1_peg_27	Vgig2_peg_941	COSY_0017	Vmar_0019
450	SP60_04150	MS2017_0067	Rmag_0025	HUE58_RS05765	Rpac_peg_202	Rpha_peg_1056	Rpli_peg_1562	Rrec_peg_729	Rsou_peg_472	Vdia_peg_959	Vext_peg_947	Vsoy1_peg_51	Vsoy2_peg_255	Vgig1_peg_35	Vgig2_peg_933	COSY_0025	Vmar_0027
451	SP60_04155	MS2017_0068	Rmag_0026	HUE58_RS05770	Rpac_peg_201	Rpha_peg_1057	Rpli_peg_1561	Rrec_peg_730	Rsou_peg_473	Vdia_peg_958	Vext_peg_946	Vsoy1_peg_52	Vsoy2_peg_256	Vgig1_peg_36	Vgig2_peg_932	COSY_0026	Vmar_0028
452	SP60_04160	MS2017_0069	Rmag_0027	HUE58_RS05775	Rpac_peg_200	Rpha_peg_1058	Rpli_peg_1560	Rrec_peg_731	Rsou_peg_474	Vdia_peg_957	Vext_peg_945	Vsoy1_peg_53	Vsoy2_peg_257	Vgig1_peg_37	Vgig2_peg_931	COSY_0027	Vmar_0029
453	SP60_04165	MS2017_0070	Rmag_0028	HUE58_RS05780	Rpac_peg_199	Rpha_peg_1059	Rpli_peg_1559	Rrec_peg_732	Rsou_peg_475	Vdia_peg_956	Vext_peg_944	Vsoy1_peg_54	Vsoy2_peg_258	Vgig1_peg_38	Vgig2_peg_930	COSY_0028	Vmar_0030
454	SP60_04245	MS2017_0086	Rmag_0043	HUE58_RS05925	Rpac_peg_176	Rpha_peg_799	Rpli_peg_1520	Rrec_peg_761	Rsou_peg_315	Vdia_peg_939	Vext_peg_927	Vsoy1_peg_72	Vsoy2_peg_275	Vgig1_peg_55	Vgig2_peg_913	COSY_0046	Vmar_0047
455	SP60_04250	MS2017_0087	Rmag_0044	HUE58_RS05930	Rpac_peg_175	Rpha_peg_798	Rpli_peg_1518	Rrec_peg_762	Rsou_peg_316	Vdia_peg_938	Vext_peg_926	Vsoy1_peg_73	Vsoy2_peg_276	Vgig1_peg_56	Vgig2_peg_912	COSY_0047	Vmar_0048
456	SP60_04255	MS2017_R001	Rmag_R0002	HUE58_RS05935	Rpac_rna_8	Rpha_rna_12	Rpli_rna_35	Rrec_rna_20	Rsou_rna_3	Vdia_rna_36	Vext_rna_37	Vsoy1_rna_3	Vsoy2_rna_14	Vgig1_rna_3	Vgig2_rna_37	COSY_R0002	Vmar_R0002
458	SP60_04280	MS2017_0089	Rmag_0045	HUE58_RS05940	Rpac_peg_170	Rpha_peg_795	Rpli_peg_1516	Rrec_peg_763	Rsou_peg_592	Vdia_peg_937	Vext_peg_925	Vsoy1_peg_74	Vsoy2_peg_277	Vgig1_peg_57	Vgig2_peg_911	COSY_0049	Vmar_0049
459	SP60_04285	MS2017_0090	Rmag_0046	HUE58_RS05945	Rpac_peg_169	Rpha_peg_794	Rpli_peg_1515	Rrec_peg_764	Rsou_peg_591	Vdia_peg_936	Vext_peg_924	Vsoy1_peg_75	Vsoy2_peg_278	Vgig1_peg_58	Vgig2_peg_910	COSY_0050	Vmar_0050
463	SP60_04305	MS2017_2122	Rmag_0050	HUE58_RS05975	Rpac_peg_165	Rpha_peg_790	Rpli_peg_1509	Rrec_peg_770	Rsou_peg_586	Vdia_peg_930	Vext_peg_919	Vsoy1_peg_80	Vsoy2_peg_283	Vgig1_peg_62	Vgig2_peg_907	COSY_0054	Vmar_0053
464	SP60_04310	MS2017_2121	Rmag_0051	HUE58_RS05980	Rpac_peg_164	Rpha_peg_789	Rpli_peg_1508	Rrec_peg_771	Rsou_peg_585	Vdia_peg_929	Vext_peg_918	Vsoy1_peg_81	Vsoy2_peg_284	Vgig1_peg_63	Vgig2_peg_906	COSY_0055	Vmar_0054
465	SP60_04315	MS2017_R040	Rmag_R0003	HUE58_RS05985	Rpac_rna_7	Rpha_rna_11	Rpli_rna_34	Rrec_rna_21	Rsou_rna_12	Vdia_rna_35	Vext_rna_36	Vsoy1_rna_4	Vsoy2_rna_15	Vgig1_rna_4	Vgig2_rna_36	COSY_R0003	Vmar_R0003
466	SP60_04320	MS2017_2110	Rmag_0052	HUE58_RS05990	Rpac_peg_163	Rpha_peg_788	Rpli_peg_1507	Rrec_peg_772	Rsou_peg_584	Vdia_peg_928	Vext_peg_917	Vsoy1_peg_82	Vsoy2_peg_285	Vgig1_peg_64	Vgig2_peg_905	COSY_0057	Vmar_0055
467	SP60_04325	MS2017_2109	Rmag_0053	HUE58_RS05995	Rpac_peg_162	Rpha_peg_787	Rpli_peg_1506	Rrec_peg_773	Rsou_peg_583	Vdia_peg_927	Vext_peg_916	Vsoy1_peg_83	Vsoy2_peg_286	Vgig1_peg_65	Vgig2_peg_904	COSY_0058	Vmar_0056
468	SP60_04330	MS2017_2108	Rmag_0054	HUE58_RS06000	Rpac_peg_161	Rpha_peg_786	Rpli_peg_1505	Rrec_peg_774	Rsou_peg_582	Vdia_peg_926	Vext_peg_915	Vsoy1_peg_84	Vsoy2_peg_287	Vgig1_peg_66	Vgig2_peg_903	COSY_0059	Vmar_0057
469	SP60_04335	MS2017_2107	Rmag_0055	HUE58_RS06005	Rpac_peg_160	Rpha_peg_785	Rpli_peg_1504	Rrec_peg_775	Rsou_peg_581	Vdia_peg_925	Vext_peg_914	Vsoy1_peg_85	Vsoy2_peg_288	Vgig1_peg_67	Vgig2_peg_902	COSY_0060	Vmar_0058
476	SP60_04385	MS2017_2097	Rmag_0061	HUE58_RS06050	Rpac_peg_145	Rpha_peg_765	Rpli_peg_1489	Rrec_peg_788	Rsou_peg_571	Vdia_peg_920	Vext_peg_909	Vsoy1_peg_90	Vsoy2_peg_294	Vgig1_peg_72	Vgig2_peg_897	COSY_0065	Vmar_0064
477	SP60_04390	MS2017_R039	Rmag_R0004	HUE58_RS06055	Rpac_rna_6	Rpha_rna_10	Rpli_rna_33	Rrec_rna_22	Rsou_rna_11	Vdia_rna_34	Vext_rna_35	Vsoy1_rna_5	Vsoy2_rna_16	Vgig1_rna_5	Vgig2_rna_35	COSY_R0004	Vmar_R0004
478	SP60_04455	MS2017_2091	Rmag_0062	HUE58_RS06060	Rpac_peg_135	Rpha_peg_764	Rpli_peg_1488	Rrec_peg_789	Rsou_peg_1636	Vdia_peg_915	Vext_peg_904	Vsoy1_peg_93	Vsoy2_peg_297	Vgig1_peg_76	Vgig2_peg_894	COSY_0070	Vmar_0067
479	SP60_04460	MS2017_2090	Rmag_0063	HUE58_RS06065	Rpac_peg_134	Rpha_peg_763	Rpli_peg_1487	Rrec_peg_790	Rsou_peg_1637	Vdia_peg_914	Vext_peg_903	Vsoy1_peg_94	Vsoy2_peg_298	Vgig1_peg_77	Vgig2_peg_893	COSY_0071	Vmar_0068
480	SP60_04470	MS2017_2088	Rmag_0065	HUE58_RS06075	Rpac_peg_132	Rpha_peg_760	Rpli_peg_1485	Rrec_peg_792	Rsou_peg_1639	Vdia_peg_913	Vext_peg_902	Vsoy1_peg_95	Vsoy2_peg_299	Vgig1_peg_78	Vgig2_peg_892	COSY_0072	Vmar_0069
481	SP60_04475	MS2017_2087	Rmag_0066	HUE58_RS06080	Rpac_peg_131	Rpha_peg_759	Rpli_peg_1484	Rrec_peg_793	Rsou_peg_1640	Vdia_peg_912	Vext_peg_901	Vsoy1_peg_96	Vsoy2_peg_300	Vgig1_peg_79	Vgig2_peg_891	COSY_0073	Vmar_0070
482	SP60_04480	MS2017_2086	Rmag_0067	HUE58_RS06085	Rpac_peg_130	Rpha_peg_758	Rpli_peg_1483	Rrec_peg_794	Rsou_peg_1641	Vdia_peg_911	Vext_peg_900	Vsoy1_peg_97	Vsoy2_peg_301	Vgig1_peg_80	Vgig2_peg_890	COSY_0074	Vmar_0071
484	SP60_04495	MS2017_2079	Rmag_0070	HUE58_RS06100	Rpac_peg_127	Rpha_peg_755	Rpli_peg_1479	Rrec_peg_797	Rsou_peg_1647	Vdia_peg_909	Vext_peg_898	Vsoy1_peg_99	Vsoy2_peg_303	Vgig1_peg_82	Vgig2_peg_888	COSY_0076	Vmar_0073
485	SP60_04500	MS2017_2076	Rmag_0071	HUE58_RS06105	Rpac_peg_126	Rpha_peg_754	Rpli_peg_1478	Rrec_peg_798	Rsou_peg_1648	Vdia_peg_908	Vext_peg_897	Vsoy1_peg_100	Vsoy2_peg_304	Vgig1_peg_83	Vgig2_peg_887	COSY_0077	Vmar_0074
486	SP60_04505	MS2017_2075	Rmag_0072	HUE58_RS06110	Rpac_peg_125	Rpha_peg_753	Rpli_peg_1477	Rrec_peg_799	Rsou_peg_1649	Vdia_peg_907	Vext_peg_896	Vsoy1_peg_101	Vsoy2_peg_305	Vgig1_peg_84	Vgig2_peg_886	COSY_0078	Vmar_0075
487	SP60_04510	MS2017_2074	Rmag_0073	HUE58_RS06115	Rpac_peg_124	Rpha_peg_752	Rpli_peg_1476	Rrec_peg_800	Rsou_peg_1650	Vdia_peg_906	Vext_peg_895	Vsoy1_peg_102	Vsoy2_peg_306	Vgig1_peg_85	Vgig2_peg_885	COSY_0079	Vmar_0076
488	SP60_04540	MS2017_2070	Rmag_0077	HUE58_RS06135	Rpac_peg_118	Rpha_peg_2123	Rpli_peg_1470	Rrec_peg_805	Rsou_peg_1657	Vdia_peg_901	Vext_peg_890	Vsoy1_peg_106	Vsoy2_peg_310	Vgig1_peg_90	Vgig2_peg_880	COSY_0083	Vmar_0081
489	SP60_04545	MS2017_2069	Rmag_0078	HUE58_RS06140	Rpac_peg_117	Rpha_peg_2124	Rpli_peg_1469	Rrec_peg_806	Rsou_peg_1658	Vdia_peg_900	Vext_peg_889	Vsoy1_peg_107	Vsoy2_peg_311	Vgig1_peg_91	Vgig2_peg_879	COSY_0084	Vmar_0082
490	SP60_04550	MS2017_2063	Rmag_0079	HUE58_RS06145	Rpac_peg_116	Rpha_peg_2125	Rpli_peg_1468	Rrec_peg_807	Rsou_peg_1659	Vdia_peg_899	Vext_peg_888	Vsoy1_peg_108	Vsoy2_peg_312	Vgig1_peg_92	Vgig2_peg_878	COSY_0085	Vmar_0083
491	SP60_04555	MS2017_2058	Rmag_0080	HUE58_RS06155	Rpac_peg_113	Rpha_peg_2127	Rpli_peg_1467	Rrec_peg_810	Rsou_peg_1660	Vdia_peg_898	Vext_peg_887	Vsoy1_peg_109	Vsoy2_peg_313	Vgig1_peg_93	Vgig2_peg_877	COSY_0086	Vmar_0084
493	SP60_04565	MS2017_2051	Rmag_0083	HUE58_RS06170	Rpac_peg_108	Rpha_peg_2132	Rpli_peg_1462	Rrec_peg_812	Rsou_peg_1663	Vdia_peg_896	Vext_peg_885	Vsoy1_peg_111	Vsoy2_peg_315	Vgig1_peg_95	Vgig2_peg_874	COSY_0088	Vmar_0086
