SUP05	Bathy	R.magnifica	R.fausta	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.soyoae1	V.soyoae2	V.gigas1	V.gigas2	V.okutanii	V.marissinica	Bathysepcomplete_AP013042	Bathyther_MIQH01	Bathyazo_CAESAP02	Sponge_JYIN01	ThioNP1complete_CP023860	ThiosingularisPS1complete_CP006911	Thioautotrophicus_DQLA01	Thioperditus_PNQY01	Thiopontius_JACNGB01
SP60_04700	MS2017_1990	Rmag_0103	HUE58_RS06330	Rpac_peg_72	Rpha_peg_1913	Rpli_peg_1428	Rrec_peg_847	Rsou_peg_1533	Vdia_peg_877	Vext_peg_866	Vsoy1_peg_132	Vsoy2_peg_336	Vgig1_peg_115	Vgig2_peg_3	COSY_0106	Vmar_0105	BSEPE_1369	BGC33_10670	AZO1586R_896	Gsub_1255	CRN91_00665	W908_00725	EYG05_06005	Tper_1118	H8D41_04065
SP60_04710	MS2017_1980	Rmag_0105	HUE58_RS06340	Rpac_peg_70	Rpha_peg_1915	Rpli_peg_1426	Rrec_peg_849	Rsou_peg_1531	Vdia_peg_875	Vext_peg_864	Vsoy1_peg_134	Vsoy2_peg_338	Vgig1_peg_117	Vgig2_peg_5	COSY_0108	Vmar_0107	BSEPE_1366	BGC33_10700	AZO1586R_893	Gsub_1257	CRN91_00655	W908_00735	EYG05_06015	Tper_1116	H8D41_04075
SP60_04715	MS2017_1979	Rmag_0106	HUE58_RS06345	Rpac_peg_69	Rpha_peg_1916	Rpli_peg_1425	Rrec_peg_850	Rsou_peg_1530	Vdia_peg_874	Vext_peg_863	Vsoy1_peg_135	Vsoy2_peg_339	Vgig1_peg_118	Vgig2_peg_6	COSY_0109	Vmar_0108	BSEPE_1365	BGC33_10705	AZO1586R_892	Gsub_1258	CRN91_00650	W908_00740	EYG05_06020	Tper_1115	H8D41_04080
SP60_04720	MS2017_1978	Rmag_0107	HUE58_RS06350	Rpac_peg_68	Rpha_peg_1917	Rpli_peg_1424	Rrec_peg_851	Rsou_peg_1529	Vdia_peg_873	Vext_peg_862	Vsoy1_peg_136	Vsoy2_peg_340	Vgig1_peg_119	Vgig2_peg_7	COSY_0110	Vmar_0109	BSEPE_1364	BGC33_10710	AZO1586R_891	Gsub_1259	CRN91_00645	W908_00745	EYG05_06025	Tper_1114	H8D41_04085
SP60_04730	MS2017_1975	Rmag_0108	HUE58_RS06360	Rpac_peg_67	Rpha_peg_1918	Rpli_peg_1423	Rrec_peg_852	Rsou_peg_1528	Vdia_peg_872	Vext_peg_861	Vsoy1_peg_138	Vsoy2_peg_342	Vgig1_peg_120	Vgig2_peg_8	COSY_0112	Vmar_0110	BSEPE_1363	BGC33_10735	AZO1586R_890	Gsub_0292	CRN91_00630	W908_00760	EYG05_06035	Tper_1113	H8D41_04095
SP60_04735	MS2017_1974	Rmag_0109	HUE58_RS06365	Rpac_peg_66	Rpha_peg_1919	Rpli_peg_1422	Rrec_peg_853	Rsou_peg_1527	Vdia_peg_871	Vext_peg_860	Vsoy1_peg_139	Vsoy2_peg_343	Vgig1_peg_121	Vgig2_peg_9	COSY_0113	Vmar_0111	BSEPE_1362	BGC33_10740	AZO1586R_889	Gsub_0293	CRN91_00625	W908_00765	EYG05_06040	Tper_1112	H8D41_04100
SP60_04745	MS2017_1970	Rmag_0111	HUE58_RS06380	Rpac_peg_64	Rpha_peg_1921	Rpli_peg_1420	Rrec_peg_855	Rsou_peg_1525	Vdia_peg_869	Vext_peg_858	Vsoy1_peg_140	Vsoy2_peg_345	Vgig1_peg_122	Vgig2_peg_11	COSY_0116	Vmar_0113	BSEPE_1360	BGC33_12420	AZO1586R_1231	Gsub_1099	CRN91_00605	W908_00785	EYG05_06055	Tper_1110	H8D41_04115
SP60_04750	MS2017_1969	Rmag_0112	HUE58_RS06385	Rpac_peg_63	Rpha_peg_1922	Rpli_peg_1419	Rrec_peg_856	Rsou_peg_1524	Vdia_peg_868	Vext_peg_857	Vsoy1_peg_141	Vsoy2_peg_346	Vgig1_peg_123	Vgig2_peg_12	COSY_0117	Vmar_0114	BSEPE_1359	BGC33_12425	AZO1586R_1232	Gsub_1100	CRN91_00600	W908_00790	EYG05_06060	Tper_1109	H8D41_04120
SP60_04755	MS2017_1968	Rmag_0113	HUE58_RS06390	Rpac_peg_62	Rpha_peg_1923	Rpli_peg_1418	Rrec_peg_857	Rsou_peg_1523	Vdia_peg_867	Vext_peg_856	Vsoy1_peg_142	Vsoy2_peg_347	Vgig1_peg_124	Vgig2_peg_13	COSY_0118	Vmar_0115	BSEPE_1358	BGC33_12430	AZO1586R_1233	Gsub_1101	CRN91_00595	W908_00795	EYG05_06065	Tper_1108	H8D41_04125
SP60_05050	MS2017_1935	Rmag_0136	HUE58_RS06535	Rpac_peg_38	Rpha_peg_1947	Rpli_peg_1392	Rrec_peg_887	Rsou_peg_1766	Vdia_peg_845	Vext_peg_834	Vsoy1_peg_162	Vsoy2_peg_367	Vgig1_peg_145	Vgig2_peg_34	COSY_0138	Vmar_0135	BSEPE_1316	BGC33_08520	AZO1586R_1411	Gsub_0968	CRN91_00370	W908_01165	EYG05_07270	Tper_0308	H8D41_06055
SP60_05055	MS2017_1934	Rmag_0137	HUE58_RS06540	Rpac_peg_37	Rpha_peg_1948	Rpli_peg_1391	Rrec_peg_888	Rsou_peg_1767	Vdia_peg_844	Vext_peg_833	Vsoy1_peg_163	Vsoy2_peg_368	Vgig1_peg_146	Vgig2_peg_35	COSY_0139	Vmar_0136	BSEPE_1315	BGC33_08515	AZO1586R_1410	Gsub_0969	CRN91_00365	W908_01170	EYG05_07275	Tper_0307	H8D41_06050
SP60_05060	MS2017_1933	Rmag_0138	HUE58_RS06545	Rpac_peg_36	Rpha_peg_1949	Rpli_peg_1390	Rrec_peg_889	Rsou_peg_1768	Vdia_peg_843	Vext_peg_832	Vsoy1_peg_164	Vsoy2_peg_369	Vgig1_peg_147	Vgig2_peg_36	COSY_0140	Vmar_0137	BSEPE_1314	BGC33_08510	AZO1586R_1409	Gsub_0970	CRN91_00360	W908_01175	EYG05_07280	Tper_0306	H8D41_06045
SP60_05185	MS2017_1871	Rmag_0153	HUE58_RS06665	Rpac_peg_12	Rpha_peg_1983	Rpli_peg_1356	Rrec_peg_913	Rsou_peg_956	Vdia_peg_827	Vext_peg_816	Vsoy1_peg_180	Vsoy2_peg_385	Vgig1_peg_163	Vgig2_peg_52	COSY_0159	Vmar_0154	BSEPE_0260	BGC33_14290	AZO1586R_1253	Gsub_1402	CRN91_00220	W908_01325	EYG05_01900	Tper_0283	H8D41_01125
SP60_05215	MS2017_1856	Rmag_0160	HUE58_RS06695	Rpac_peg_5	Rpha_peg_1993	Rpli_peg_1342	Rrec_peg_921	Rsou_peg_1964	Vdia_peg_821	Vext_peg_810	Vsoy1_peg_185	Vsoy2_peg_390	Vgig1_peg_168	Vgig2_peg_58	COSY_0164	Vmar_0160	BSEPE_0267	BGC33_09550	AZO1586R_608	Gsub_1327	CRN91_00200	W908_01345	EYG05_01870	Tper_0277	H8D41_01155
SP60_05240	MS2017_1851	Rmag_0165	HUE58_RS03980	Rpac_peg_1025	Rpha_peg_1581	Rpli_peg_65	Rrec_peg_926	Rsou_peg_1249	Vdia_peg_816	Vext_peg_805	Vsoy1_peg_190	Vsoy2_peg_395	Vgig1_peg_763	Vgig2_peg_652	COSY_0169	Vmar_0165	BSEPE_0272	BGC33_11045	AZO1586R_1867	Gsub_1321	CRN91_00175	W908_01370	EYG05_02330	Tper_1598	H8D41_01320
SP60_05245	MS2017_1850	Rmag_0166	HUE58_RS03975	Rpac_peg_1026	Rpha_peg_1582	Rpli_peg_64	Rrec_peg_927	Rsou_peg_1248	Vdia_peg_815	Vext_peg_804	Vsoy1_peg_191	Vsoy2_peg_396	Vgig1_peg_762	Vgig2_peg_651	COSY_0170	Vmar_0166	BSEPE_0273	BGC33_11040	AZO1586R_1868	Gsub_1320	CRN91_00170	W908_01375	EYG05_02325	Tper_1597	H8D41_01325
SP60_05250	MS2017_1849	Rmag_0167	HUE58_RS03970	Rpac_peg_1027	Rpha_peg_1583	Rpli_peg_63	Rrec_peg_928	Rsou_peg_1247	Vdia_peg_814	Vext_peg_803	Vsoy1_peg_192	Vsoy2_peg_397	Vgig1_peg_761	Vgig2_peg_650	COSY_0171	Vmar_0167	BSEPE_0274	BGC33_11035	AZO1586R_1869	Gsub_1319	CRN91_00165	W908_01380	EYG05_02320	Tper_1596	H8D41_01330
SP60_05255	MS2017_1848	Rmag_0168	HUE58_RS03965	Rpac_peg_1028	Rpha_peg_1584	Rpli_peg_62	Rrec_peg_929	Rsou_peg_1246	Vdia_peg_813	Vext_peg_802	Vsoy1_peg_193	Vsoy2_peg_398	Vgig1_peg_760	Vgig2_peg_649	COSY_0172	Vmar_0168	BSEPE_0275	BGC33_11030	AZO1586R_1870	Gsub_1318	CRN91_00160	W908_01385	EYG05_02315	Tper_1595	H8D41_01335
SP60_05260	MS2017_1847	Rmag_0169	HUE58_RS03960	Rpac_peg_1029	Rpha_peg_1585	Rpli_peg_61	Rrec_peg_930	Rsou_peg_1245	Vdia_peg_812	Vext_peg_801	Vsoy1_peg_194	Vsoy2_peg_399	Vgig1_peg_759	Vgig2_peg_648	COSY_0173	Vmar_0169	BSEPE_0276	BGC33_11025	AZO1586R_1871	Gsub_1317	CRN91_00155	W908_01390	EYG05_02310	Tper_1594	H8D41_01340
SP60_05265	MS2017_1846	Rmag_0170	HUE58_RS03955	Rpac_peg_1030	Rpha_peg_1586	Rpli_peg_60	Rrec_peg_931	Rsou_peg_1244	Vdia_peg_811	Vext_peg_800	Vsoy1_peg_195	Vsoy2_peg_400	Vgig1_peg_758	Vgig2_peg_647	COSY_0174	Vmar_0170	BSEPE_0277	BGC33_11020	AZO1586R_1872	Gsub_1316	CRN91_00150	W908_01395	EYG05_02305	Tper_1593	H8D41_01345
SP60_05275	MS2017_1844	Rmag_0172	HUE58_RS03945	Rpac_peg_1032	Rpha_peg_1588	Rpli_peg_58	Rrec_peg_933	Rsou_peg_1242	Vdia_peg_809	Vext_peg_798	Vsoy1_peg_197	Vsoy2_peg_402	Vgig1_peg_756	Vgig2_peg_645	COSY_0176	Vmar_0172	BSEPE_0279	BGC33_11010	AZO1586R_1874	Gsub_1314	CRN91_00140	W908_01405	EYG05_02295	Tper_1591	H8D41_01355
SP60_05280	MS2017_1843	Rmag_0173	HUE58_RS03940	Rpac_peg_1033	Rpha_peg_1589	Rpli_peg_57	Rrec_peg_934	Rsou_peg_1241	Vdia_peg_808	Vext_peg_797	Vsoy1_peg_198	Vsoy2_peg_403	Vgig1_peg_755	Vgig2_peg_644	COSY_0177	Vmar_0173	BSEPE_0280	BGC33_11005	AZO1586R_1875	Gsub_1313	CRN91_00135	W908_01410	EYG05_02290	Tper_1590	H8D41_01360
SP60_05285	MS2017_1842	Rmag_0174	HUE58_RS03935	Rpac_peg_1034	Rpha_peg_1590	Rpli_peg_56	Rrec_peg_935	Rsou_peg_1240	Vdia_peg_807	Vext_peg_796	Vsoy1_peg_199	Vsoy2_peg_404	Vgig1_peg_754	Vgig2_peg_643	COSY_0178	Vmar_0174	BSEPE_0281	BGC33_11000	AZO1586R_1876	Gsub_1312	CRN91_00130	W908_01415	EYG05_02285	Tper_1589	H8D41_01365
SP60_05290	MS2017_1841	Rmag_0175	HUE58_RS03930	Rpac_peg_1035	Rpha_peg_1591	Rpli_peg_55	Rrec_peg_936	Rsou_peg_1239	Vdia_peg_806	Vext_peg_795	Vsoy1_peg_200	Vsoy2_peg_405	Vgig1_peg_753	Vgig2_peg_642	COSY_0179	Vmar_0175	BSEPE_0282	BGC33_10995	AZO1586R_1877	Gsub_1311	CRN91_00125	W908_01420	EYG05_02280	Tper_1588	H8D41_01370
SP60_05295	MS2017_1840	Rmag_0176	HUE58_RS03925	Rpac_peg_1036	Rpha_peg_1592	Rpli_peg_54	Rrec_peg_937	Rsou_peg_1238	Vdia_peg_805	Vext_peg_794	Vsoy1_peg_201	Vsoy2_peg_406	Vgig1_peg_752	Vgig2_peg_641	COSY_0180	Vmar_0176	BSEPE_0283	BGC33_10990	AZO1586R_1878	Gsub_1310	CRN91_00120	W908_01425	EYG05_02275	Tper_1587	H8D41_01375
SP60_05300	MS2017_1839	Rmag_0177	HUE58_RS03920	Rpac_peg_1037	Rpha_peg_1593	Rpli_peg_53	Rrec_peg_938	Rsou_peg_1237	Vdia_peg_804	Vext_peg_793	Vsoy1_peg_202	Vsoy2_peg_407	Vgig1_peg_751	Vgig2_peg_640	COSY_0181	Vmar_0177	BSEPE_0284	BGC33_10985	AZO1586R_1879	Gsub_1309	CRN91_00115	W908_01430	EYG05_02270	Tper_1586	H8D41_01380
SP60_05305	MS2017_1838	Rmag_0178	HUE58_RS03915	Rpac_peg_1038	Rpha_peg_1594	Rpli_peg_52	Rrec_peg_939	Rsou_peg_1236	Vdia_peg_803	Vext_peg_792	Vsoy1_peg_203	Vsoy2_peg_408	Vgig1_peg_750	Vgig2_peg_639	COSY_0182	Vmar_0178	BSEPE_0285	BGC33_10980	AZO1586R_1880	Gsub_1308	CRN91_00110	W908_01435	EYG05_02265	Tper_1585	H8D41_01385
SP60_05310	MS2017_1837	Rmag_0179	HUE58_RS03910	Rpac_peg_1039	Rpha_peg_1595	Rpli_peg_51	Rrec_peg_940	Rsou_peg_1235	Vdia_peg_802	Vext_peg_791	Vsoy1_peg_204	Vsoy2_peg_409	Vgig1_peg_749	Vgig2_peg_638	COSY_0183	Vmar_0179	BSEPE_0286	BGC33_10975	AZO1586R_1881	Gsub_1307	CRN91_00105	W908_01440	EYG05_02260	Tper_1584	H8D41_01390
SP60_05315	MS2017_1836	Rmag_0180	HUE58_RS03905	Rpac_peg_1040	Rpha_peg_1596	Rpli_peg_50	Rrec_peg_941	Rsou_peg_1234	Vdia_peg_801	Vext_peg_790	Vsoy1_peg_205	Vsoy2_peg_410	Vgig1_peg_748	Vgig2_peg_637	COSY_0184	Vmar_0180	BSEPE_0287	BGC33_10970	AZO1586R_1882	Gsub_1306	CRN91_00100	W908_01445	EYG05_02255	Tper_1583	H8D41_01395
SP60_05320	MS2017_1835	Rmag_0181	HUE58_RS03900	Rpac_peg_1041	Rpha_peg_1597	Rpli_peg_49	Rrec_peg_942	Rsou_peg_1233	Vdia_peg_800	Vext_peg_789	Vsoy1_peg_206	Vsoy2_peg_411	Vgig1_peg_747	Vgig2_peg_636	COSY_0185	Vmar_0181	BSEPE_0288	BGC33_10965	AZO1586R_1883	Gsub_1305	CRN91_00095	W908_01450	EYG05_02250	Tper_1582	H8D41_01400
SP60_05325	MS2017_1834	Rmag_0182	HUE58_RS03895	Rpac_peg_1042	Rpha_peg_1598	Rpli_peg_48	Rrec_peg_943	Rsou_peg_1232	Vdia_peg_799	Vext_peg_788	Vsoy1_peg_207	Vsoy2_peg_412	Vgig1_peg_746	Vgig2_peg_635	COSY_0186	Vmar_0182	BSEPE_0289	BGC33_10960	AZO1586R_1884	Gsub_1304	CRN91_00090	W908_01455	EYG05_02245	Tper_1581	H8D41_01405
SP60_05340	MS2017_1831	Rmag_0185	HUE58_RS03880	Rpac_peg_1045	Rpha_peg_1601	Rpli_peg_45	Rrec_peg_946	Rsou_peg_1229	Vdia_peg_796	Vext_peg_785	Vsoy1_peg_210	Vsoy2_peg_415	Vgig1_peg_743	Vgig2_peg_632	COSY_0189	Vmar_0185	BSEPE_0292	BGC33_10945	AZO1586R_1887	Gsub_1301	CRN91_00075	W908_01470	EYG05_02235	Tper_1578	H8D41_01420
SP60_05350	MS2017_1829	Rmag_0187	HUE58_RS03870	Rpac_peg_1047	Rpha_peg_1603	Rpli_peg_43	Rrec_peg_948	Rsou_peg_1227	Vdia_peg_794	Vext_peg_783	Vsoy1_peg_212	Vsoy2_peg_417	Vgig1_peg_741	Vgig2_peg_630	COSY_0191	Vmar_0187	BSEPE_0294	BGC33_10940	AZO1586R_1889	Gsub_1299	CRN91_00065	W908_01475	EYG05_02225	Tper_1576	H8D41_01430
SP60_05355	MS2017_1828	Rmag_0188	HUE58_RS03865	Rpac_peg_1048	Rpha_peg_1604	Rpli_peg_42	Rrec_peg_949	Rsou_peg_1226	Vdia_peg_793	Vext_peg_782	Vsoy1_peg_213	Vsoy2_peg_418	Vgig1_peg_740	Vgig2_peg_629	COSY_0192	Vmar_0188	BSEPE_0295	BGC33_10935	AZO1586R_1890	Gsub_1298	CRN91_00060	W908_01480	EYG05_02220	Tper_1575	H8D41_01435
SP60_05360	MS2017_1827	Rmag_0189	HUE58_RS03860	Rpac_peg_1049	Rpha_peg_1605	Rpli_peg_41	Rrec_peg_950	Rsou_peg_1225	Vdia_peg_792	Vext_peg_781	Vsoy1_peg_214	Vsoy2_peg_419	Vgig1_peg_739	Vgig2_peg_628	COSY_0193	Vmar_0189	BSEPE_0296	BGC33_10930	AZO1586R_1891	Gsub_1297	CRN91_00055	W908_01485	EYG05_02215	Tper_1574	H8D41_01440
SP60_05370	MS2017_1825	Rmag_0191	HUE58_RS03850	Rpac_peg_1051	Rpha_peg_1607	Rpli_peg_39	Rrec_peg_952	Rsou_peg_1223	Vdia_peg_790	Vext_peg_779	Vsoy1_peg_216	Vsoy2_peg_421	Vgig1_peg_737	Vgig2_peg_626	COSY_0195	Vmar_0191	BSEPE_0298	BGC33_10920	AZO1586R_1893	Gsub_1295	CRN91_00045	W908_01495	EYG05_02205	Tper_1572	H8D41_01450
SP60_05375	MS2017_1824	Rmag_0192	HUE58_RS03845	Rpac_peg_1052	Rpha_peg_1608	Rpli_peg_38	Rrec_peg_953	Rsou_peg_1222	Vdia_peg_789	Vext_peg_778	Vsoy1_peg_217	Vsoy2_peg_422	Vgig1_peg_736	Vgig2_peg_625	COSY_0196	Vmar_0192	BSEPE_0299	BGC33_10915	AZO1586R_1894	Gsub_1294	CRN91_00040	W908_01500	EYG05_02200	Tper_1571	H8D41_01455
SP60_05410	MS2017_1818	Rmag_0197	HUE58_RS03805	Rpac_peg_1062	Rpha_peg_1157	Rpli_peg_26	Rrec_peg_966	Rsou_peg_1209	Vdia_peg_788	Vext_peg_777	Vsoy1_peg_219	Vsoy2_peg_424	Vgig1_peg_735	Vgig2_peg_622	COSY_0197	Vmar_0193	BSEPE_0315	BGC33_11365	AZO1586R_1899	Gsub_1290	CRN91_08585	W908_01575	EYG05_03845	Tper_1562	H8D41_01500
SP60_05440	MS2017_1807	Rmag_0205	HUE58_RS03765	Rpac_peg_1070	Rpha_peg_10	Rpli_peg_17	Rrec_peg_975	Rsou_peg_1204	Vdia_peg_782	Vext_peg_771	Vsoy1_peg_225	Vsoy2_peg_430	Vgig1_peg_729	Vgig2_peg_616	COSY_0203	Vmar_0199	BSEPE_0323	BGC33_11310	AZO1586R_1905	Gsub_1284	CRN91_08420	W908_01660	EYG05_04940	Tper_0548	H8D41_01530
SP60_05455	MS2017_1804	Rmag_0208	HUE58_RS03750	Rpac_peg_1073	Rpha_peg_13	Rpli_peg_11	Rrec_peg_978	Rsou_peg_1207	Vdia_peg_780	Vext_peg_769	Vsoy1_peg_227	Vsoy2_peg_432	Vgig1_peg_727	Vgig2_peg_614	COSY_0205	Vmar_0202	BSEPE_0326	BGC33_11295	AZO1586R_1908	Gsub_1281	CRN91_08405	W908_01675	EYG05_03410	Tper_0551	H8D41_01545
SP60_05525	MS2017_1791	Rmag_0221	HUE58_RS00460	Rpac_peg_338	Rpha_peg_2195	Rpli_peg_87	Rrec_peg_242	Rsou_peg_1017	Vdia_peg_770	Vext_peg_759	Vsoy1_peg_237	Vsoy2_peg_442	Vgig1_peg_716	Vgig2_peg_603	COSY_0215	Vmar_0212	BSEPE_0340	BGC33_09090	AZO1586R_1259	Gsub_1234	CRN91_08370	W908_01715	EYG05_02590	Tper_0564	H8D41_00250
SP60_05530	MS2017_1790	Rmag_0222	HUE58_RS00465	Rpac_peg_339	Rpha_peg_2194	Rpli_peg_88	Rrec_peg_241	Rsou_peg_1018	Vdia_peg_769	Vext_peg_758	Vsoy1_peg_238	Vsoy2_peg_443	Vgig1_peg_715	Vgig2_peg_602	COSY_0216	Vmar_0213	BSEPE_0341	BGC33_09095	AZO1586R_1260	Gsub_1235	CRN91_08365	W908_01720	EYG05_02585	Tper_0565	H8D41_00245
SP60_05540	MS2017_1789	Rmag_0223	HUE58_RS00475	Rpac_peg_342	Rpha_peg_2191	Rpli_peg_90	Rrec_peg_239	Rsou_peg_1022	Vdia_peg_768	Vext_peg_757	Vsoy1_peg_239	Vsoy2_peg_444	Vgig1_peg_713	Vgig2_peg_600	COSY_0217	Vmar_0215	BSEPE_0342	BGC33_09100	AZO1586R_558	Gsub_0167	CRN91_08355	W908_01730	EYG05_02575	Tper_0567	H8D41_00235
SP60_05550	MS2017_1784	Rmag_0225	HUE58_RS00485	Rpac_peg_344	Rpha_peg_2189	Rpli_peg_92	Rrec_peg_237	Rsou_peg_1024	Vdia_peg_766	Vext_peg_755	Vsoy1_peg_241	Vsoy2_peg_446	Vgig1_peg_711	Vgig2_peg_598	COSY_0219	Vmar_0217	BSEPE_0345	BGC33_09115	AZO1586R_556	Gsub_0165	CRN91_08350	W908_01740	EYG05_02565	Tper_0569	H8D41_00225
SP60_05560	MS2017_1782	Rmag_0227	HUE58_RS00495	Rpac_peg_347	Rpha_peg_2187	Rpli_peg_94	Rrec_peg_235	Rsou_peg_1026	Vdia_peg_765	Vext_peg_754	Vsoy1_peg_243	Vsoy2_peg_448	Vgig1_peg_709	Vgig2_peg_597	COSY_0220	Vmar_0218	BSEPE_0347	BGC33_09125	AZO1586R_289	Gsub_0163	CRN91_08335	W908_01760	EYG05_02555	Tper_0571	H8D41_00215
SP60_05610	MS2017_0352	Rmag_0236	HUE58_RS00570	Rpac_peg_361	Rpha_peg_1112	Rpli_peg_106	Rrec_peg_219	Rsou_peg_1048	Vdia_peg_757	Vext_peg_746	Vsoy1_peg_251	Vsoy2_peg_456	Vgig1_peg_701	Vgig2_peg_589	COSY_0228	Vmar_0226	BSEPE_0360	BGC33_09805	AZO1586R_416	Gsub_0153	CRN91_08285	W908_01805	EYG05_02865	Tper_0018	H8D41_05240
SP60_05615	MS2017_0356	Rmag_0237	HUE58_RS00575	Rpac_peg_362	Rpha_peg_1111	Rpli_peg_107	Rrec_peg_218	Rsou_peg_1049	Vdia_peg_756	Vext_peg_745	Vsoy1_peg_252	Vsoy2_peg_457	Vgig1_peg_700	Vgig2_peg_588	COSY_0229	Vmar_0227	BSEPE_0361	BGC33_09820	AZO1586R_2046	Gsub_0152	CRN91_08280	W908_01810	EYG05_02870	Tper_0017	H8D41_05235
SP60_05635	MS2017_0361	Rmag_0241	HUE58_RS00595	Rpac_peg_366	Rpha_peg_1107	Rpli_peg_111	Rrec_peg_214	Rsou_peg_1053	Vdia_peg_752	Vext_peg_741	Vsoy1_peg_256	Vsoy2_peg_461	Vgig1_peg_696	Vgig2_peg_584	COSY_0233	Vmar_0231	BSEPE_0365	BGC33_09840	AZO1586R_2042	Gsub_0143	CRN91_08260	W908_01830	EYG05_02890	Tper_0013	H8D41_05210
SP60_05640	MS2017_0362	Rmag_0242	HUE58_RS00600	Rpac_peg_367	Rpha_peg_1106	Rpli_peg_112	Rrec_peg_213	Rsou_peg_1054	Vdia_peg_751	Vext_peg_740	Vsoy1_peg_257	Vsoy2_peg_462	Vgig1_peg_695	Vgig2_peg_583	COSY_0234	Vmar_0232	BSEPE_0366	BGC33_09845	AZO1586R_2041	Gsub_0142	CRN91_08255	W908_01835	EYG05_02895	Tper_0012	H8D41_05205
SP60_05645	MS2017_0363	Rmag_0243	HUE58_RS00605	Rpac_peg_368	Rpha_peg_1105	Rpli_peg_113	Rrec_peg_212	Rsou_peg_1060	Vdia_peg_750	Vext_peg_739	Vsoy1_peg_258	Vsoy2_peg_463	Vgig1_peg_694	Vgig2_peg_582	COSY_0235	Vmar_0233	BSEPE_0369	BGC33_09850	AZO1586R_2040	Gsub_0141	CRN91_08250	W908_01840	EYG05_02900	Tper_0011	H8D41_05200
SP60_05650	MS2017_0364	Rmag_0244	HUE58_RS00610	Rpac_peg_369	Rpha_peg_1104	Rpli_peg_114	Rrec_peg_211	Rsou_peg_1061	Vdia_peg_749	Vext_peg_738	Vsoy1_peg_259	Vsoy2_peg_464	Vgig1_peg_693	Vgig2_peg_581	COSY_0236	Vmar_0234	BSEPE_0370	BGC33_09855	AZO1586R_2039	Gsub_0140	CRN91_08245	W908_01845	EYG05_02905	Tper_0010	H8D41_05195
SP60_05665	MS2017_0368	Rmag_0247	HUE58_RS00625	Rpac_peg_372	Rpha_peg_1101	Rpli_peg_117	Rrec_peg_208	Rsou_peg_1064	Vdia_peg_746	Vext_peg_735	Vsoy1_peg_262	Vsoy2_peg_467	Vgig1_peg_690	Vgig2_peg_578	COSY_0239	Vmar_0237	BSEPE_0373	BGC33_04000	AZO1586R_2036	Gsub_0137	CRN91_08230	W908_01860	EYG05_02920	Tper_0007	H8D41_05180
SP60_05670	MS2017_0371	Rmag_0248	HUE58_RS00645	Rpac_peg_373	Rpha_peg_1098	Rpli_peg_120	Rrec_peg_205	Rsou_peg_1067	Vdia_peg_745	Vext_peg_734	Vsoy1_peg_263	Vsoy2_peg_468	Vgig1_peg_689	Vgig2_peg_577	COSY_0240	Vmar_0238	BSEPE_0374	BGC33_08615	AZO1586R_2035	Gsub_0136	CRN91_08225	W908_01865	EYG05_02925	Tper_0006	H8D41_05175
SP60_05680	MS2017_0373	Rmag_0250	HUE58_RS00655	Rpac_peg_375	Rpha_peg_1096	Rpli_peg_122	Rrec_peg_203	Rsou_peg_1069	Vdia_peg_743	Vext_peg_732	Vsoy1_peg_265	Vsoy2_peg_470	Vgig1_peg_687	Vgig2_peg_575	COSY_0242	Vmar_0240	BSEPE_0376	BGC33_08600	AZO1586R_2033	Gsub_0134	CRN91_08215	W908_01875	EYG05_03510	Tper_0004	H8D41_05165
SP60_05700	MS2017_0384	Rmag_0258	HUE58_RS00710	Rpac_peg_389	Rpha_peg_1884	Rpli_peg_130	Rrec_peg_190	Rsou_peg_1900	Vdia_peg_741	Vext_peg_730	Vsoy1_peg_267	Vsoy2_peg_472	Vgig1_peg_685	Vgig2_peg_573	COSY_0244	Vmar_0242	BSEPE_0378	BGC33_14060	AZO1586R_2343	Gsub_0713	CRN91_08105	W908_01990	EYG05_03490	Tper_1246	H8D41_05155
SP60_05715	MS2017_0388	Rmag_0261	HUE58_RS00725	Rpac_peg_392	Rpha_peg_1881	Rpli_peg_133	Rrec_peg_187	Rsou_peg_1897	Vdia_peg_739	Vext_peg_728	Vsoy1_peg_269	Vsoy2_peg_474	Vgig1_peg_683	Vgig2_peg_571	COSY_0246	Vmar_0245	BSEPE_0382	BGC33_14075	AZO1586R_2346	Gsub_0710	CRN91_08085	W908_02010	EYG05_03475	Tper_1243	H8D41_05140
SP60_05720	MS2017_0389	Rmag_0262	HUE58_RS00730	Rpac_peg_393	Rpha_peg_1880	Rpli_peg_134	Rrec_peg_186	Rsou_peg_1896	Vdia_peg_738	Vext_peg_727	Vsoy1_peg_270	Vsoy2_peg_475	Vgig1_peg_682	Vgig2_peg_570	COSY_0247	Vmar_0246	BSEPE_0383	BGC33_14080	AZO1586R_2347	Gsub_0709	CRN91_08080	W908_02015	EYG05_03470	Tper_1242	H8D41_05135
