	SUP05	R.magnifica	Bathy_complete_with_CRISPRannot	Bathysepcomplete_AP013042	Bathyther_MIQH01	Bathyazo_CAESAP02	Sponge_JYIN01	ThioNP1complete_CP023860	ThiosingularisPS1complete_CP006911	Thioautotrophicus_DQLA01	Thioperditus_PNQY01	Thiopontius_JACNGB01	Count
723	SP60_07490	Rmag_0591	MS2017_0796	BSEPE_0676	BGC33_10145	AZO1586R_222	Gsub_1184	CRN91_04920	W908_05435	EYG05_04145	Tper_1447	H8D41_04330	12
725	SP60_07570	Rmag_0587	MS2017_0802	BSEPE_0847	BGC33_10180	AZO1586R_1941	Gsub_0802	CRN91_05470	W908_05010	EYG05_05690	Tper_1556	H8D41_05970	12
728	SP60_07615	Rmag_0583	MS2017_1132	BSEPE_0851	BGC33_15305	AZO1586R_1945	Gsub_0809	CRN91_05485	W908_04995	EYG05_05595	Tper_1341	H8D41_02670	12
730	SP60_07635	Rmag_0580	MS2017_0985	BSEPE_0927	BGC33_07405	AZO1586R_1922	Gsub_0024	CRN91_05495	W908_04985	EYG05_05615	Tper_1345	H8D41_02690	12
731	SP60_07640	Rmag_0579	MS2017_0986	BSEPE_0926	BGC33_07400	AZO1586R_1923	Gsub_0811	CRN91_05500	W908_04980	EYG05_05620	Tper_1346	H8D41_02695	12
732	SP60_07645	Rmag_0578	MS2017_0987	BSEPE_0925	BGC33_07395	AZO1586R_1924	Gsub_0812	CRN91_05505	W908_04975	EYG05_05625	Tper_1347	H8D41_02700	12
733	SP60_07650	Rmag_0577	MS2017_0988	BSEPE_0924	BGC33_07390	AZO1586R_1925	Gsub_0813	CRN91_05510	W908_04970	EYG05_05630	Tper_1348	H8D41_02705	12
734	SP60_07655	Rmag_0576	MS2017_0989	BSEPE_0923	BGC33_07385	AZO1586R_1926	Gsub_0814	CRN91_05515	W908_04965	EYG05_05635	Tper_1349	H8D41_02710	12
735	SP60_07660	Rmag_0575	MS2017_0990	BSEPE_0922	BGC33_07380	AZO1586R_1927	Gsub_0815	CRN91_05520	W908_04960	EYG05_05640	Tper_1350	H8D41_02715	12
736	SP60_07665	Rmag_0574	MS2017_0991	BSEPE_0921	BGC33_07375	AZO1586R_1928	Gsub_0816	CRN91_05525	W908_04955	EYG05_05645	Tper_1351	H8D41_02720	12
737	SP60_07670	Rmag_0573	MS2017_0994	BSEPE_0920	BGC33_07360	AZO1586R_1929	Gsub_0817	CRN91_05530	W908_04950	EYG05_02510	Tper_1352	H8D41_02725	12
738	SP60_07675	Rmag_0572	MS2017_0995	BSEPE_0919	BGC33_07355	AZO1586R_1930	Gsub_0818	CRN91_05535	W908_04945	EYG05_02515	Tper_1353	H8D41_02730	12
745	SP60_07850	Rmag_0563	MS2017_1006	BSEPE_0910	BGC33_13250	AZO1586R_456	Gsub_0091	CRN91_06135	W908_04170	EYG05_02730	Tper_1363	H8D41_03445	12
748	SP60_07865	Rmag_0560	MS2017_1009	BSEPE_0907	BGC33_13265	AZO1586R_453	Gsub_0094	CRN91_06120	W908_04185	EYG05_02735	Tper_1366	H8D41_03450	12
749	SP60_07870	Rmag_0559	MS2017_1010	BSEPE_0906	BGC33_13270	AZO1586R_452	Gsub_0095	CRN91_06115	W908_04190	EYG05_02740	Tper_1367	H8D41_03455	12
750	SP60_07875	Rmag_0558	MS2017_1011	BSEPE_0905	BGC33_13275	AZO1586R_451	Gsub_0096	CRN91_06110	W908_04195	EYG05_02745	Tper_1368	H8D41_03460	12
751	SP60_07880	Rmag_0557	MS2017_1012	BSEPE_0904	BGC33_13280	AZO1586R_450	Gsub_0097	CRN91_06105	W908_04200	EYG05_02750	Tper_1369	H8D41_03465	12
752	SP60_07885	Rmag_0556	MS2017_1013	BSEPE_0903	BGC33_13285	AZO1586R_449	Gsub_0098	CRN91_06100	W908_04205	EYG05_06395	Tper_1370	H8D41_03470	12
753	SP60_07890	Rmag_0555	MS2017_1014	BSEPE_0902	BGC33_13290	AZO1586R_448	Gsub_0099	CRN91_06095	W908_04210	EYG05_06390	Tper_1371	H8D41_03475	12
754	SP60_07895	Rmag_0554	MS2017_1015	BSEPE_0901	BGC33_13295	AZO1586R_447	Gsub_0100	CRN91_06090	W908_04215	EYG05_06385	Tper_1372	H8D41_03480	12
755	SP60_07900	Rmag_0553	MS2017_1016	BSEPE_0900	BGC33_13300	AZO1586R_446	Gsub_0102	CRN91_06080	W908_04225	EYG05_06315	Tper_1374	H8D41_03485	12
757	SP60_07910	Rmag_0551	MS2017_1017	BSEPE_0899	BGC33_13305	AZO1586R_445	Gsub_0104	CRN91_06075	W908_04230	EYG05_05475	Tper_1376	H8D41_03495	12
758	SP60_07915	Rmag_0550	MS2017_1018	BSEPE_0898	BGC33_13310	AZO1586R_444	Gsub_0105	CRN91_06070	W908_04235	EYG05_05470	Tper_1377	H8D41_04760	12
761	SP60_07930	Rmag_0547	MS2017_1021	BSEPE_0895	BGC33_13325	AZO1586R_441	Gsub_0974	CRN91_06055	W908_04250	EYG05_05455	Tper_1379	H8D41_04775	12
764	SP60_07960	Rmag_0541	MS2017_1029	BSEPE_0889	BGC33_07045	AZO1586R_474	Gsub_0718	CRN91_06030	W908_04275	EYG05_05425	Tper_1388	H8D41_04805	12
765	SP60_07995	Rmag_0536	MS2017_1236	BSEPE_0738	BGC33_15140	AZO1586R_2323	Gsub_0615	CRN91_06390	W908_03905	EYG05_05395	Tper_1394	H8D41_04840	12
767	SP60_08010	Rmag_0533	MS2017_1230	BSEPE_0741	BGC33_15165	AZO1586R_701	Gsub_1165	CRN91_06375	W908_03920	EYG05_05380	Tper_1397	H8D41_04855	12
768	SP60_08015	Rmag_0532	MS2017_1229	BSEPE_0742	BGC33_15170	AZO1586R_700	Gsub_1166	CRN91_06370	W908_03925	EYG05_05375	Tper_1398	H8D41_04860	12
769	SP60_08020	Rmag_0531	MS2017_1228	BSEPE_0743	BGC33_15175	AZO1586R_699	Gsub_1169	CRN91_06365	W908_03930	EYG05_05370	Tper_1399	H8D41_04865	12
770	SP60_08030	Rmag_0529	MS2017_1225	BSEPE_0973	BGC33_15190	AZO1586R_697	Gsub_0951	CRN91_06355	W908_03940	EYG05_05360	Tper_1402	H8D41_04880	12
771	SP60_08035	Rmag_0528	MS2017_1224	BSEPE_0972	BGC33_15195	AZO1586R_696	Gsub_0952	CRN91_06350	W908_03945	EYG05_05355	Tper_1403	H8D41_04885	12
772	SP60_08040	Rmag_0527	MS2017_1223	BSEPE_0971	BGC33_15200	AZO1586R_695	Gsub_0953	CRN91_06345	W908_03950	EYG05_05350	Tper_1404	H8D41_04890	12
773	SP60_08065	Rmag_0526	MS2017_1036	BSEPE_0883	BGC33_09215	AZO1586R_1183	Gsub_0119	CRN91_06020	W908_04285	EYG05_05310	Tper_1408	H8D41_04910	12
775	SP60_08120	Rmag_0524	MS2017_1050	BSEPE_0873	BGC33_07120	AZO1586R_1172	Gsub_1156	CRN91_06000	W908_04305	EYG05_05255	Tper_1412	H8D41_04940	12
776	SP60_08125	Rmag_0523	MS2017_1053	BSEPE_0872	BGC33_07105	AZO1586R_244	Gsub_1157	CRN91_05995	W908_04310	EYG05_03250	Tper_1413	H8D41_04945	12
779	SP60_00155	Rmag_0502	MS2017_1173	BSEPE_0953	BGC33_09050	AZO1586R_2312	Gsub_0301	CRN91_06275	W908_04025	EYG05_07160	Tper_0339	H8D41_00470	12
781	SP60_00175	Rmag_0499	MS2017_1176	BSEPE_0956	BGC33_09035	AZO1586R_2315	Gsub_1386	CRN91_06290	W908_04010	EYG05_07140	Tper_0342	H8D41_00450	12
784	SP60_00270	Rmag_0481	MS2017_1243	BSEPE_0731	BGC33_15105	AZO1586R_2330	Gsub_0622	CRN91_06425	W908_03870	EYG05_01655	Tper_0896	H8D41_03560	12
794	SP60_00460	Rmag_0455	MS2017_0893	BSEPE_0825	BGC33_11620	AZO1586R_990	Gsub_0433	CRN91_06660	W908_03610	EYG05_06155	Tper_0922	H8D41_04750	12
797	SP60_00650	Rmag_0430	MS2017_1258	BSEPE_0717	BGC33_08125	AZO1586R_2201	Gsub_0541	CRN91_06830	W908_03390	EYG05_07410	Tper_0191	H8D41_00305	12
800	SP60_01025	Rmag_0389	MS2017_1447	BSEPE_0995	BGC33_11210	AZO1586R_1557	Gsub_0777	CRN91_07235	W908_02900	EYG05_00700	Tper_0720	H8D41_02905	12
802	SP60_01055	Rmag_0384	MS2017_1465	BSEPE_1000	BGC33_14420	AZO1586R_1552	Gsub_0772	CRN91_07260	W908_02875	EYG05_00675	Tper_0715	H8D41_02880	12
810	SP60_01155	Rmag_0368	MS2017_1489	BSEPE_1019	BGC33_14300	AZO1586R_1614	Gsub_1003	CRN91_07340	W908_02790	EYG05_04625	Tper_0695	H8D41_02785	12
813	SP60_01350	Rmag_0329	MS2017_1585	BSEPE_0643	BGC33_11075	AZO1586R_1321	Gsub_0243	CRN91_04000	W908_06365	EYG05_00565	Tper_0659	H8D41_01095	12
820	SP60_01515	Rmag_0306	MS2017_1651	BSEPE_1179	BGC33_06720	AZO1586R_268	Gsub_0676	CRN91_03820	W908_06560	EYG05_06925	Tper_0623	H8D41_00935	12
821	SP60_01520	Rmag_0305	MS2017_1652	BSEPE_1180	BGC33_06725	AZO1586R_977	Gsub_0409	CRN91_03815	W908_06565	EYG05_06930	Tper_0622	H8D41_00930	12
831	SP60_01875	Rmag_0871	MS2017_1750	BSEPE_1262	BGC33_10550	AZO1586R_1120	Gsub_0366	CRN91_03575	W908_06830	EYG05_02415	Tper_0119	H8D41_06490	12
833	SP60_01960	Rmag_0882	MS2017_1765	BSEPE_1276	BGC33_10250	AZO1586R_719	Gsub_0585	CRN91_03515	W908_06885	EYG05_02350	Tper_0098	H8D41_06555	12
841	SP60_03075	Rmag_0956	MS2017_0240	BSEPE_0174	BGC33_13100	AZO1586R_531	Gsub_0683	CRN91_02795	W908_07455	EYG05_01080	Tper_0376	H8D41_06810	12
842	SP60_03120	Rmag_0966	MS2017_0224	BSEPE_0155	BGC33_13165	AZO1586R_1636	Gsub_0754	CRN91_02675	W908_07515	EYG05_03335	Tper_0385	H8D41_06855	12
877	SP60_06205	Rmag_0785	MS2017_0503	BSEPE_1150	BGC33_13025	AZO1586R_2060	Gsub_1333	CRN91_07735	W908_02390	EYG05_06450	Tper_0217	H8D41_04295	12
878	SP60_06210	Rmag_0784	MS2017_0504	BSEPE_1149	BGC33_13030	AZO1586R_2061	Gsub_1332	CRN91_07730	W908_02395	EYG05_06455	Tper_0218	H8D41_04290	12
901	SP60_07005	Rmag_0673	MS2017_0709	BSEPE_0493	BGC33_06415	AZO1586R_1788	Gsub_0600	CRN91_04325	W908_06010	EYG05_06810	Tper_0810	H8D41_05465	12
908	SP60_07170	Rmag_0643	MS2017_0768	BSEPE_0525	BGC33_12555	AZO1586R_830	Gsub_0266	CRN91_04575	W908_05835	EYG05_05045	Tper_1518	H8D41_00835	12
914	SP60_07350	Rmag_0614	MS2017_0936	BSEPE_0795	BGC33_13945	AZO1586R_647	Gsub_0378	CRN91_05885	W908_04420	EYG05_07830	Tper_1475	H8D41_04490	12
917	SP60_07395	Rmag_0607	MS2017_0946	BSEPE_0803	BGC33_11385	AZO1586R_655	Gsub_0371	CRN91_04800	W908_05560	EYG05_02790	Tper_1468	H8D41_04450	12
918	SP60_07420	Rmag_0602	MS2017_0953	BSEPE_0807	BGC33_11415	AZO1586R_16	Gsub_0844	CRN91_04855	W908_05500	EYG05_02770	Tper_1463	H8D41_04400	12
919	SP60_07450	Rmag_0597	MS2017_0787	BSEPE_0812	BGC33_10100	AZO1586R_2229	Gsub_1175	CRN91_04885	W908_05470	EYG05_04185	Tper_1457	H8D41_04370	12
920	SP60_07460	Rmag_0595	MS2017_0789	BSEPE_0814	BGC33_10110	AZO1586R_2231	Gsub_1177	CRN91_04895	W908_05460	EYG05_04175	Tper_1455	H8D41_04360	12
923	SP60_07475	Rmag_0594	MS2017_0792	BSEPE_0818	BGC33_10125	AZO1586R_2235	Gsub_1180	CRN91_04905	W908_05450	EYG05_04160	Tper_1452	H8D41_04345	12
929	SP60_07955	Rmag_0542	MS2017_1028	BSEPE_0890	BGC33_07050	AZO1586R_475	Gsub_0719	CRN91_06035	W908_04270	EYG05_05430	Tper_1387	H8D41_04800	12
941	SP60_05115	Rmag_0145	MS2017_1882	BSEPE_0249	BGC33_14220	AZO1586R_2052	Gsub_0873	CRN91_00330	W908_01220	EYG05_07335	Tper_0294	H8D41_02120	12
948	SP60_05885	Rmag_0292	MS2017_0435	BSEPE_0418	BGC33_10075	AZO1586R_2372	Gsub_0074	CRN91_07975	W908_02135	EYG05_06325	Tper_0249	H8D41_05370	12
955	SP60_07990	Rmag_0537	MS2017_1237	BSEPE_0737	BGC33_15135	AZO1586R_2324	Gsub_0616	CRN91_06395	W908_03900	EYG05_05400	Tper_1393	H8D41_04835	12
961	SP60_07935	Rmag_0546	MS2017_1022	BSEPE_0894	BGC33_13330	AZO1586R_440	Gsub_0975	CRN91_06050	W908_04255	EYG05_05450	Tper_1380	H8D41_04780	12
966	SP60_07560	Rmag_0589	MS2017_0800	BSEPE_0845	BGC33_10170	AZO1586R_1939	Gsub_0804	CRN91_05465	W908_05015	EYG05_05675	Tper_1553	H8D41_05955	12
969	SP60_06490	Rmag_0742	MS2017_0598	BSEPE_1093	BGC33_13565	AZO1586R_1697	Gsub_0988	CRN91_07485	W908_02650	EYG05_06975	Tper_1196	H8D41_03075	12
971	SP60_01710	Rmag_0840	MS2017_1715	BSEPE_1227	BGC33_12720	AZO1586R_1217	Gsub_0560	CRN91_03655	W908_06730	EYG05_04330	Tper_0152	H8D41_06320	12
993	SP60_00010	Rmag_0518	MS2017_1094	BSEPE_0935	BGC33_15455	AZO1586R_503	Gsub_0302	CRN91_05950	W908_04355	EYG05_01600	Tper_1315	H8D41_05010	12
1000	SP60_00285	Rmag_0479	MS2017_1246	BSEPE_0728	BGC33_15090	AZO1586R_2334	Gsub_0624	CRN91_06440	W908_03855	EYG05_01670	Tper_0893	H8D41_03575	12
1001	SP60_00310	Rmag_0474	MS2017_0853	BSEPE_0552	BGC33_12170	AZO1586R_844	Gsub_1065	CRN91_06465	W908_03830	EYG05_07540	Tper_0888	H8D41_03600	12
1002	SP60_00320	Rmag_0472	MS2017_0851	BSEPE_0545	BGC33_12180	AZO1586R_487	Gsub_0435	CRN91_06470	W908_03825	EYG05_07550	Tper_0886	H8D41_03610	12
1088	SP60_06685	Rmag_0704	MS2017_0640	BSEPE_1061	BGC33_14620	AZO1586R_1072	Gsub_0060	CRN91_04210	W908_06155	EYG05_00300	Tper_0470	H8D41_00090	12
1096	SP60_07950	Rmag_0543	MS2017_1027	BSEPE_0891	BGC33_07055	AZO1586R_476	Gsub_0720	CRN91_06040	W908_04265	EYG05_05435	Tper_1386	H8D41_04795	12
