	SUP05	R.magnifica	Bathy_complete_with_CRISPRannot	Bathysepcomplete_AP013042	Bathyther_MIQH01	Bathyazo_CAESAP02	Sponge_JYIN01	ThioNP1complete_CP023860	ThiosingularisPS1complete_CP006911	Thioautotrophicus_DQLA01	Thioperditus_PNQY01	Thiopontius_JACNGB01	Count
7253								CRN91_03260					1
7254								CRN91_03265					1
7255								CRN91_03270					1
7256								CRN91_03275					1
7257								CRN91_03280					1
7258								CRN91_03285					1
7259								CRN91_03290					1
7260								CRN91_03295					1
7261								CRN91_03300					1
7262								CRN91_03305					1
7263								CRN91_03310					1
7264								CRN91_03315					1
7265								CRN91_03320					1
7266								CRN91_03325					1
7267								CRN91_03330					1
7268								CRN91_03335					1
7269								CRN91_03340					1
7270								CRN91_03345					1
7271								CRN91_03350					1
7272								CRN91_03355					1
7273								CRN91_03360					1
7274								CRN91_03365					1
7275								CRN91_03370					1
7276								CRN91_03375					1
7277								CRN91_03380					1
7278								CRN91_03385					1
7279								CRN91_03390					1
7280								CRN91_03395					1
7281								CRN91_03400					1
7282								CRN91_03405					1
7283								CRN91_03410					1
7284								CRN91_03415					1
7285								CRN91_03420					1
7286								CRN91_03425					1
7287								CRN91_03430					1
7288								CRN91_03435					1
7289								CRN91_03440					1
7290								CRN91_03445					1
7291								CRN91_03450					1
7292								CRN91_03455					1
7293								CRN91_03460					1
7294								CRN91_03490					1
7295								CRN91_03545					1
7296								CRN91_03580					1
7297								CRN91_03780					1
7298								CRN91_03785					1
7299								CRN91_03870					1
7300								CRN91_03940					1
7301								CRN91_03945					1
7302								CRN91_03960					1
7303								CRN91_03965					1
7304								CRN91_03975					1
7305								CRN91_03980					1
7306								CRN91_03985					1
7307								CRN91_03990					1
7308								CRN91_03995					1
7309								CRN91_04040					1
7310								CRN91_04045					1
7311								CRN91_04050					1
7312								CRN91_04055					1
7313								CRN91_04185					1
7314								CRN91_04190					1
7315								CRN91_04195					1
7316								CRN91_04200					1
7317								CRN91_04290					1
7318								CRN91_04420					1
7319								CRN91_04425					1
7320								CRN91_04430					1
7321								CRN91_04435					1
7322								CRN91_04440					1
7323								CRN91_04445					1
7324								CRN91_04450					1
7325								CRN91_04455					1
7326								CRN91_04460					1
7327								CRN91_04465					1
7328								CRN91_04470					1
7329								CRN91_04475					1
7330								CRN91_04480					1
7331								CRN91_04485					1
7332								CRN91_04490					1
7333								CRN91_04495					1
7334								CRN91_04500					1
7335								CRN91_04505					1
7336								CRN91_04510					1
7337								CRN91_04550					1
7338								CRN91_04610					1
7339								CRN91_04615					1
7340								CRN91_04620					1
7341								CRN91_04625					1
7342								CRN91_04630					1
7343								CRN91_04635					1
7344								CRN91_04640					1
7345								CRN91_04650					1
7346								CRN91_04670					1
7347								CRN91_04680					1
7348								CRN91_04705					1
7349								CRN91_04745					1
7350								CRN91_04825					1
7351								CRN91_04930					1
7352								CRN91_04935					1
7353								CRN91_04940					1
7354								CRN91_04945					1
7355								CRN91_04950					1
7356								CRN91_04955					1
7357								CRN91_04960					1
7358								CRN91_04965					1
7359								CRN91_04970					1
7360								CRN91_04975					1
7361								CRN91_04990					1
7362								CRN91_04995					1
7363								CRN91_05000					1
7364								CRN91_05005					1
7365								CRN91_05010					1
7366								CRN91_05015					1
7367								CRN91_05020					1
7368								CRN91_05025					1
7369								CRN91_05030					1
7370								CRN91_05035					1
7371								CRN91_05040					1
7372								CRN91_05045					1
7373								CRN91_05050					1
7374								CRN91_05215					1
7375								CRN91_05265					1
7376								CRN91_05410					1
7377								CRN91_05425					1
7378								CRN91_05430					1
7379								CRN91_05555					1
7380								CRN91_05560					1
7381								CRN91_05565					1
7382								CRN91_05570					1
7383								CRN91_05585					1
7384								CRN91_05620					1
7385								CRN91_05630					1
7386								CRN91_05645					1
7387								CRN91_05650					1
7388								CRN91_05655					1
7389								CRN91_05660					1
7390								CRN91_05675					1
7391								CRN91_05685					1
7392								CRN91_05695					1
7393								CRN91_05700					1
7394								CRN91_05810					1
7395								CRN91_05850					1
7396								CRN91_05860					1
7397								CRN91_05865					1
7398								CRN91_05870					1
7399								CRN91_05920					1
7400								CRN91_05980					1
7401								CRN91_06230					1
7402								CRN91_06460					1
7403								CRN91_06525					1
7404								CRN91_06530					1
7405								CRN91_06535					1
7406								CRN91_06540					1
7407								CRN91_06545					1
7408								CRN91_06550					1
7409								CRN91_06555					1
7410								CRN91_06560					1
7411								CRN91_06565					1
7412								CRN91_06570					1
7413								CRN91_06575					1
7414								CRN91_06580					1
7415								CRN91_06585					1
7416								CRN91_06590					1
7417								CRN91_06595					1
7418								CRN91_06600					1
7419								CRN91_06605					1
7420								CRN91_06610					1
7421								CRN91_06715					1
7422								CRN91_06720					1
7423								CRN91_06725					1
7424								CRN91_06730					1
7425								CRN91_06740					1
7426								CRN91_06745					1
7427								CRN91_06765					1
7428								CRN91_06775					1
7429								CRN91_06785					1
7430								CRN91_06795					1
7431								CRN91_06805					1
7432								CRN91_06820					1
7433								CRN91_06940					1
7434								CRN91_06950					1
7435								CRN91_07020					1
7436								CRN91_07025					1
7437								CRN91_07030					1
7438								CRN91_07130					1
7439								CRN91_07135					1
7440								CRN91_07140					1
7441								CRN91_07170					1
7442								CRN91_07175					1
7443								CRN91_07185					1
7444								CRN91_07190					1
7445								CRN91_07200					1
7446								CRN91_07220					1
7447								CRN91_07285					1
7448								CRN91_07365					1
7449								CRN91_07755					1
7450								CRN91_07795					1
7451								CRN91_08015					1
7452								CRN91_08020					1
7453								CRN91_08025					1
7454								CRN91_08030					1
7455								CRN91_08035					1
7456								CRN91_08040					1
7457								CRN91_08055					1
7458								CRN91_08440					1
7459								CRN91_08445					1
7460								CRN91_08450					1
7461								CRN91_08455					1
7462								CRN91_08460					1
7463								CRN91_08465					1
7464								CRN91_08470					1
7465								CRN91_08475					1
7466								CRN91_08480					1
7467								CRN91_08485					1
7468								CRN91_08490					1
7469								CRN91_08495					1
7470								CRN91_08500					1
7471								CRN91_08505					1
7472								CRN91_08510					1
7473								CRN91_08515					1
7474								CRN91_08520					1
7475								CRN91_08605					1
7476								CRN91_08610					1
7477								CRN91_08615					1
7478									W908_00010				1
7479									W908_00235				1
7480									W908_00490				1
7481									W908_00500				1
7482									W908_00505				1
7483									W908_00590				1
7484									W908_00595				1
7485									W908_00675				1
7486									W908_00875				1
7487									W908_00880				1
7488									W908_00885				1
7489									W908_00890				1
7490									W908_00895				1
7491									W908_00900				1
7492									W908_00905				1
7493									W908_00910				1
7494									W908_00915				1
7495									W908_00920				1
7496									W908_00925				1
7497									W908_00930				1
7498									W908_00935				1
7499									W908_00940				1
7500									W908_00945				1
7501									W908_00965				1
7502									W908_00995				1
7503									W908_01000				1
7504									W908_01005				1
7505									W908_01080				1
7506									W908_01085				1
7507									W908_01090				1
7508									W908_01115				1
7509									W908_01120				1
7510									W908_01135				1
7511									W908_01520				1
7512									W908_01540				1
7513									W908_01555				1
7514									W908_01640				1
7515									W908_02050				1
7516									W908_02060				1
7517									W908_02065				1
7518									W908_02070				1
7519									W908_02075				1
7520									W908_02315				1
7521									W908_02340				1
7522									W908_02345				1
7523									W908_02525				1
7524									W908_02565				1
7525									W908_02850				1
7526									W908_02910				1
7527									W908_02920				1
7528									W908_02925				1
7529									W908_02930				1
7530									W908_02940				1
7531									W908_02945				1
7532									W908_02950				1
7533									W908_02955				1
7534									W908_02960				1
7535									W908_02970				1
7536									W908_02975				1
7537									W908_02980				1
7538									W908_03000				1
7539									W908_03005				1
7540									W908_03015				1
7541									W908_03020				1
7542									W908_03170				1
7543									W908_03175				1
7544									W908_03180				1
7545									W908_03225				1
7546									W908_03230				1
7547									W908_03235				1
7548									W908_03240				1
7549									W908_03255				1
7550									W908_03260				1
7551									W908_03265				1
7552									W908_03270				1
7553									W908_03275				1
7554									W908_03280				1
7555									W908_03285				1
7556									W908_03305				1
7557									W908_03310				1
7558									W908_03380				1
7559									W908_03400				1
7560									W908_03405				1
7561									W908_03415				1
7562									W908_03420				1
7563									W908_03425				1
7564									W908_03430				1
7565									W908_03435				1
7566									W908_03440				1
7567									W908_03445				1
7568									W908_03450				1
7569									W908_03460				1
7570									W908_03465				1
7571									W908_03485				1
7572									W908_03495				1
7573									W908_03530				1
7574									W908_03535				1
7575									W908_03540				1
7576									W908_03560				1
7577									W908_03655				1
7578									W908_03695				1
7579									W908_03700				1
7580									W908_03725				1
7581									W908_03730				1
7582									W908_03735				1
7583									W908_03740				1
7584									W908_03745				1
7585									W908_03750				1
7586									W908_03755				1
7587									W908_03795				1
7588									W908_03800				1
7589									W908_03805				1
7590									W908_03810				1
7591									W908_03835				1
7592									W908_03955				1
7593									W908_04325				1
7594									W908_04385				1
7595									W908_04435				1
7596									W908_04440				1
7597									W908_04445				1
7598									W908_04450				1
7599									W908_04455				1
7600									W908_04460				1
7601									W908_04475				1
7602									W908_04485				1
7603									W908_04490				1
7604									W908_04495				1
7605									W908_04510				1
7606									W908_04515				1
7607									W908_04520				1
7608									W908_04525				1
7609									W908_04530				1
7610									W908_04535				1
7611									W908_04540				1
7612									W908_04545				1
7613									W908_04550				1
7614									W908_04555				1
7615									W908_04560				1
7616									W908_04565				1
7617									W908_04570				1
7618									W908_04575				1
7619									W908_04580				1
7620									W908_04590				1
7621									W908_04595				1
7622									W908_04600				1
7623									W908_04605				1
7624									W908_04610				1
7625									W908_04615				1
7626									W908_04645				1
7627									W908_04710				1
7628									W908_04755				1
7629									W908_04780				1
7630									W908_04785				1
7631									W908_04795				1
7632									W908_04805				1
7633									W908_04815				1
7634									W908_04820				1
7635									W908_04825				1
7636									W908_04840				1
7637									W908_04855				1
7638									W908_04860				1
7639									W908_04865				1
7640									W908_04870				1
7641									W908_04880				1
7642									W908_04885				1
7643									W908_04890				1
7644									W908_04900				1
7645									W908_04915				1
7646									W908_04920				1
7647									W908_05050				1
7648									W908_05055				1
7649									W908_05060				1
7650									W908_05065				1
7651									W908_05070				1
7652									W908_05075				1
7653									W908_05080				1
7654									W908_05085				1
7655									W908_05090				1
7656									W908_05095				1
7657									W908_05100				1
7658									W908_05105				1
7659									W908_05110				1
7660									W908_05115				1
7661									W908_05260				1
7662									W908_05265				1
7663									W908_05270				1
7664									W908_05530				1
7665									W908_05535				1
7666									W908_05570				1
7667									W908_05580				1
7668									W908_05585				1
7669									W908_05590				1
7670									W908_05600				1
7671									W908_05640				1
7672									W908_05655				1
7673									W908_05725				1
7674									W908_05740				1
7675									W908_05745				1
7676									W908_05755				1
7677									W908_05765				1
7678									W908_05775				1
7679									W908_05780				1
7680									W908_05785				1
7681									W908_05790				1
7682									W908_05860				1
7683									W908_05865				1
7684									W908_05870				1
7685									W908_05895				1
7686									W908_05905				1
7687									W908_06045				1
7688									W908_06120				1
7689									W908_06125				1
7690									W908_06165				1
7691									W908_06195				1
7692									W908_06305				1
7693									W908_06310				1
7694									W908_06315				1
7695									W908_06325				1
7696									W908_06355				1
7697									W908_06370				1
7698									W908_06375				1
7699									W908_06380				1
7700									W908_06385				1
7701									W908_06390				1
7702									W908_06395				1
7703									W908_06400				1
7704									W908_06405				1
7705									W908_06415				1
7706									W908_06600				1
7707									W908_06680				1
7708									W908_06795				1
7709									W908_06810				1
7710									W908_06915				1
7711									W908_06920				1
7712									W908_06925				1
7713									W908_06930				1
7714									W908_06935				1
7715									W908_06940				1
7716									W908_06945				1
7717									W908_06970				1
7718									W908_06975				1
7719									W908_06980				1
7720									W908_06985				1
7721									W908_06990				1
7722									W908_06995				1
7723									W908_07000				1
7724									W908_07005				1
7725									W908_07010				1
7726									W908_07015				1
7727									W908_07020				1
7728									W908_07025				1
7729									W908_07030				1
7730									W908_07035				1
7731									W908_07040				1
7732									W908_07045				1
7733									W908_07050				1
7734									W908_07055				1
7735									W908_07065				1
7736									W908_07070				1
7737									W908_07075				1
7738									W908_07080				1
7739									W908_07085				1
7740									W908_07090				1
7741									W908_07095				1
7742									W908_07105				1
7743									W908_07110				1
7744									W908_07115				1
7745									W908_07120				1
7746									W908_07125				1
7747									W908_07130				1
7748									W908_07135				1
7749									W908_07140				1
7750									W908_07145				1
7751									W908_07155				1
7752									W908_07160				1
7753									W908_07165				1
7754									W908_07170				1
7755									W908_07210				1
7756									W908_07225				1
7757									W908_07285				1
7758									W908_07465				1
7759									W908_07670				1
7760									W908_07750				1
7761									W908_07755				1
7762									W908_08275				1
7763									W908_08280				1
7764									W908_08285				1
7765									W908_08305				1
7766									W908_08315				1
7767									W908_08320				1
7768									W908_08325				1
7769									W908_08330				1
7770									W908_08335				1
7771									W908_08340				1
7772									W908_08345				1
7773									W908_08350				1
7774									W908_08355				1
7775									W908_08360				1
7776									W908_08365				1
7777									W908_08375				1
7778									W908_08515				1
7779									W908_08520				1
7780									W908_08525				1
7781									W908_08530				1
7782									W908_08535				1
7783									W908_08540				1
7784									W908_08550				1
7785										EYG05_00005			1
7786										EYG05_00015			1
7787										EYG05_00020			1
7788										EYG05_00025			1
7789										EYG05_00030			1
7790										EYG05_00035			1
7791										EYG05_00140			1
7792										EYG05_00145			1
7793										EYG05_00150			1
7794										EYG05_00155			1
7795										EYG05_00160			1
7796										EYG05_00165			1
7797										EYG05_00170			1
7798										EYG05_00175			1
7799										EYG05_00355			1
7800										EYG05_00360			1
7801										EYG05_00365			1
7802										EYG05_00370			1
7803										EYG05_00380			1
7804										EYG05_00385			1
7805										EYG05_00390			1
7806										EYG05_00415			1
7807										EYG05_00420			1
7808										EYG05_00590			1
7809										EYG05_00595			1
7810										EYG05_00600			1
7811										EYG05_00605			1
7812										EYG05_00610			1
7813										EYG05_00615			1
7814										EYG05_00620			1
7815										EYG05_00625			1
7816										EYG05_00630			1
7817										EYG05_00635			1
7818										EYG05_00715			1
7819										EYG05_00720			1
7820										EYG05_00725			1
7821										EYG05_00730			1
7822										EYG05_00735			1
7823										EYG05_00740			1
7824										EYG05_00765			1
7825										EYG05_00770			1
7826										EYG05_00775			1
7827										EYG05_00780			1
7828										EYG05_00785			1
7829										EYG05_00790			1
7830										EYG05_00795			1
7831										EYG05_00800			1
7832										EYG05_00805			1
7833										EYG05_00810			1
7834										EYG05_00815			1
7835										EYG05_00820			1
7836										EYG05_00825			1
7837										EYG05_00830			1
7838										EYG05_00840			1
7839										EYG05_00850			1
7840										EYG05_00855			1
7841										EYG05_00860			1
7842										EYG05_00865			1
7843										EYG05_00890			1
7844										EYG05_00895			1
7845										EYG05_00900			1
7846										EYG05_00905			1
7847										EYG05_00925			1
7848										EYG05_00930			1
7849										EYG05_00950			1
7850										EYG05_00960			1
7851										EYG05_00965			1
7852										EYG05_00985			1
7853										EYG05_00990			1
7854										EYG05_00995			1
7855										EYG05_01000			1
7856										EYG05_01005			1
7857										EYG05_01010			1
7858										EYG05_01015			1
7859										EYG05_01020			1
7860										EYG05_01025			1
7861										EYG05_01030			1
7862										EYG05_01035			1
7863										EYG05_01040			1
7864										EYG05_01125			1
7865										EYG05_01150			1
7866										EYG05_01155			1
7867										EYG05_01160			1
7868										EYG05_01165			1
7869										EYG05_01170			1
7870										EYG05_01195			1
7871										EYG05_01210			1
7872										EYG05_01215			1
7873										EYG05_01220			1
7874										EYG05_01225			1
7875										EYG05_01230			1
7876										EYG05_01245			1
7877										EYG05_01250			1
7878										EYG05_01280			1
7879										EYG05_01285			1
7880										EYG05_01290			1
7881										EYG05_01295			1
7882										EYG05_01300			1
7883										EYG05_01305			1
7884										EYG05_01310			1
7885										EYG05_01340			1
7886										EYG05_01345			1
7887										EYG05_01360			1
7888										EYG05_01380			1
7889										EYG05_01395			1
7890										EYG05_01410			1
7891										EYG05_01415			1
7892										EYG05_01420			1
7893										EYG05_01430			1
7894										EYG05_01435			1
7895										EYG05_01440			1
7896										EYG05_01445			1
7897										EYG05_01450			1
7898										EYG05_01455			1
7899										EYG05_01460			1
7900										EYG05_01465			1
7901										EYG05_01470			1
7902										EYG05_01475			1
7903										EYG05_01480			1
7904										EYG05_01485			1
7905										EYG05_01490			1
7906										EYG05_01495			1
7907										EYG05_01500			1
7908										EYG05_01505			1
7909										EYG05_01510			1
7910										EYG05_01515			1
7911										EYG05_01520			1
7912										EYG05_01525			1
7913										EYG05_01530			1
7914										EYG05_01535			1
7915										EYG05_01550			1
7916										EYG05_01555			1
7917										EYG05_01560			1
7918										EYG05_01565			1
7919										EYG05_01570			1
7920										EYG05_01575			1
7921										EYG05_01675			1
7922										EYG05_01680			1
7923										EYG05_01685			1
7924										EYG05_01690			1
7925										EYG05_01695			1
7926										EYG05_01700			1
7927										EYG05_01710			1
7928										EYG05_01715			1
7929										EYG05_01720			1
7930										EYG05_01725			1
7931										EYG05_01740			1
7932										EYG05_01745			1
7933										EYG05_01765			1
7934										EYG05_01770			1
7935										EYG05_01775			1
7936										EYG05_01790			1
7937										EYG05_01795			1
7938										EYG05_01800			1
7939										EYG05_01805			1
7940										EYG05_01820			1
7941										EYG05_01855			1
7942										EYG05_01860			1
7943										EYG05_01865			1
7944										EYG05_02015			1
7945										EYG05_02025			1
7946										EYG05_02060			1
7947										EYG05_02065			1
7948										EYG05_02135			1
7949										EYG05_02140			1
7950										EYG05_02145			1
7951										EYG05_02150			1
7952										EYG05_02155			1
7953										EYG05_02160			1
7954										EYG05_02165			1
7955										EYG05_02170			1
7956										EYG05_02175			1
7957										EYG05_02180			1
7958										EYG05_02185			1
7959										EYG05_02190			1
7960										EYG05_02335			1
7961										EYG05_02340			1
7962										EYG05_02345			1
7963										EYG05_02355			1
7964										EYG05_02455			1
7965										EYG05_02460			1
7966										EYG05_02465			1
7967										EYG05_02470			1
7968										EYG05_02475			1
7969										EYG05_02480			1
7970										EYG05_02485			1
7971										EYG05_02490			1
7972										EYG05_02495			1
7973										EYG05_02505			1
7974										EYG05_02525			1
7975										EYG05_02530			1
7976										EYG05_02535			1
7977										EYG05_02540			1
7978										EYG05_02700			1
7979										EYG05_02705			1
7980										EYG05_02710			1
7981										EYG05_02715			1
7982										EYG05_02755			1
7983										EYG05_02825			1
7984										EYG05_02830			1
7985										EYG05_02835			1
7986										EYG05_02840			1
7987										EYG05_02935			1
7988										EYG05_02940			1
7989										EYG05_02945			1
7990										EYG05_02950			1
7991										EYG05_02955			1
7992										EYG05_02960			1
7993										EYG05_02965			1
7994										EYG05_03075			1
7995										EYG05_03105			1
7996										EYG05_03115			1
7997										EYG05_03120			1
7998										EYG05_03125			1
7999										EYG05_03130			1
8000										EYG05_03135			1
8001										EYG05_03140			1
8002										EYG05_03145			1
8003										EYG05_03240			1
8004										EYG05_03245			1
8005										EYG05_03255			1
8006										EYG05_03305			1
8007										EYG05_03310			1
8008										EYG05_03315			1
8009										EYG05_03320			1
8010										EYG05_03325			1
8011										EYG05_03330			1
8012										EYG05_03400			1
8013										EYG05_03405			1
8014										EYG05_03435			1
8015										EYG05_03445			1
8016										EYG05_03450			1
8017										EYG05_03455			1
8018										EYG05_03460			1
8019										EYG05_03520			1
8020										EYG05_03525			1
8021										EYG05_03530			1
8022										EYG05_03535			1
8023										EYG05_03570			1
8024										EYG05_03585			1
8025										EYG05_03590			1
8026										EYG05_03595			1
8027										EYG05_03600			1
8028										EYG05_03605			1
8029										EYG05_03610			1
8030										EYG05_03615			1
8031										EYG05_03620			1
8032										EYG05_03625			1
8033										EYG05_03630			1
8034										EYG05_03650			1
8035										EYG05_03655			1
8036										EYG05_03660			1
8037										EYG05_03820			1
8038										EYG05_03855			1
8039										EYG05_03930			1
8040										EYG05_03935			1
8041										EYG05_03985			1
8042										EYG05_03990			1
8043										EYG05_04050			1
8044										EYG05_04100			1
8045										EYG05_04105			1
8046										EYG05_04115			1
8047										EYG05_04135			1
8048										EYG05_04205			1
8049										EYG05_04210			1
8050										EYG05_04215			1
8051										EYG05_04220			1
8052										EYG05_04235			1
8053										EYG05_04395			1
8054										EYG05_04400			1
8055										EYG05_04405			1
8056										EYG05_04410			1
8057										EYG05_04415			1
8058										EYG05_04420			1
8059										EYG05_04560			1
8060										EYG05_04565			1
8061										EYG05_04570			1
8062										EYG05_04575			1
8063										EYG05_04580			1
8064										EYG05_04585			1
8065										EYG05_04590			1
8066										EYG05_04595			1
8067										EYG05_04600			1
8068										EYG05_04605			1
8069										EYG05_04620			1
8070										EYG05_04675			1
8071										EYG05_04700			1
8072										EYG05_04710			1
8073										EYG05_04715			1
8074										EYG05_04720			1
8075										EYG05_04725			1
8076										EYG05_04755			1
8077										EYG05_04760			1
8078										EYG05_04775			1
8079										EYG05_04800			1
8080										EYG05_04805			1
8081										EYG05_04915			1
8082										EYG05_04950			1
8083										EYG05_05050			1
8084										EYG05_05055			1
8085										EYG05_05070			1
8086										EYG05_05075			1
8087										EYG05_05080			1
8088										EYG05_05085			1
8089										EYG05_05090			1
8090										EYG05_05115			1
8091										EYG05_05120			1
8092										EYG05_05220			1
8093										EYG05_05245			1
8094										EYG05_05320			1
8095										EYG05_05325			1
8096										EYG05_05330			1
8097										EYG05_05480			1
8098										EYG05_05500			1
8099										EYG05_05505			1
8100										EYG05_05510			1
8101										EYG05_05550			1
8102										EYG05_05555			1
8103										EYG05_05560			1
8104										EYG05_05570			1
8105										EYG05_05575			1
8106										EYG05_05580			1
8107										EYG05_05585			1
8108										EYG05_05590			1
8109										EYG05_05650			1
8110										EYG05_05655			1
8111										EYG05_05660			1
8112										EYG05_05665			1
8113										EYG05_05670			1
8114										EYG05_05695			1
8115										EYG05_05700			1
8116										EYG05_05705			1
8117										EYG05_05710			1
8118										EYG05_05715			1
8119										EYG05_05720			1
8120										EYG05_05725			1
8121										EYG05_05805			1
8122										EYG05_05835			1
8123										EYG05_05845			1
8124										EYG05_05850			1
8125										EYG05_05855			1
8126										EYG05_05885			1
8127										EYG05_05900			1
8128										EYG05_05905			1
8129										EYG05_05910			1
8130										EYG05_05915			1
8131										EYG05_05920			1
8132										EYG05_06110			1
8133										EYG05_06115			1
8134										EYG05_06120			1
8135										EYG05_06125			1
8136										EYG05_06130			1
8137										EYG05_06135			1
8138										EYG05_06140			1
8139										EYG05_06275			1
8140										EYG05_06280			1
8141										EYG05_06290			1
8142										EYG05_06295			1
8143										EYG05_06300			1
8144										EYG05_06305			1
8145										EYG05_06310			1
8146										EYG05_06320			1
8147										EYG05_06380			1
8148										EYG05_06400			1
8149										EYG05_06405			1
8150										EYG05_06410			1
8151										EYG05_06415			1
8152										EYG05_06420			1
8153										EYG05_06425			1
8154										EYG05_06480			1
8155										EYG05_06485			1
8156										EYG05_06505			1
8157										EYG05_06510			1
8158										EYG05_06545			1
8159										EYG05_06550			1
8160										EYG05_06555			1
8161										EYG05_06560			1
8162										EYG05_06565			1
8163										EYG05_06580			1
8164										EYG05_06585			1
8165										EYG05_06590			1
8166										EYG05_06645			1
8167										EYG05_06710			1
8168										EYG05_06715			1
8169										EYG05_06720			1
8170										EYG05_06725			1
8171										EYG05_06730			1
8172										EYG05_06735			1
8173										EYG05_06740			1
8174										EYG05_06745			1
8175										EYG05_06750			1
8176										EYG05_06765			1
8177										EYG05_06770			1
8178										EYG05_06775			1
8179										EYG05_06780			1
8180										EYG05_06785			1
8181										EYG05_06790			1
8182										EYG05_06795			1
8183										EYG05_06800			1
8184										EYG05_06805			1
8185										EYG05_06845			1
8186										EYG05_06850			1
8187										EYG05_06855			1
8188										EYG05_06900			1
8189										EYG05_06920			1
8190										EYG05_07040			1
8191										EYG05_07045			1
8192										EYG05_07050			1
8193										EYG05_07055			1
8194										EYG05_07060			1
8195										EYG05_07090			1
8196										EYG05_07210			1
8197										EYG05_07220			1
8198										EYG05_07225			1
8199										EYG05_07230			1
8200										EYG05_07235			1
8201										EYG05_07240			1
8202										EYG05_07310			1
8203										EYG05_07315			1
8204										EYG05_07340			1
8205										EYG05_07345			1
8206										EYG05_07350			1
8207										EYG05_07355			1
8208										EYG05_07360			1
8209										EYG05_07370			1
8210										EYG05_07420			1
8211										EYG05_07425			1
8212										EYG05_07450			1
8213										EYG05_07470			1
8214										EYG05_07475			1
8215										EYG05_07515			1
8216										EYG05_07520			1
8217										EYG05_07525			1
8218										EYG05_07630			1
8219										EYG05_07765			1
8220										EYG05_07770			1
8221										EYG05_07775			1
8222										EYG05_07780			1
8223										EYG05_07785			1
8224										EYG05_07790			1
8225										EYG05_07795			1
8226										EYG05_07800			1
8227										EYG05_07805			1
8228										EYG05_07940			1
8229										EYG05_07945			1
8230										EYG05_07950			1
8231										EYG05_07955			1
8232										EYG05_07960			1
8233										EYG05_07965			1
8234										EYG05_07975			1
8235										EYG05_07985			1
8236										EYG05_07990			1
8237										EYG05_08015			1
8238										EYG05_08045			1
8239										EYG05_08050			1
8240										EYG05_08055			1
8241										EYG05_08060			1
8242											Tper_1427		1
8243											Tper_0583		1
8244											Tper_0584		1
8245											Tper_0585		1
8246											Tper_0586		1
8247											Tper_0587		1
8248											Tper_0588		1
8249											Tper_0589		1
8250											Tper_0590		1
8251											Tper_0172		1
8252											Tper_0230		1
8253											Tper_1609		1
8254											Tper_0359		1
8255											Tper_0361		1
8256											Tper_0362		1
8257											Tper_0390		1
8258											Tper_0391		1
8259											Tper_0394		1
8260											Tper_0415		1
8261											Tper_0416		1
8262											Tper_0417		1
8263											Tper_0418		1
8264											Tper_0419		1
8265											Tper_0420		1
8266											Tper_0423		1
8267											Tper_0441		1
8268											Tper_0162		1
8269											Tper_1137		1
8270											Tper_0443		1
8271											Tper_0466		1
8272											Tper_0467		1
8273											Tper_0468		1
8274											Tper_0469		1
8275											Tper_0472		1
8276											Tper_0477		1
8277											Tper_0478		1
8278											Tper_0479		1
8279											Tper_0480		1
8280											Tper_0481		1
8281											Tper_0482		1
8282											Tper_0483		1
8283											Tper_0484		1
8284											Tper_0485		1
8285											Tper_0486		1
8286											Tper_0487		1
8287											Tper_0488		1
8288											Tper_0489		1
8289											Tper_0490		1
8290											Tper_0491		1
8291											Tper_0492		1
8292											Tper_0493		1
8293											Tper_0495		1
8294											Tper_0496		1
8295											Tper_0497		1
8296											Tper_0498		1
8297											Tper_0500		1
8298											Tper_0501		1
8299											Tper_0502		1
8300											Tper_0503		1
8301											Tper_0505		1
8302											Tper_0513		1
8303											Tper_0525		1
8304											Tper_0526		1
8305											Tper_0527		1
8306											Tper_0528		1
8307											Tper_0542		1
8308											Tper_1140		1
8309											Tper_1141		1
8310											Tper_1142		1
8311											Tper_1145		1
8312											Tper_1146		1
8313											Tper_1430		1
8314											Tper_0001		1
8315											Tper_0002		1
8316											Tper_0003		1
8317											Tper_0998		1
8318											Tper_0741		1
8319											Tper_0743		1
8320											Tper_0744		1
8321											Tper_0745		1
8322											Tper_0746		1
8323											Tper_0751		1
8324											Tper_0774		1
8325											Tper_0775		1
8326											Tper_0776		1
8327											Tper_1450		1
8328											Tper_1451		1
8329											Tper_1458		1
8330											Tper_1470		1
8331											Tper_1481		1
8332											Tper_1482		1
8333											Tper_1483		1
8334											Tper_1497		1
8335											Tper_1498		1
8336											Tper_1502		1
8337											Tper_1507		1
8338											Tper_1508		1
8339											Tper_1509		1
8340											Tper_1510		1
8341											Tper_1526		1
8342											Tper_0173		1
8343											Tper_1600		1
8344											Tper_1601		1
8345											Tper_1069		1
8346											Tper_1070		1
8347											Tper_1071		1
8348											Tper_1072		1
8349											Tper_1183		1
8350											Tper_1184		1
8351											Tper_1185		1
8352											Tper_1186		1
8353											Tper_0169		1
8354											Tper_0170		1
8355											Tper_0171		1
8356											Tper_1266		1
8357											Tper_1267		1
8358											Tper_1268		1
8359											Tper_1269		1
8360											Tper_1270		1
8361											Tper_0049		1
8362											Tper_0050		1
8363											Tper_0051		1
8364											Tper_0052		1
8365											Tper_0053		1
8366											Tper_0054		1
8367											Tper_0055		1
8368											Tper_0056		1
8369											Tper_0057		1
8370											Tper_0058		1
8371											Tper_0072		1
8372											Tper_0862		1
8373											Tper_0820		1
8374											Tper_0821		1
