Bathy	SUP05	R.magnifica	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.okutanii	V.gigas	V.soyoae
MS2017_0990	SP60_07660	Rmag_0575	Rpac_peg_1299	Rpha_peg_133	Rple_peg_624	Rrec_peg_1272	Rsou_peg_803	Vdia_peg_445	Vext_peg_432	COSY_0530	Vgig2_peg_284	Vsoy2_peg_759
MS2017_0991	SP60_07665	Rmag_0574	Rpac_peg_1300	Rpha_peg_134	Rple_peg_625	Rrec_peg_1271	Rsou_peg_804	Vdia_peg_446	Vext_peg_433	COSY_0529	Vgig2_peg_285	Vsoy2_peg_758
MS2017_0994	SP60_07670	Rmag_0573	Rpac_peg_1302	Rpha_peg_135	Rple_peg_626	Rrec_peg_1268	Rsou_peg_805	Vdia_peg_447	Vext_peg_434	COSY_0528	Vgig2_peg_286	Vsoy2_peg_757
MS2017_0995	SP60_07675	Rmag_0572	Rpac_peg_1303	Rpha_peg_136	Rple_peg_627	Rrec_peg_1267	Rsou_peg_806	Vdia_peg_448	Vext_peg_435	COSY_0527	Vgig2_peg_287	Vsoy2_peg_756
MS2017_0998	SP60_07685	Rmag_0571	Rpac_peg_1306	Rpha_peg_142	Rple_peg_1145	Rrec_peg_1263	Rsou_peg_921	Vdia_peg_449	Vext_peg_436	COSY_0526	Vgig2_peg_288	Vsoy2_peg_755
MS2017_0999	SP60_07690	Rmag_0570	Rpac_peg_1307	Rpha_peg_143	Rple_peg_1146	Rrec_peg_1262	Rsou_peg_920	Vdia_peg_450	Vext_peg_437	COSY_0525	Vgig2_peg_289	Vsoy2_peg_754
MS2017_1001	SP60_07825	Rmag_0568	Rpac_peg_1310	Rpha_peg_144	Rple_peg_1147	Rrec_peg_1260	Rsou_peg_919	Vdia_peg_451	Vext_peg_438	COSY_0523	Vgig2_peg_290	Vsoy2_peg_753
MS2017_1002	SP60_07830	Rmag_0567	Rpac_peg_1311	Rpha_peg_145	Rple_peg_1148	Rrec_peg_1259	Rsou_peg_918	Vdia_peg_452	Vext_peg_439	COSY_0522	Vgig2_peg_291	Vsoy2_peg_752
MS2017_1003	SP60_07835	Rmag_0566	Rpac_peg_1312	Rpha_peg_146	Rple_peg_1149	Rrec_peg_1258	Rsou_peg_917	Vdia_peg_453	Vext_peg_440	COSY_0521	Vgig2_peg_292	Vsoy2_peg_751
MS2017_1004	SP60_07840	Rmag_0565	Rpac_peg_1313	Rpha_peg_147	Rple_peg_1150	Rrec_peg_1257	Rsou_peg_916	Vdia_peg_454	Vext_peg_441	COSY_0520	Vgig2_peg_293	Vsoy2_peg_750
MS2017_1006	SP60_07850	Rmag_0563	Rpac_peg_1315	Rpha_peg_149	Rple_peg_1152	Rrec_peg_1254	Rsou_peg_914	Vdia_peg_456	Vext_peg_443	COSY_0518	Vgig2_peg_295	Vsoy2_peg_748
MS2017_1007	SP60_07855	Rmag_0562	Rpac_peg_1317	Rpha_peg_150	Rple_peg_1153	Rrec_peg_1252	Rsou_peg_913	Vdia_peg_458	Vext_peg_445	COSY_0516	Vgig2_peg_297	Vsoy2_peg_746
MS2017_1008	SP60_07860	Rmag_0561	Rpac_peg_1318	Rpha_peg_151	Rple_peg_1154	Rrec_peg_1251	Rsou_peg_912	Vdia_peg_459	Vext_peg_446	COSY_0515	Vgig2_peg_298	Vsoy2_peg_745
MS2017_1009	SP60_07865	Rmag_0560	Rpac_peg_1319	Rpha_peg_152	Rple_peg_1155	Rrec_peg_1250	Rsou_peg_911	Vdia_peg_460	Vext_peg_447	COSY_0514	Vgig2_peg_299	Vsoy2_peg_744
MS2017_1010	SP60_07870	Rmag_0559	Rpac_peg_1320	Rpha_peg_153	Rple_peg_1156	Rrec_peg_1249	Rsou_peg_910	Vdia_peg_461	Vext_peg_448	COSY_0513	Vgig2_peg_300	Vsoy2_peg_743
MS2017_1011	SP60_07875	Rmag_0558	Rpac_peg_1321	Rpha_peg_154	Rple_peg_1157	Rrec_peg_1248	Rsou_peg_909	Vdia_peg_462	Vext_peg_449	COSY_0512	Vgig2_peg_301	Vsoy2_peg_742
MS2017_1013	SP60_07885	Rmag_0556	Rpac_peg_1323	Rpha_peg_156	Rple_peg_1159	Rrec_peg_1246	Rsou_peg_907	Vdia_peg_467	Vext_peg_454	COSY_0510	Vgig2_peg_303	Vsoy2_peg_740
MS2017_1014	SP60_07890	Rmag_0555	Rpac_peg_1324	Rpha_peg_157	Rple_peg_1160	Rrec_peg_1245	Rsou_peg_906	Vdia_peg_468	Vext_peg_455	COSY_0509	Vgig2_peg_304	Vsoy2_peg_739
MS2017_1015	SP60_07895	Rmag_0554	Rpac_peg_1325	Rpha_peg_158	Rple_peg_1161	Rrec_peg_1244	Rsou_peg_905	Vdia_peg_469	Vext_peg_456	COSY_0508	Vgig2_peg_305	Vsoy2_peg_738
MS2017_1016	SP60_07900	Rmag_0553	Rpac_peg_1326	Rpha_peg_159	Rple_peg_1162	Rrec_peg_1243	Rsou_peg_904	Vdia_peg_470	Vext_peg_457	COSY_0507	Vgig2_peg_306	Vsoy2_peg_737
MS2017_1018	SP60_07915	Rmag_0550	Rpac_peg_1329	Rpha_peg_162	Rple_peg_1165	Rrec_peg_1240	Rsou_peg_901	Vdia_peg_472	Vext_peg_459	COSY_0505	Vgig2_peg_308	Vsoy2_peg_734
MS2017_1019	SP60_07920	Rmag_0549	Rpac_peg_1330	Rpha_peg_163	Rple_peg_1166	Rrec_peg_1239	Rsou_peg_900	Vdia_peg_473	Vext_peg_460	COSY_0504	Vgig2_peg_309	Vsoy2_peg_733
MS2017_1020	SP60_07925	Rmag_0548	Rpac_peg_1331	Rpha_peg_164	Rple_peg_1167	Rrec_peg_1238	Rsou_peg_899	Vdia_peg_474	Vext_peg_461	COSY_0503	Vgig2_peg_310	Vsoy2_peg_732
MS2017_1021	SP60_07930	Rmag_0547	Rpac_peg_1332	Rpha_peg_165	Rple_peg_1168	Rrec_peg_1237	Rsou_peg_898	Vdia_peg_475	Vext_peg_462	COSY_0502	Vgig2_peg_311	Vsoy2_peg_731
MS2017_1022	SP60_07935	Rmag_0546	Rpac_peg_1333	Rpha_peg_166	Rple_peg_1169	Rrec_peg_1236	Rsou_peg_897	Vdia_peg_476	Vext_peg_463	COSY_0501	Vgig2_peg_312	Vsoy2_peg_730
MS2017_1025	SP60_07940	Rmag_0545	Rpac_peg_1334	Rpha_peg_167	Rple_peg_1170	Rrec_peg_1235	Rsou_peg_896	Vdia_peg_477	Vext_peg_464	COSY_0500	Vgig2_peg_313	Vsoy2_peg_729
MS2017_1026	SP60_07945	Rmag_0544	Rpac_peg_1335	Rpha_peg_168	Rple_peg_1171	Rrec_peg_1234	Rsou_peg_895	Vdia_peg_478	Vext_peg_465	COSY_0499	Vgig2_peg_314	Vsoy2_peg_728
MS2017_1027	SP60_07950	Rmag_0543	Rpac_peg_1336	Rpha_peg_169	Rple_peg_1172	Rrec_peg_1233	Rsou_peg_894	Vdia_peg_479	Vext_peg_466	COSY_0498	Vgig2_peg_315	Vsoy2_peg_727
MS2017_1028	SP60_07955	Rmag_0542	Rpac_peg_1337	Rpha_peg_170	Rple_peg_1173	Rrec_peg_1232	Rsou_peg_893	Vdia_peg_480	Vext_peg_467	COSY_0497	Vgig2_peg_316	Vsoy2_peg_726
MS2017_1036	SP60_08065	Rmag_0526	Rpac_peg_1371	Rpha_peg_207	Rple_peg_1195	Rrec_peg_1202	Rsou_peg_108	Vdia_peg_493	Vext_peg_480	COSY_0482	Vgig2_peg_331	Vsoy2_peg_711
MS2017_1049	SP60_08115	Rmag_0525	Rpac_peg_1373	Rpha_peg_210	Rple_peg_1197	Rrec_peg_1197	Rsou_peg_105	Vdia_peg_494	Vext_peg_481	COSY_0481	Vgig2_peg_332	Vsoy2_peg_710
MS2017_1050	SP60_08120	Rmag_0524	Rpac_peg_1374	Rpha_peg_211	Rple_peg_1198	Rrec_peg_1196	Rsou_peg_104	Vdia_peg_495	Vext_peg_482	COSY_0480	Vgig2_peg_333	Vsoy2_peg_709
MS2017_1053	SP60_08125	Rmag_0523	Rpac_peg_1375	Rpha_peg_212	Rple_peg_1199	Rrec_peg_1195	Rsou_peg_103	Vdia_peg_496	Vext_peg_483	COSY_0479	Vgig2_peg_334	Vsoy2_peg_708
MS2017_1086	SP60_08135	Rmag_0522	Rpac_peg_1376	Rpha_peg_221	Rple_peg_1201	Rrec_peg_1193	Rsou_peg_93	Vdia_peg_497	Vext_peg_484	COSY_0478	Vgig2_peg_335	Vsoy2_peg_707
MS2017_1093	SP60_00005	Rmag_0520	Rpac_peg_1384	Rpha_peg_232	Rple_peg_1203	Rrec_peg_1191	Rsou_peg_82	Vdia_peg_498	Vext_peg_485	COSY_0477	Vgig2_peg_336	Vsoy2_peg_706
MS2017_1094	SP60_00010	Rmag_0518	Rpac_peg_1389	Rpha_peg_244	Rple_peg_1205	Rrec_peg_1188	Rsou_peg_1836	Vdia_peg_499	Vext_peg_486	COSY_0476	Vgig2_peg_337	Vsoy2_peg_705
MS2017_1097	SP60_00030	Rmag_0514	Rpac_peg_1393	Rpha_peg_248	Rple_peg_1209	Rrec_peg_1184	Rsou_peg_1831	Vdia_peg_502	Vext_peg_489	COSY_0472	Vgig2_peg_341	Vsoy2_peg_701
MS2017_1098	SP60_00035	Rmag_0513	Rpac_peg_1394	Rpha_peg_249	Rple_peg_1210	Rrec_peg_1183	Rsou_peg_1830	Vdia_peg_503	Vext_peg_490	COSY_0471	Vgig2_peg_342	Vsoy2_peg_700
MS2017_1099	SP60_00040	Rmag_0512	Rpac_peg_1395	Rpha_peg_250	Rple_peg_1211	Rrec_peg_1182	Rsou_peg_1829	Vdia_peg_504	Vext_peg_491	COSY_0470	Vgig2_peg_343	Vsoy2_peg_699
MS2017_1100	SP60_00045	Rmag_0511	Rpac_peg_1396	Rpha_peg_251	Rple_peg_1212	Rrec_peg_1181	Rsou_peg_1828	Vdia_peg_505	Vext_peg_492	COSY_0469	Vgig2_peg_344	Vsoy2_peg_698
MS2017_1101	SP60_00050	Rmag_0510	Rpac_peg_1397	Rpha_peg_252	Rple_peg_1213	Rrec_peg_1180	Rsou_peg_1827	Vdia_peg_506	Vext_peg_493	COSY_0468	Vgig2_peg_345	Vsoy2_peg_697
MS2017_1132	SP60_07615	Rmag_0583	Rpac_peg_1289	Rpha_peg_123	Rple_peg_608	Rrec_peg_1282	Rsou_peg_794	Vdia_peg_437	Vext_peg_424	COSY_0538	Vgig2_peg_276	Vsoy2_peg_767
MS2017_1134	SP60_07605	Rmag_0584	Rpac_peg_1287	Rpha_peg_121	Rple_peg_606	Rrec_peg_1284	Rsou_peg_792	Vdia_peg_435	Vext_peg_423	COSY_0539	Vgig2_peg_275	Vsoy2_peg_769
MS2017_1135	SP60_07600	Rmag_0585	Rpac_peg_1286	Rpha_peg_120	Rple_peg_605	Rrec_peg_1285	Rsou_peg_791	Vdia_peg_434	Vext_peg_422	COSY_0540	Vgig2_peg_274	Vsoy2_peg_770
MS2017_1145	SP60_00400	Rmag_0464	Rpac_peg_947	Rpha_peg_323	Rple_peg_1277	Rrec_peg_1112	Rsou_peg_1840	Vdia_peg_546	Vext_peg_534	COSY_0429	Vgig2_peg_389	Vsoy2_peg_656
MS2017_1146	SP60_00405	Rmag_0463	Rpac_peg_948	Rpha_peg_324	Rple_peg_1278	Rrec_peg_1111	Rsou_peg_1839	Vdia_peg_547	Vext_peg_535	COSY_0428	Vgig2_peg_390	Vsoy2_peg_655
MS2017_1147	SP60_00410	Rmag_0462	Rpac_peg_949	Rpha_peg_325	Rple_peg_1279	Rrec_peg_1110	Rsou_peg_1838	Vdia_peg_548	Vext_peg_536	COSY_0427	Vgig2_peg_391	Vsoy2_peg_654
MS2017_1150	SP60_07210	Rmag_0635	Rpac_peg_1217	Rpha_peg_1165	Rple_peg_502	Rrec_peg_1360	Rsou_peg_811	Vdia_peg_389	Vext_peg_377	COSY_0586	Vgig2_peg_227	Vsoy2_peg_821
MS2017_1166	SP60_00130	Rmag_0507	Rpac_peg_889	Rpha_peg_264	Rple_peg_1217	Rrec_peg_1163	Rsou_peg_1187	Vdia_peg_509	Vext_peg_496	COSY_0465	Vgig2_peg_348	Vsoy2_peg_694
MS2017_1167	SP60_00135	Rmag_0506	Rpac_peg_890	Rpha_peg_265	Rple_peg_1218	Rrec_peg_1162	Rsou_peg_1188	Vdia_peg_510	Vext_peg_497	COSY_0464	Vgig2_peg_349	Vsoy2_peg_693
MS2017_1168	SP60_00140	Rmag_0505	Rpac_peg_891	Rpha_peg_266	Rple_peg_1219	Rrec_peg_1161	Rsou_peg_1189	Vdia_peg_511	Vext_peg_498	COSY_0463	Vgig2_peg_350	Vsoy2_peg_692
MS2017_1169	SP60_00145	Rmag_0504	Rpac_peg_892	Rpha_peg_267	Rple_peg_1220	Rrec_peg_1160	Rsou_peg_1190	Vdia_peg_512	Vext_peg_499	COSY_0462	Vgig2_peg_351	Vsoy2_peg_691
MS2017_1173	SP60_00155	Rmag_0502	Rpac_peg_894	Rpha_peg_269	Rple_peg_1224	Rrec_peg_1158	Rsou_peg_1812	Vdia_peg_513	Vext_peg_500	COSY_0461	Vgig2_peg_352	Vsoy2_peg_690
MS2017_1176	SP60_00175	Rmag_0499	Rpac_peg_897	Rpha_peg_272	Rple_peg_1227	Rrec_peg_1155	Rsou_peg_1809	Vdia_peg_517	Vext_peg_504	COSY_0459	Vgig2_peg_355	Vsoy2_peg_688
MS2017_1177	SP60_00180	Rmag_0498	Rpac_peg_898	Rpha_peg_273	Rple_peg_1228	Rrec_peg_1154	Rsou_peg_1695	Vdia_peg_518	Vext_peg_505	COSY_0458	Vgig2_peg_356	Vsoy2_peg_687
MS2017_1190	SP60_00185	Rmag_0497	Rpac_peg_899	Rpha_peg_274	Rple_peg_1229	Rrec_peg_1153	Rsou_peg_1694	Vdia_peg_519	Vext_peg_506	COSY_0457	Vgig2_peg_357	Vsoy2_peg_686
MS2017_1191	SP60_00190	Rmag_0496	Rpac_peg_900	Rpha_peg_275	Rple_peg_1230	Rrec_peg_1152	Rsou_peg_1693	Vdia_peg_520	Vext_peg_507	COSY_0456	Vgig2_peg_358	Vsoy2_peg_685
MS2017_1192	SP60_00195	Rmag_0495	Rpac_peg_901	Rpha_peg_276	Rple_peg_1231	Rrec_peg_1151	Rsou_peg_1692	Vdia_peg_521	Vext_peg_508	COSY_0455	Vgig2_peg_359	Vsoy2_peg_684
MS2017_1194	SP60_00205	Rmag_0493	Rpac_peg_903	Rpha_peg_278	Rple_peg_1233	Rrec_peg_1149	Rsou_peg_1690	Vdia_peg_522	Vext_peg_509	COSY_0454	Vgig2_peg_360	Vsoy2_peg_683
MS2017_1217	SP60_00210	Rmag_0492	Rpac_peg_904	Rpha_peg_285	Rple_peg_1234	Rrec_peg_1148	Rsou_peg_1689	Vdia_peg_523	Vext_peg_510	COSY_0453	Vgig2_peg_361	Vsoy2_peg_682
MS2017_1218	SP60_00215	Rmag_0491	Rpac_peg_905	Rpha_peg_286	Rple_peg_1235	Rrec_peg_1147	Rsou_peg_1688	Vdia_peg_524	Vext_peg_511	COSY_0452	Vgig2_peg_362	Vsoy2_peg_681
MS2017_1219	SP60_00220	Rmag_0490	Rpac_peg_906	Rpha_peg_287	Rple_peg_1236	Rrec_peg_1146	Rsou_peg_1340	Vdia_peg_525	Vext_peg_512	COSY_0451	Vgig2_peg_363	Vsoy2_peg_680
MS2017_1222	SP60_00235	Rmag_0487	Rpac_peg_909	Rpha_peg_290	Rple_peg_1240	Rrec_peg_1143	Rsou_peg_1343	Vdia_peg_526	Vext_peg_514	COSY_0450	Vgig2_peg_367	Vsoy2_peg_678
MS2017_1224	SP60_08035	Rmag_0528	Rpac_peg_1367	Rpha_peg_202	Rple_peg_1193	Rrec_peg_1206	Rsou_peg_113	Vdia_peg_491	Vext_peg_478	COSY_0484	Vgig2_peg_329	Vsoy2_peg_713
MS2017_1225	SP60_08030	Rmag_0529	Rpac_peg_1366	Rpha_peg_201	Rple_peg_1192	Rrec_peg_1207	Rsou_peg_114	Vdia_peg_490	Vext_peg_477	COSY_0485	Vgig2_peg_328	Vsoy2_peg_714
MS2017_1228	SP60_08020	Rmag_0531	Rpac_peg_1364	Rpha_peg_198	Rple_peg_1190	Rrec_peg_1209	Rsou_peg_868	Vdia_peg_488	Vext_peg_475	COSY_0487	Vgig2_peg_326	Vsoy2_peg_716
MS2017_1229	SP60_08015	Rmag_0532	Rpac_peg_1363	Rpha_peg_197	Rple_peg_1189	Rrec_peg_1210	Rsou_peg_869	Vdia_peg_487	Vext_peg_474	COSY_0488	Vgig2_peg_325	Vsoy2_peg_717
MS2017_1230	SP60_08010	Rmag_0533	Rpac_peg_1362	Rpha_peg_196	Rple_peg_1188	Rrec_peg_1211	Rsou_peg_870	Vdia_peg_486	Vext_peg_473	COSY_0489	Vgig2_peg_324	Vsoy2_peg_718
MS2017_1231	SP60_08005	Rmag_0534	Rpac_peg_1361	Rpha_peg_195	Rple_peg_1187	Rrec_peg_1212	Rsou_peg_871	Vdia_peg_485	Vext_peg_472	COSY_0490	Vgig2_peg_323	Vsoy2_peg_719
MS2017_1235	SP60_08000	Rmag_0535	Rpac_peg_1360	Rpha_peg_194	Rple_peg_1186	Rrec_peg_1213	Rsou_peg_872	Vdia_peg_484	Vext_peg_471	COSY_0491	Vgig2_peg_322	Vsoy2_peg_720
MS2017_1237	SP60_07990	Rmag_0537	Rpac_peg_1358	Rpha_peg_192	Rple_peg_1184	Rrec_peg_1215	Rsou_peg_874	Vdia_peg_482	Vext_peg_469	COSY_0493	Vgig2_peg_320	Vsoy2_peg_722
MS2017_1238	SP60_00245	Rmag_0486	Rpac_peg_912	Rpha_peg_294	Rple_peg_1241	Rrec_peg_1142	Rsou_peg_1876	Vdia_peg_527	Vext_peg_515	COSY_0449	Vgig2_peg_368	Vsoy2_peg_677
MS2017_1239	SP60_00250	Rmag_0485	Rpac_peg_913	Rpha_peg_295	Rple_peg_1242	Rrec_peg_1141	Rsou_peg_1875	Vdia_peg_528	Vext_peg_516	COSY_0448	Vgig2_peg_369	Vsoy2_peg_676
MS2017_1240	SP60_00255	Rmag_0484	Rpac_peg_914	Rpha_peg_296	Rple_peg_1243	Rrec_peg_1140	Rsou_peg_1874	Vdia_peg_529	Vext_peg_517	COSY_0447	Vgig2_peg_370	Vsoy2_peg_675
MS2017_1241	SP60_00260	Rmag_0483	Rpac_peg_915	Rpha_peg_297	Rple_peg_1244	Rrec_peg_1139	Rsou_peg_1873	Vdia_peg_530	Vext_peg_518	COSY_0446	Vgig2_peg_371	Vsoy2_peg_674
MS2017_1242	SP60_00265	Rmag_0482	Rpac_peg_916	Rpha_peg_298	Rple_peg_1245	Rrec_peg_1138	Rsou_peg_1872	Vdia_peg_531	Vext_peg_519	COSY_0445	Vgig2_peg_372	Vsoy2_peg_673
MS2017_1243	SP60_00270	Rmag_0481	Rpac_peg_917	Rpha_peg_299	Rple_peg_1246	Rrec_peg_1137	Rsou_peg_1871	Vdia_peg_532	Vext_peg_520	COSY_0444	Vgig2_peg_373	Vsoy2_peg_672
MS2017_1247	SP60_00290	Rmag_0478	Rpac_peg_925	Rpha_peg_304	Rple_peg_1253	Rrec_peg_1131	Rsou_peg_1866	Vdia_peg_535	Vext_peg_523	COSY_0441	Vgig2_peg_376	Vsoy2_peg_669
MS2017_1248	SP60_00295	Rmag_0477	Rpac_peg_926	Rpha_peg_305	Rple_peg_1254	Rrec_peg_1130	Rsou_peg_1865	Vdia_peg_536	Vext_peg_524	COSY_0440	Vgig2_peg_377	Vsoy2_peg_668
MS2017_1249	SP60_00300	Rmag_0476	Rpac_peg_927	Rpha_peg_306	Rple_peg_1255	Rrec_peg_1129	Rsou_peg_1864	Vdia_peg_537	Vext_peg_525	COSY_0439	Vgig2_peg_378	Vsoy2_peg_667
MS2017_1250	SP60_00305	Rmag_0475	Rpac_peg_928	Rpha_peg_307	Rple_peg_1256	Rrec_peg_1128	Rsou_peg_1863	Vdia_peg_538	Vext_peg_526	COSY_0438	Vgig2_peg_379	Vsoy2_peg_666
MS2017_1251	SP60_00575	Rmag_0433	Rpac_peg_1000	Rpha_peg_414	Rple_peg_1325	Rrec_peg_1059	Rsou_peg_1424	Vdia_peg_574	Vext_peg_562	COSY_0403	Vgig2_peg_416	Vsoy2_peg_628
MS2017_1256	SP60_00610	Rmag_0432	Rpac_peg_1002	Rpha_peg_418	Rple_peg_1326	Rrec_peg_1055	Rsou_peg_1980	Vdia_peg_575	Vext_peg_563	COSY_0401	Vgig2_peg_417	Vsoy2_peg_627
MS2017_1258	SP60_00650	Rmag_0430	Rpac_peg_1005	Rpha_peg_421	Rple_peg_1329	Rrec_peg_1053	Rsou_peg_1978	Vdia_peg_576	Vext_peg_564	COSY_0399	Vgig2_peg_418	Vsoy2_peg_626
MS2017_1266	SP60_00675	Rmag_0425	Rpac_peg_1013	Rpha_peg_428	Rple_peg_1338	Rrec_peg_1047	Rsou_peg_386	Vdia_peg_582	Vext_peg_570	COSY_0396	Vgig2_peg_425	Vsoy2_peg_621
MS2017_1392	SP60_00740	Rmag_0423	Rpac_peg_1407	Rpha_peg_451	Rple_peg_1651	Rrec_peg_1035	Rsou_peg_628	Vdia_peg_585	Vext_peg_573	COSY_0392	Vgig2_peg_428	Vsoy2_peg_618
MS2017_1395	SP60_00755	Rmag_0421	Rpac_peg_1415	Rpha_peg_460	Rple_peg_1648	Rrec_peg_1027	Rsou_peg_631	Vdia_peg_589	Vext_peg_577	COSY_0390	Vgig2_peg_430	Vsoy2_peg_616
MS2017_1396	SP60_00760	Rmag_0420	Rpac_peg_1416	Rpha_peg_461	Rple_peg_1647	Rrec_peg_1026	Rsou_peg_632	Vdia_peg_590	Vext_peg_578	COSY_0389	Vgig2_peg_431	Vsoy2_peg_615
MS2017_1397	SP60_00765	Rmag_0419	Rpac_peg_1417	Rpha_peg_462	Rple_peg_1646	Rrec_peg_1025	Rsou_peg_633	Vdia_peg_591	Vext_peg_579	COSY_0388	Vgig2_peg_432	Vsoy2_peg_614
MS2017_1398	SP60_00775	Rmag_0417	Rpac_peg_1419	Rpha_peg_464	Rple_peg_1644	Rrec_peg_1023	Rsou_peg_635	Vdia_peg_593	Vext_peg_581	COSY_0386	Vgig2_peg_434	Vsoy2_peg_612
MS2017_1399	SP60_00780	Rmag_0416	Rpac_peg_1420	Rpha_peg_465	Rple_peg_1643	Rrec_peg_1022	Rsou_peg_636	Vdia_peg_594	Vext_peg_582	COSY_0385	Vgig2_peg_435	Vsoy2_peg_611
MS2017_1406	SP60_00785	Rmag_0415	Rpac_peg_1421	Rpha_peg_466	Rple_peg_1642	Rrec_peg_1021	Rsou_peg_637	Vdia_peg_595	Vext_peg_583	COSY_0384	Vgig2_peg_436	Vsoy2_peg_610
MS2017_1407	SP60_00790	Rmag_0414	Rpac_peg_1422	Rpha_peg_467	Rple_peg_1641	Rrec_peg_1020	Rsou_peg_638	Vdia_peg_596	Vext_peg_584	COSY_0383	Vgig2_peg_437	Vsoy2_peg_609
MS2017_1411	SP60_00795	Rmag_0413	Rpac_peg_1423	Rpha_peg_476	Rple_peg_1640	Rrec_peg_1019	Rsou_peg_640	Vdia_peg_597	Vext_peg_585	COSY_0382	Vgig2_peg_438	Vsoy2_peg_608
MS2017_1412	SP60_00800	Rmag_0412	Rpac_peg_1424	Rpha_peg_477	Rple_peg_1639	Rrec_peg_1018	Rsou_peg_641	Vdia_peg_598	Vext_peg_586	COSY_0381	Vgig2_peg_439	Vsoy2_peg_607
MS2017_1413	SP60_00805	Rmag_0411	Rpac_peg_1425	Rpha_peg_478	Rple_peg_1638	Rrec_peg_1017	Rsou_peg_642	Vdia_peg_599	Vext_peg_587	COSY_0380	Vgig2_peg_440	Vsoy2_peg_606
MS2017_1423	SP60_00820	Rmag_0410	Rpac_peg_1426	Rpha_peg_479	Rple_peg_1637	Rrec_peg_1016	Rsou_peg_643	Vdia_peg_600	Vext_peg_588	COSY_0379	Vgig2_peg_441	Vsoy2_peg_605
MS2017_1424	SP60_00825	Rmag_0409	Rpac_peg_1427	Rpha_peg_480	Rple_peg_1636	Rrec_peg_1015	Rsou_peg_644	Vdia_peg_601	Vext_peg_589	COSY_0378	Vgig2_peg_442	Vsoy2_peg_604
MS2017_1430	SP60_00905	Rmag_0405	Rpac_peg_1434	Rpha_peg_496	Rple_peg_1631	Rrec_peg_1008	Rsou_peg_1729	Vdia_peg_604	Vext_peg_592	COSY_0376	Vgig2_peg_444	Vsoy2_peg_601
MS2017_1431	SP60_00910	Rmag_0404	Rpac_peg_1435	Rpha_peg_497	Rple_peg_1630	Rrec_peg_1007	Rsou_peg_1728	Vdia_peg_605	Vext_peg_593	COSY_0375	Vgig2_peg_445	Vsoy2_peg_600
MS2017_1437	SP60_00980	Rmag_0398	Rpac_peg_1448	Rpha_peg_510	Rple_peg_1622	Rrec_peg_993	Rsou_peg_1721	Vdia_peg_608	Vext_peg_596	COSY_0369	Vgig2_peg_448	Vsoy2_peg_597
MS2017_1438	SP60_00985	Rmag_0397	Rpac_peg_1449	Rpha_peg_511	Rple_peg_1621	Rrec_peg_992	Rsou_peg_1720	Vdia_peg_609	Vext_peg_597	COSY_0368	Vgig2_peg_449	Vsoy2_peg_596
MS2017_1439	SP60_00990	Rmag_0396	Rpac_peg_1450	Rpha_peg_512	Rple_peg_1620	Rrec_peg_991	Rsou_peg_1719	Vdia_peg_610	Vext_peg_598	COSY_0367	Vgig2_peg_450	Vsoy2_peg_595
MS2017_1442	SP60_00995	Rmag_0395	Rpac_peg_1451	Rpha_peg_513	Rple_peg_1618	Rrec_peg_990	Rsou_peg_1718	Vdia_peg_611	Vext_peg_599	COSY_0366	Vgig2_peg_451	Vsoy2_peg_594
MS2017_1443	SP60_01000	Rmag_0394	Rpac_peg_1452	Rpha_peg_514	Rple_peg_1617	Rrec_peg_989	Rsou_peg_1717	Vdia_peg_612	Vext_peg_600	COSY_0365	Vgig2_peg_452	Vsoy2_peg_593
MS2017_1444	SP60_01005	Rmag_0392	Rpac_peg_1455	Rpha_peg_515	Rple_peg_1614	Rrec_peg_986	Rsou_peg_1716	Vdia_peg_613	Vext_peg_601	COSY_0364	Vgig2_peg_453	Vsoy2_peg_592
MS2017_1447	SP60_01025	Rmag_0389	Rpac_peg_558	Rpha_peg_521	Rple_peg_741	Rrec_peg_39	Rsou_peg_1973	Vdia_peg_614	Vext_peg_602	COSY_0363	Vgig2_peg_454	Vsoy2_peg_591
MS2017_1461	SP60_01030	Rmag_0388	Rpac_peg_557	Rpha_peg_522	Rple_peg_740	Rrec_peg_40	Rsou_peg_1972	Vdia_peg_615	Vext_peg_603	COSY_0362	Vgig2_peg_455	Vsoy2_peg_590
MS2017_1463	SP60_01045	Rmag_0386	Rpac_peg_555	Rpha_peg_524	Rple_peg_738	Rrec_peg_42	Rsou_peg_1970	Vdia_peg_617	Vext_peg_605	COSY_0360	Vgig2_peg_457	Vsoy2_peg_588
MS2017_1464	SP60_01050	Rmag_0385	Rpac_peg_554	Rpha_peg_525	Rple_peg_737	Rrec_peg_43	Rsou_peg_1969	Vdia_peg_618	Vext_peg_606	COSY_0359	Vgig2_peg_458	Vsoy2_peg_587
MS2017_1465	SP60_01055	Rmag_0384	Rpac_peg_553	Rpha_peg_526	Rple_peg_736	Rrec_peg_44	Rsou_peg_2006	Vdia_peg_619	Vext_peg_607	COSY_0358	Vgig2_peg_459	Vsoy2_peg_586
MS2017_1466	SP60_01060	Rmag_0383	Rpac_peg_552	Rpha_peg_527	Rple_peg_735	Rrec_peg_45	Rsou_peg_2007	Vdia_peg_620	Vext_peg_608	COSY_0357	Vgig2_peg_460	Vsoy2_peg_585
