	CDC	GC	GC1	GC2	GC3	Genome	P(CDC)	gene_id	locus_tag
13215	0.131048	0.313333	0.4	0.25	0.29	R.southwardae	0.9294		Rsou_peg_223
13216	0.144349	0.359551	0.426966	0.325843	0.325843	R.southwardae	0.0314		Rsou_peg_222
13217	0.129507	0.32381	0.387302	0.28254	0.301587	R.southwardae	0.0		Rsou_peg_221
13218	0.119599	0.383659	0.48135	0.34103	0.328597	R.southwardae	0.0		Rsou_peg_220
13219	0.155249	0.359568	0.490741	0.314815	0.273148	R.southwardae	0.0004		Rsou_peg_219
13220	0.161348	0.386431	0.433628	0.410029	0.315634	R.southwardae	0.0		Rsou_peg_218
13221	0.181759	0.399377	0.465421	0.392523	0.340187	R.southwardae	0.0		Rsou_peg_217
13222	0.117686	0.369847	0.484099	0.321555	0.303887	R.southwardae	0.0016		Rsou_peg_215
13223	0.209136	0.347826	0.347826	0.347826	0.347826	R.southwardae	0.013		Rsou_peg_214
13224	0.229174	0.299242	0.386364	0.261364	0.25	R.southwardae	0.0326		Rsou_peg_213
13225	0.151905	0.315789	0.451128	0.233083	0.263158	R.southwardae	0.0804		Rsou_peg_209
13226	0.118592	0.306138	0.368298	0.284382	0.265734	R.southwardae	0.0		Rsou_peg_207
13227	0.24799	0.376906	0.418301	0.424837	0.287582	R.southwardae	0.0		Rsou_peg_206
13228	0.200861	0.352142	0.407524	0.351097	0.297806	R.southwardae	0.0		Rsou_peg_205
13229	0.28416	0.407407	0.349206	0.444444	0.428571	R.southwardae	0.264		Rsou_peg_204
13230	0.224325	0.349462	0.365591	0.403226	0.27957	R.southwardae	0.0		Rsou_peg_203
13231	0.210736	0.362869	0.405063	0.379747	0.303797	R.southwardae	0.1862		Rsou_peg_202
13232	0.293983	0.396226	0.433962	0.339623	0.415094	R.southwardae	0.5666		Rsou_peg_201
13233	0.237726	0.254386	0.315789	0.210526	0.236842	R.southwardae	0.9614		Rsou_peg_200
13234	0.264062	0.357143	0.404762	0.380952	0.285714	R.southwardae	0.7364		Rsou_peg_199
13235	0.195053	0.415094	0.424528	0.5	0.320755	R.southwardae	0.378		Rsou_peg_198
13236	0.178999	0.421569	0.485294	0.441176	0.338235	R.southwardae	0.3932		Rsou_peg_197
13237	0.175793	0.418239	0.5	0.40566	0.349057	R.southwardae	0.5258		Rsou_peg_196
13238	0.188069	0.345833	0.425	0.2375	0.375	R.southwardae	0.3638		Rsou_peg_195
13239	0.188062	0.40824	0.47191	0.41573	0.337079	R.southwardae	0.003		Rsou_peg_194
13240	0.260183	0.333333	0.395833	0.291667	0.3125	R.southwardae	0.835		Rsou_peg_193
13241	0.151088	0.365231	0.492823	0.373206	0.229665	R.southwardae	0.0002		Rsou_peg_192
13242	0.152549	0.389247	0.451613	0.4	0.316129	R.southwardae	0.1058		Rsou_peg_191
13243	0.152575	0.372475	0.469697	0.386364	0.261364	R.southwardae	0.0		Rsou_peg_190
13244	0.155451	0.378378	0.506757	0.337838	0.290541	R.southwardae	0.1064		Rsou_peg_189
13245	0.244354	0.383562	0.410959	0.493151	0.246575	R.southwardae	0.1024		Rsou_peg_188
13246	0.194246	0.316479	0.41573	0.252809	0.280899	R.southwardae	0.0		Rsou_peg_187
13247	0.208328	0.358127	0.363636	0.371901	0.338843	R.southwardae	0.025		Rsou_peg_186
13248	0.235362	0.339286	0.589286	0.214286	0.214286	R.southwardae	0.2584		Rsou_peg_185
13249	0.118514	0.300654	0.441176	0.254902	0.205882	R.southwardae	0.8342		Rsou_peg_184
13250	0.242719	0.428571	0.471429	0.457143	0.357143	R.southwardae	0.5126		Rsou_peg_183
13251	0.317063	0.462121	0.477273	0.5	0.409091	R.southwardae	0.4948		Rsou_peg_182
13252	0.128307	0.387111	0.480154	0.370038	0.31114	R.southwardae	0.0		Rsou_peg_175
13253	0.177768	0.375683	0.446721	0.362705	0.317623	R.southwardae	0.0		Rsou_peg_174
13254	0.112685	0.360424	0.461131	0.321555	0.298587	R.southwardae	0.0		Rsou_peg_173
13255	0.126117	0.367769	0.42562	0.378099	0.299587	R.southwardae	0.0		Rsou_peg_172
13256	0.225836	0.388186	0.405063	0.392405	0.367089	R.southwardae	0.5504		Rsou_peg_169
13257	0.186723	0.31694	0.344262	0.409836	0.196721	R.southwardae	0.7564		Rsou_peg_168
13258	0.106932	0.347287	0.446512	0.339535	0.255814	R.southwardae	0.2002		Rsou_peg_167
13259	0.245176	0.380313	0.442953	0.389262	0.308725	R.southwardae	0.0		Rsou_peg_162
13260	0.238966	0.363248	0.448718	0.307692	0.333333	R.southwardae	0.2828		Rsou_peg_161
13261	0.153107	0.352564	0.423077	0.336538	0.298077	R.southwardae	0.0014		Rsou_peg_160
13262	0.157712	0.313063	0.378378	0.263514	0.297297	R.southwardae	0.0402		Rsou_peg_159
13263	0.148165	0.356589	0.453488	0.302326	0.313953	R.southwardae	0.4346		Rsou_peg_158
13264	0.298744	0.426667	0.44	0.4	0.44	R.southwardae	0.8702		Rsou_peg_157
13265	0.18177	0.292517	0.387755	0.214286	0.27551	R.southwardae	0.1616		Rsou_peg_156
13266	0.227717	0.374532	0.404494	0.393258	0.325843	R.southwardae	0.258		Rsou_peg_155
13267	0.124019	0.344322	0.428571	0.263736	0.340659	R.southwardae	0.2372		Rsou_peg_154
13268	0.174258	0.292683	0.414634	0.219512	0.243902	R.southwardae	0.079		Rsou_peg_153
13269	0.112974	0.296099	0.319149	0.260638	0.308511	R.southwardae	0.0598		Rsou_peg_152
13270	0.125507	0.378931	0.391509	0.45283	0.292453	R.southwardae	0.0292		Rsou_peg_150
13271	0.223103	0.390181	0.426357	0.395349	0.348837	R.southwardae	0.0048		Rsou_peg_149
13272	0.17694	0.348259	0.41791	0.308458	0.318408	R.southwardae	0.0002		Rsou_peg_148
13273	0.207883	0.345679	0.425926	0.314815	0.296296	R.southwardae	0.0638		Rsou_peg_147
13274	0.224357	0.241667	0.3	0.15	0.275	R.southwardae	0.857		Rsou_peg_146
13275	0.269207	0.394309	0.414634	0.512195	0.256098	R.southwardae	0.0156		Rsou_peg_145
13276	0.308253	0.377778	0.4	0.466667	0.266667	R.southwardae	0.085		Rsou_peg_144
13277	0.240585	0.371795	0.5	0.307692	0.307692	R.southwardae	0.8852		Rsou_peg_143
13278	0.234993	0.357143	0.371429	0.414286	0.285714	R.southwardae	0.3914		Rsou_peg_142
13279	0.189153	0.322404	0.442623	0.311475	0.213115	R.southwardae	0.603		Rsou_peg_140
13280	0.170256	0.369637	0.485149	0.267327	0.356436	R.southwardae	0.4788		Rsou_peg_139
13281	0.12218	0.29771	0.419847	0.29771	0.175573	R.southwardae	0.4678		Rsou_peg_138
13282	0.223906	0.350515	0.391753	0.340206	0.319588	R.southwardae	0.068		Rsou_peg_137
13283	0.166715	0.414474	0.486842	0.447368	0.309211	R.southwardae	0.061		Rsou_peg_136
13284	0.125536	0.397531	0.514815	0.4	0.277778	R.southwardae	0.001		Rsou_peg_135
13285	0.142364	0.384379	0.527675	0.348708	0.276753	R.southwardae	0.0		Rsou_peg_134
13286	0.135527	0.402025	0.542299	0.37961	0.284165	R.southwardae	0.0		Rsou_peg_133
13287	0.14435	0.385373	0.49789	0.367089	0.291139	R.southwardae	0.0008		Rsou_peg_130
13288	0.317193	0.380952	0.367347	0.265306	0.510204	R.southwardae	0.0842		Rsou_peg_126
13289	0.492422	0.451389	0.604167	0.291667	0.458333	R.southwardae	0.0		Rsou_peg_125
13290	0.287438	0.490741	0.453704	0.5	0.518519	R.southwardae	0.0		Rsou_peg_124
13291	0.124774	0.364261	0.371134	0.371134	0.350515	R.southwardae	0.0408		Rsou_peg_123
13292	0.08723	0.345802	0.411471	0.32419	0.301746	R.southwardae	0.0008		Rsou_peg_122
13293	0.242062	0.434272	0.415493	0.429577	0.457746	R.southwardae	0.0		Rsou_peg_121
13294	0.28161	0.473333	0.44	0.56	0.42	R.southwardae	0.3438		Rsou_peg_120
13295	0.288465	0.485597	0.45679	0.567901	0.432099	R.southwardae	0.009		Rsou_peg_119
13296	0.250285	0.411255	0.519481	0.363636	0.350649	R.southwardae	0.1328		Rsou_peg_118
13297	0.218484	0.490196	0.505882	0.364706	0.6	R.southwardae	0.2338		Rsou_peg_117
13298	0.408651	0.490196	0.617647	0.426471	0.426471	R.southwardae	0.0		Rsou_peg_2091
13299	0.196923	0.488889	0.533333	0.48	0.453333	R.southwardae	0.0268		Rsou_peg_116
13300	0.167362	0.472934	0.529915	0.504274	0.384615	R.southwardae	0.603		Rsou_peg_115
13301	0.196217	0.35	0.375	0.4125	0.2625	R.southwardae	0.4122		Rsou_peg_2092
13302	0.167798	0.382906	0.476923	0.348718	0.323077	R.southwardae	0.0004		Rsou_peg_112
13303	0.108503	0.347682	0.453642	0.34106	0.248344	R.southwardae	0.0016		Rsou_peg_111
13304	0.116085	0.353488	0.413953	0.367442	0.27907	R.southwardae	0.0628		Rsou_peg_110
13305	0.118791	0.346264	0.465517	0.271552	0.301724	R.southwardae	0.0112		Rsou_peg_109
13306	0.123724	0.386819	0.501433	0.398281	0.260745	R.southwardae	0.0		Rsou_peg_107
13307	0.120793	0.344292	0.438356	0.326027	0.268493	R.southwardae	0.0		Rsou_peg_106
13308	0.210185	0.252033	0.268293	0.219512	0.268293	R.southwardae	0.8788		Rsou_peg_102
13309	0.112557	0.346491	0.422932	0.31391	0.302632	R.southwardae	0.0		Rsou_peg_101
13310	0.090087	0.367446	0.48538	0.365497	0.251462	R.southwardae	0.0088		Rsou_peg_100
13311	0.139412	0.398312	0.506329	0.394937	0.293671	R.southwardae	0.0		Rsou_peg_99
13312	0.109596	0.369857	0.492443	0.321159	0.29597	R.southwardae	0.0		Rsou_peg_98
13313	0.110968	0.356568	0.441019	0.340483	0.288204	R.southwardae	0.0		Rsou_peg_97
13314	0.16528	0.34596	0.424242	0.325758	0.287879	R.southwardae	0.1616		Rsou_peg_96
13315	0.327637	0.368421	0.447368	0.315789	0.342105	R.southwardae	0.8994		Rsou_peg_95
13316	0.176398	0.354938	0.425926	0.305556	0.333333	R.southwardae	0.287		Rsou_peg_94
13317	0.259078	0.392857	0.410714	0.410714	0.357143	R.southwardae	0.5578		Rsou_peg_2093
13318	0.246564	0.362573	0.491228	0.315789	0.280702	R.southwardae	0.0012		Rsou_peg_92
13319	0.112603	0.290476	0.378571	0.264286	0.228571	R.southwardae	0.3278		Rsou_peg_91
13320	0.149508	0.389513	0.426966	0.325843	0.41573	R.southwardae	0.5076		Rsou_peg_90
13321	0.197969	0.377778	0.48	0.333333	0.32	R.southwardae	0.6238		Rsou_peg_89
13322	0.252622	0.339744	0.423077	0.25	0.346154	R.southwardae	0.6112		Rsou_peg_88
13323	0.145584	0.287037	0.296296	0.25	0.314815	R.southwardae	0.2832		Rsou_peg_87
13324	0.177217	0.32967	0.373626	0.351648	0.263736	R.southwardae	0.3262		Rsou_peg_86
13325	0.203031	0.414966	0.397959	0.428571	0.418367	R.southwardae	0.3326		Rsou_peg_85
13326	0.180374	0.418733	0.570248	0.429752	0.256198	R.southwardae	0.0996		Rsou_peg_84
13327	0.278944	0.375661	0.333333	0.428571	0.365079	R.southwardae	0.2936		Rsou_peg_83
13328	0.298078	0.455285	0.536585	0.512195	0.317073	R.southwardae	0.9388		Rsou_peg_2086
13329	0.122619	0.354839	0.451613	0.318996	0.293907	R.southwardae	0.0018		Rsou_peg_798
13330	0.0822819	0.348225	0.419244	0.321306	0.304124	R.southwardae	0.0		Rsou_peg_796
13331	0.134177	0.334773	0.449244	0.287257	0.267819	R.southwardae	0.0		Rsou_peg_795
13332	0.296065	0.349206	0.460317	0.333333	0.253968	R.southwardae	0.0684		Rsou_peg_793
13333	0.0839653	0.381526	0.516064	0.389558	0.238956	R.southwardae	0.0		Rsou_peg_790
13334	0.102505	0.346336	0.457447	0.319149	0.262411	R.southwardae	0.0174		Rsou_peg_789
13335	0.107005	0.382817	0.510604	0.383361	0.254486	R.southwardae	0.0		Rsou_peg_788
13336	0.103075	0.374934	0.475513	0.35861	0.290679	R.southwardae	0.0		Rsou_peg_787
13337	0.103862	0.393711	0.49434	0.388679	0.298113	R.southwardae	0.1022		Rsou_peg_786
13338	0.0922766	0.338164	0.434783	0.34058	0.23913	R.southwardae	0.0468		Rsou_peg_785
13339	0.108103	0.363914	0.501529	0.373089	0.217125	R.southwardae	0.0		Rsou_peg_784
13340	0.134201	0.373114	0.465021	0.382716	0.271605	R.southwardae	0.0016		Rsou_peg_783
13341	0.160029	0.372177	0.474255	0.390244	0.252033	R.southwardae	0.0		Rsou_peg_782
13342	0.098475	0.407292	0.5125	0.415625	0.29375	R.southwardae	0.0104		Rsou_peg_781
13343	0.22367	0.304167	0.4	0.3	0.2125	R.southwardae	0.0668		Rsou_peg_780
13344	0.165962	0.375328	0.535433	0.354331	0.23622	R.southwardae	0.1388		Rsou_peg_779
13345	0.268075	0.326797	0.372549	0.372549	0.235294	R.southwardae	0.4314		Rsou_peg_1567
13346	0.158485	0.333333	0.417582	0.285714	0.296703	R.southwardae	0.8622		Rsou_peg_1566
13347	0.229563	0.372294	0.376623	0.350649	0.38961	R.southwardae	0.2104		Rsou_peg_1565
13348	0.0871004	0.389064	0.429022	0.416404	0.321767	R.southwardae	0.1096		Rsou_peg_1564
13349	0.169007	0.346154	0.438462	0.353846	0.246154	R.southwardae	0.0702		Rsou_peg_1563
13350	0.25958	0.353333	0.34	0.36	0.36	R.southwardae	0.3748		Rsou_peg_778
13351	0.0984166	0.325991	0.46696	0.273128	0.237885	R.southwardae	0.0472		Rsou_peg_777
13352	0.0866155	0.337187	0.416185	0.364162	0.231214	R.southwardae	0.746		Rsou_peg_776
13353	0.168386	0.383481	0.530973	0.327434	0.292035	R.southwardae	0.3544		Rsou_peg_772
13354	0.237508	0.359477	0.509804	0.27451	0.294118	R.southwardae	0.8594		Rsou_peg_771
13355	0.180314	0.356061	0.416667	0.356061	0.295455	R.southwardae	0.0396		Rsou_peg_770
13356	0.145151	0.34188	0.418803	0.34188	0.264957	R.southwardae	0.5138		Rsou_peg_769
13357	0.331141	0.382114	0.463415	0.365854	0.317073	R.southwardae	0.5306		Rsou_peg_768
13358	0.274909	0.338624	0.380952	0.365079	0.269841	R.southwardae	0.0574		Rsou_peg_767
13359	0.198169	0.330218	0.364486	0.242991	0.383178	R.southwardae	0.0424		Rsou_peg_766
13360	0.216706	0.321637	0.438596	0.298246	0.22807	R.southwardae	0.8212		Rsou_peg_765
13361	0.196869	0.395522	0.552239	0.313433	0.320896	R.southwardae	0.006		Rsou_peg_764
13362	0.198205	0.377976	0.5	0.303571	0.330357	R.southwardae	0.0748		Rsou_peg_760
13363	0.194688	0.348485	0.45	0.340909	0.254545	R.southwardae	0.0		Rsou_peg_758
13364	0.209221	0.358025	0.481481	0.318519	0.274074	R.southwardae	0.0046		Rsou_peg_757
13365	0.138874	0.372943	0.508227	0.314442	0.296161	R.southwardae	0.0		Rsou_peg_755
13366	0.285432	0.333333	0.5	0.270833	0.229167	R.southwardae	0.3268		Rsou_peg_754
13367	0.164856	0.310345	0.362069	0.310345	0.258621	R.southwardae	0.6148		Rsou_peg_752
13368	0.0979632	0.359147	0.446128	0.321549	0.309764	R.southwardae	0.0		Rsou_peg_751
13369	0.30825	0.42735	0.435897	0.384615	0.461538	R.southwardae	0.434		Rsou_peg_746
13370	0.203113	0.348039	0.411765	0.426471	0.205882	R.southwardae	0.9288		Rsou_peg_745
13371	0.188057	0.364829	0.480315	0.377953	0.23622	R.southwardae	0.0474		Rsou_peg_744
13372	0.193623	0.28839	0.438202	0.247191	0.179775	R.southwardae	0.1088		Rsou_peg_741
13373	0.217327	0.337165	0.436782	0.321839	0.252874	R.southwardae	0.0726		Rsou_peg_740
13374	0.19593	0.318627	0.279412	0.323529	0.352941	R.southwardae	0.8376		Rsou_peg_736
13375	0.238989	0.339506	0.425926	0.37037	0.222222	R.southwardae	0.521		Rsou_peg_735
13376	0.152325	0.285714	0.328571	0.228571	0.3	R.southwardae	0.9628		Rsou_peg_734
13377	0.158556	0.389381	0.522124	0.345133	0.300885	R.southwardae	0.5818		Rsou_peg_733
13378	0.218754	0.383202	0.480315	0.314961	0.354331	R.southwardae	0.0028		Rsou_peg_731
13379	0.128049	0.35942	0.43913	0.33913	0.3	R.southwardae	0.0182		Rsou_peg_729
13380	0.17444	0.355072	0.447205	0.291925	0.326087	R.southwardae	0.0		Rsou_peg_725
13381	0.129439	0.39899	0.488636	0.378788	0.329545	R.southwardae	0.0052		Rsou_peg_724
13382	0.231725	0.342342	0.378378	0.432432	0.216216	R.southwardae	0.857		Rsou_peg_719
13383	0.151923	0.384615	0.432692	0.336538	0.384615	R.southwardae	0.916		Rsou_peg_718
13384	0.155255	0.347107	0.371901	0.347107	0.322314	R.southwardae	0.439		Rsou_peg_717
13385	0.149736	0.381797	0.535461	0.333333	0.276596	R.southwardae	0.0		Rsou_peg_716
13386	0.130397	0.357815	0.480226	0.330508	0.262712	R.southwardae	0.0		Rsou_peg_711
13387	0.126637	0.368831	0.493506	0.345455	0.267532	R.southwardae	0.0		Rsou_peg_709
13388	0.0553248	0.351485	0.377888	0.387789	0.288779	R.southwardae	0.0006		Rsou_peg_707
13389	0.167292	0.368509	0.462312	0.321608	0.321608	R.southwardae	0.0006		Rsou_peg_706
13390	0.136558	0.37193	0.373684	0.394737	0.347368	R.southwardae	0.0284		Rsou_peg_705
13391	0.198249	0.37234	0.484043	0.319149	0.31383	R.southwardae	0.0002		Rsou_peg_704
13392	0.142268	0.426049	0.540839	0.381898	0.355408	R.southwardae	0.0		Rsou_peg_703
13393	0.235583	0.3	0.454545	0.2	0.245455	R.southwardae	0.0		Rsou_peg_702
13394	0.338134	0.342857	0.328571	0.4	0.3	R.southwardae	0.004		Rsou_peg_701
13395	0.269895	0.411633	0.530201	0.402685	0.302013	R.southwardae	0.0		Rsou_peg_700
13396	0.105588	0.279101	0.337302	0.257937	0.242063	R.southwardae	0.0048		Rsou_peg_1463
13397	0.135959	0.268041	0.340206	0.237113	0.226804	R.southwardae	0.3754		Rsou_peg_1462
13398	0.213838	0.343023	0.383721	0.302326	0.343023	R.southwardae	0.0		Rsou_peg_1459
13399	0.183892	0.394444	0.475	0.441667	0.266667	R.southwardae	0.0682		Rsou_peg_1457
13400	0.18083	0.33642	0.490741	0.287037	0.231481	R.southwardae	0.1142		Rsou_peg_1456
13401	0.239912	0.303922	0.411765	0.205882	0.294118	R.southwardae	0.081		Rsou_peg_1455
13402	0.124212	0.380247	0.440741	0.346296	0.353704	R.southwardae	0.0		Rsou_peg_1454
13403	0.298687	0.386364	0.386364	0.409091	0.363636	R.southwardae	0.1664		Rsou_peg_1453
13404	0.215156	0.370703	0.412556	0.300448	0.399103	R.southwardae	0.0		Rsou_peg_1452
13405	0.120458	0.373467	0.444816	0.334448	0.341137	R.southwardae	0.0		Rsou_peg_1451
13406	0.179139	0.355014	0.414634	0.333333	0.317073	R.southwardae	0.0732		Rsou_peg_1450
13407	0.347374	0.31746	0.428571	0.238095	0.285714	R.southwardae	0.1312		Rsou_peg_1449
13408	0.264508	0.377289	0.395604	0.450549	0.285714	R.southwardae	0.0156		Rsou_peg_1448
13409	0.144248	0.384354	0.479592	0.363946	0.309524	R.southwardae	0.0		Rsou_peg_1447
13410	0.132103	0.3711	0.433498	0.310345	0.369458	R.southwardae	0.0722		Rsou_peg_1446
13411	0.281369	0.437751	0.554217	0.457831	0.301205	R.southwardae	0.007		Rsou_peg_1445
13412	0.284155	0.503704	0.6	0.488889	0.422222	R.southwardae	0.6322		Rsou_peg_1444
13413	0.294777	0.355556	0.422222	0.355556	0.288889	R.southwardae	0.8018		Rsou_peg_1443
13414	0.173881	0.321429	0.392857	0.309524	0.261905	R.southwardae	0.7824		Rsou_peg_1442
13415	0.297534	0.405556	0.483333	0.366667	0.366667	R.southwardae	0.2394		Rsou_peg_1441
13416	0.224815	0.415033	0.372549	0.5	0.372549	R.southwardae	0.0644		Rsou_peg_1440
13417	0.225305	0.438438	0.54955	0.414414	0.351351	R.southwardae	0.0134		Rsou_peg_1438
13418	0.275807	0.384058	0.5	0.26087	0.391304	R.southwardae	0.9356		Rsou_peg_1437
13419	0.161505	0.405276	0.510791	0.352518	0.352518	R.southwardae	0.2098		Rsou_peg_1436
13420	0.152052	0.36246	0.504854	0.242718	0.339806	R.southwardae	0.4528		Rsou_peg_1435
13421	0.170175	0.435435	0.531532	0.333333	0.441441	R.southwardae	0.8288		Rsou_peg_1434
13422	0.199553	0.39548	0.516949	0.262712	0.40678	R.southwardae	0.0754		Rsou_peg_1433
13423	0.254224	0.338889	0.4	0.333333	0.283333	R.southwardae	0.3676		Rsou_peg_1432
13424	0.305196	0.4	0.48	0.36	0.36	R.southwardae	0.4314		Rsou_peg_1431
13425	0.1838	0.345486	0.4375	0.333333	0.265625	R.southwardae	0.0		Rsou_peg_1430
13426	0.367039	0.415709	0.465517	0.494253	0.287356	R.southwardae	0.0		Rsou_peg_1429
13427	0.207005	0.350427	0.461538	0.333333	0.25641	R.southwardae	0.599		Rsou_peg_320
13428	0.322337	0.363636	0.340909	0.386364	0.363636	R.southwardae	0.1042		Rsou_peg_321
13429	0.13577	0.292724	0.365482	0.284264	0.228426	R.southwardae	0.0016		Rsou_peg_322
13430	0.110549	0.31954	0.455172	0.331034	0.172414	R.southwardae	0.3478		Rsou_peg_323
13431	0.197973	0.263889	0.302083	0.21875	0.270833	R.southwardae	0.0188		Rsou_peg_324
13432	0.202492	0.333333	0.379747	0.329114	0.291139	R.southwardae	0.6126		Rsou_peg_325
13433	0.216789	0.38488	0.515464	0.340206	0.298969	R.southwardae	0.0816		Rsou_peg_326
13434	0.116608	0.402878	0.532374	0.366906	0.309353	R.southwardae	0.5998		Rsou_peg_327
13435	0.239919	0.378531	0.491525	0.322034	0.322034	R.southwardae	0.859		Rsou_peg_328
13436	0.15638	0.346939	0.346939	0.428571	0.265306	R.southwardae	0.614		Rsou_peg_329
13437	0.273655	0.413919	0.505495	0.450549	0.285714	R.southwardae	0.002		Rsou_peg_330
13438	0.210048	0.418182	0.481818	0.436364	0.336364	R.southwardae	0.0476		Rsou_peg_331
13439	0.249327	0.337209	0.430233	0.290698	0.290698	R.southwardae	0.0346		Rsou_peg_332
13440	0.203078	0.348889	0.38	0.326667	0.34	R.southwardae	0.0016		Rsou_peg_333
13441	0.147923	0.318066	0.396947	0.305344	0.251908	R.southwardae	0.1672		Rsou_peg_334
13442	0.17424	0.343023	0.540698	0.232558	0.255814	R.southwardae	0.0004		Rsou_peg_335
13443	0.150327	0.429952	0.528986	0.442029	0.318841	R.southwardae	0.305		Rsou_peg_336
13444	0.133262	0.333333	0.415094	0.289308	0.295597	R.southwardae	0.167		Rsou_peg_337
13445	0.0853071	0.340355	0.413879	0.328377	0.27881	R.southwardae	0.0		Rsou_peg_338
13446	0.0931091	0.384058	0.456522	0.440217	0.255435	R.southwardae	0.0024		Rsou_peg_339
13447	0.102402	0.382263	0.5	0.334862	0.311927	R.southwardae	0.2628		Rsou_peg_340
13448	0.392997	0.438596	0.421053	0.5	0.394737	R.southwardae	0.2954		Rsou_peg_341
13449	0.225603	0.358974	0.461538	0.25641	0.358974	R.southwardae	0.4508		Rsou_peg_342
13450	0.124724	0.343234	0.450495	0.361386	0.217822	R.southwardae	0.0196		Rsou_peg_343
13451	0.0774757	0.398206	0.443064	0.440994	0.310559	R.southwardae	0.0014		Rsou_peg_344
13452	0.14468	0.335008	0.432161	0.331658	0.241206	R.southwardae	0.0032		Rsou_peg_345
13453	0.163979	0.420466	0.471125	0.480243	0.31003	R.southwardae	0.0		Rsou_peg_346
13454	0.0987616	0.316479	0.466292	0.269663	0.213483	R.southwardae	0.365		Rsou_peg_347
13455	0.12336	0.360153	0.436782	0.329502	0.314176	R.southwardae	0.0024		Rsou_peg_348
13456	0.102189	0.365967	0.482517	0.286713	0.328671	R.southwardae	0.796		Rsou_peg_349
13457	0.157556	0.372549	0.498039	0.364706	0.254902	R.southwardae	0.0		Rsou_peg_350
13458	0.192473	0.283333	0.425	0.1875	0.2375	R.southwardae	0.1064		Rsou_peg_351
13459	0.0740455	0.350716	0.440184	0.351227	0.260736	R.southwardae	0.0		Rsou_peg_352
13460	0.194637	0.419753	0.506173	0.382716	0.37037	R.southwardae	0.9316		Rsou_peg_353
13461	0.137417	0.402299	0.56705	0.344828	0.295019	R.southwardae	0.0002		Rsou_peg_354
13462	0.0980375	0.334808	0.431416	0.314159	0.25885	R.southwardae	0.0		Rsou_peg_355
13463	0.190497	0.357143	0.442857	0.3	0.328571	R.southwardae	0.8874		Rsou_peg_356
13464	0.132393	0.326007	0.472527	0.285714	0.21978	R.southwardae	0.607		Rsou_peg_357
13465	0.19188	0.403818	0.444934	0.409692	0.356828	R.southwardae	0.0		Rsou_peg_358
13466	0.090359	0.371429	0.442857	0.347619	0.32381	R.southwardae	0.3146		Rsou_peg_359
13467	0.144607	0.409881	0.473941	0.429967	0.325733	R.southwardae	0.0		Rsou_peg_360
13468	0.311005	0.426523	0.55914	0.376344	0.344086	R.southwardae	0.0008		Rsou_peg_361
13469	0.117877	0.397163	0.471631	0.400709	0.319149	R.southwardae	0.0016		Rsou_peg_362
13470	0.135527	0.382937	0.464286	0.375	0.309524	R.southwardae	0.1298		Rsou_peg_363
13471	0.188481	0.298246	0.368421	0.315789	0.210526	R.southwardae	0.317		Rsou_peg_364
13472	0.174694	0.321839	0.413793	0.344828	0.206897	R.southwardae	0.3326		Rsou_peg_365
13473	0.121749	0.277286	0.327434	0.247788	0.256637	R.southwardae	0.4216		Rsou_peg_366
13474	0.14851	0.385714	0.5	0.347619	0.309524	R.southwardae	0.0018		Rsou_peg_367
13475	0.110337	0.296524	0.343558	0.233129	0.312883	R.southwardae	0.2256		Rsou_peg_368
13476	0.312521	0.341085	0.395349	0.465116	0.162791	R.southwardae	0.1196		Rsou_peg_369
13477	0.221885	0.353741	0.408163	0.326531	0.326531	R.southwardae	0.9962		Rsou_peg_370
13478	0.191499	0.37276	0.419355	0.354839	0.344086	R.southwardae	0.4112		Rsou_peg_371
13479	0.261502	0.37037	0.444444	0.355556	0.311111	R.southwardae	0.3938		Rsou_peg_372
13480	0.166871	0.389592	0.476793	0.333333	0.35865	R.southwardae	0.0		Rsou_peg_373
13481	0.223175	0.364198	0.425926	0.296296	0.37037	R.southwardae	0.6398		Rsou_peg_374
13482	0.0612988	0.302479	0.376328	0.283763	0.247344	R.southwardae	0.0		Rsou_peg_375
13483	0.0814631	0.309091	0.385455	0.28	0.261818	R.southwardae	0.1042		Rsou_peg_376
13484	0.152858	0.249158	0.30303	0.242424	0.20202	R.southwardae	0.1624		Rsou_peg_377
13485	0.234456	0.266667	0.25	0.225	0.325	R.southwardae	0.8146		Rsou_peg_378
13486	0.182636	0.335175	0.453039	0.292818	0.259669	R.southwardae	0.0002		Rsou_peg_379
13487	0.214413	0.283688	0.255319	0.234043	0.361702	R.southwardae	0.7624		Rsou_peg_380
13488	0.120421	0.268398	0.350649	0.25974	0.194805	R.southwardae	0.7684		Rsou_peg_381
13489	0.160008	0.31405	0.438017	0.214876	0.289256	R.southwardae	0.0894		Rsou_peg_382
13490	0.29795	0.265625	0.265625	0.328125	0.203125	R.southwardae	0.0072		Rsou_peg_383
13491	0.24749	0.369369	0.391892	0.391892	0.324324	R.southwardae	0.196		Rsou_peg_384
13492	0.0887811	0.325083	0.356436	0.292079	0.326733	R.southwardae	0.8172		Rsou_peg_385
13493	0.1227	0.374209	0.49781	0.318248	0.306569	R.southwardae	0.0		Rsou_peg_387
13494	0.116819	0.356808	0.43662	0.338028	0.295775	R.southwardae	0.097		Rsou_peg_388
13495	0.118137	0.320911	0.335404	0.310559	0.31677	R.southwardae	0.2798		Rsou_peg_389
