pseudo	gene_id	genome	locus_tag	SEED_level_1	SEED_level_2	SEED_level_3	SEED_long_name
pseudo		R.southwardae	Rsou_peg_1442				
pseudo		R.southwardae	Rsou_peg_1443	Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)
pseudo		R.southwardae	Rsou_peg_1443	Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)
pseudo		R.southwardae	Rsou_peg_1444	Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)
pseudo		R.southwardae	Rsou_peg_1444	Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)
pseudo		R.southwardae	Rsou_peg_1445	Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)
pseudo		R.southwardae	Rsou_peg_1445	Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)
pseudo		R.southwardae	Rsou_peg_1446	Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)
pseudo		R.southwardae	Rsou_peg_1446	Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)
		R.southwardae	Rsou_peg_1447	Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)
		R.southwardae	Rsou_peg_1447	Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)
		R.southwardae	Rsou_peg_1448				
		R.southwardae	Rsou_peg_1449				
		R.southwardae	Rsou_peg_145				
pseudo		R.southwardae	Rsou_peg_1450				
pseudo		R.southwardae	Rsou_peg_1451				
		R.southwardae	Rsou_peg_1452				
pseudo		R.southwardae	Rsou_peg_1453				
pseudo		R.southwardae	Rsou_peg_1454				
pseudo		R.southwardae	Rsou_peg_1455				
pseudo		R.southwardae	Rsou_peg_1456				
		R.southwardae	Rsou_peg_1457				
		R.southwardae	Rsou_peg_1459				
		R.southwardae	Rsou_peg_146				
pseudo		R.southwardae	Rsou_peg_1462	DNA Metabolism	DNA repair	DNA repair, bacterial RecFOR pathway	DNA recombination and repair protein RecF
pseudo		R.southwardae	Rsou_peg_1463	DNA Metabolism	DNA repair	DNA repair, bacterial RecFOR pathway	DNA recombination and repair protein RecF
pseudo		R.southwardae	Rsou_peg_1466				
pseudo		R.southwardae	Rsou_peg_1467				
pseudo		R.southwardae	Rsou_peg_1468				
		R.southwardae	Rsou_peg_1469				
pseudo		R.southwardae	Rsou_peg_147	RNA Metabolism	Transcription	Transcription initiation, bacterial sigma factors	RNA polymerase sigma-70 factor
		R.southwardae	Rsou_peg_1470				
		R.southwardae	Rsou_peg_1472	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Sulfate permease
		R.southwardae	Rsou_peg_1474				
pseudo		R.southwardae	Rsou_peg_1475				
		R.southwardae	Rsou_peg_1476				
		R.southwardae	Rsou_peg_1477				
		R.southwardae	Rsou_peg_148				
		R.southwardae	Rsou_peg_1480				
		R.southwardae	Rsou_peg_1481				
pseudo		R.southwardae	Rsou_peg_1482	Protein Metabolism	Protein processing and modification	Protein deglycation	Ribulosamine/erythrulosamine 3-kinase potentially involved in protein deglycation
pseudo		R.southwardae	Rsou_peg_1483	Protein Metabolism	Protein processing and modification	Protein deglycation	Ribulosamine/erythrulosamine 3-kinase potentially involved in protein deglycation
		R.southwardae	Rsou_peg_1486				
		R.southwardae	Rsou_peg_1488				
		R.southwardae	Rsou_peg_149				
		R.southwardae	Rsou_peg_1496	Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Polyphosphate	Polyphosphate kinase 2 (EC 2.7.4.1)
		R.southwardae	Rsou_peg_1497				
		R.southwardae	Rsou_peg_1498				
		R.southwardae	Rsou_peg_1499				
pseudo		R.southwardae	Rsou_peg_150				
pseudo		R.southwardae	Rsou_peg_1506				
		R.southwardae	Rsou_peg_1507	DNA Metabolism	DNA Metabolism - no subcategory	DNA structural proteins, bacterial	DNA-binding protein Fis
		R.southwardae	Rsou_peg_1509				
		R.southwardae	Rsou_peg_1510	RNA Metabolism	RNA processing and modification	ATP-dependent RNA helicases, bacterial	ATP-dependent 23S rRNA helicase DbpA
		R.southwardae	Rsou_peg_1512				
pseudo		R.southwardae	Rsou_peg_1513				
pseudo		R.southwardae	Rsou_peg_1514				
		R.southwardae	Rsou_peg_1519				
		R.southwardae	Rsou_peg_152				
		R.southwardae	Rsou_peg_1520				
pseudo		R.southwardae	Rsou_peg_1521	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)
pseudo		R.southwardae	Rsou_peg_1521	RNA Metabolism	RNA processing and modification	RNA methylation	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)
pseudo		R.southwardae	Rsou_peg_1522	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)
pseudo		R.southwardae	Rsou_peg_1522	RNA Metabolism	RNA processing and modification	RNA methylation	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)
pseudo		R.southwardae	Rsou_peg_153	Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle	Glutamate--cysteine ligase (EC 6.3.2.2)
		R.southwardae	Rsou_peg_1534				
		R.southwardae	Rsou_peg_1535	Protein Metabolism	Protein degradation	Protein degradation	Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6)
pseudo		R.southwardae	Rsou_peg_1536				
pseudo		R.southwardae	Rsou_peg_1537				
pseudo		R.southwardae	Rsou_peg_1538				
pseudo		R.southwardae	Rsou_peg_1539				
pseudo		R.southwardae	Rsou_peg_154	Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle	Glutamate--cysteine ligase (EC 6.3.2.2)
pseudo		R.southwardae	Rsou_peg_1540	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Copper homeostasis: copper tolerance	Copper homeostasis protein CutE
pseudo		R.southwardae	Rsou_peg_1540	Protein Metabolism	Protein processing and modification	Lipoprotein Biosynthesis	Apolipoprotein N-acyltransferase (EC 2.3.1.-)
pseudo		R.southwardae	Rsou_peg_1541	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Copper homeostasis: copper tolerance	Copper homeostasis protein CutE
pseudo		R.southwardae	Rsou_peg_1541	Protein Metabolism	Protein processing and modification	Lipoprotein Biosynthesis	Apolipoprotein N-acyltransferase (EC 2.3.1.-)
pseudo		R.southwardae	Rsou_peg_1542	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)
pseudo		R.southwardae	Rsou_peg_1543	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)
pseudo		R.southwardae	Rsou_peg_1545				
pseudo		R.southwardae	Rsou_peg_1546				
		R.southwardae	Rsou_peg_1547				
		R.southwardae	Rsou_peg_1548				
		R.southwardae	Rsou_peg_1549	Stress Response	Oxidative stress	Glutaredoxins	Glutaredoxin 3
		R.southwardae	Rsou_peg_1549	Stress Response	Oxidative stress	Glutathione: Redox cycle	Glutaredoxin 3
pseudo		R.southwardae	Rsou_peg_155	Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle	Glutamate--cysteine ligase (EC 6.3.2.2)
pseudo		R.southwardae	Rsou_peg_1551	Stress Response	Oxidative stress	Rubrerythrin	Rubredoxin
		R.southwardae	Rsou_peg_1554				
		R.southwardae	Rsou_peg_1555				
		R.southwardae	Rsou_peg_1556				
		R.southwardae	Rsou_peg_1557				
		R.southwardae	Rsou_peg_1558				
pseudo		R.southwardae	Rsou_peg_1559				
pseudo		R.southwardae	Rsou_peg_156				
		R.southwardae	Rsou_peg_1560				
		R.southwardae	Rsou_peg_1563				
		R.southwardae	Rsou_peg_1564				
		R.southwardae	Rsou_peg_1565				
pseudo		R.southwardae	Rsou_peg_1566				
		R.southwardae	Rsou_peg_1567				
		R.southwardae	Rsou_peg_1568				
pseudo		R.southwardae	Rsou_peg_1569				
pseudo		R.southwardae	Rsou_peg_157				
pseudo		R.southwardae	Rsou_peg_1570				
		R.southwardae	Rsou_peg_1572				
		R.southwardae	Rsou_peg_1574				
		R.southwardae	Rsou_peg_1575				
		R.southwardae	Rsou_peg_1576				
pseudo		R.southwardae	Rsou_peg_1577				
pseudo		R.southwardae	Rsou_peg_1578				
		R.southwardae	Rsou_peg_1579				
pseudo		R.southwardae	Rsou_peg_158				
		R.southwardae	Rsou_peg_1580	DNA Metabolism	DNA replication	DNA topoisomerases, Type I, ATP-independent	DNA topoisomerase I (EC 5.99.1.2)
		R.southwardae	Rsou_peg_1580	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	pVir Plasmid of Campylobacter	DNA topoisomerase I (EC 5.99.1.2)
		R.southwardae	Rsou_peg_1581				
pseudo		R.southwardae	Rsou_peg_1582				
pseudo		R.southwardae	Rsou_peg_1583				
		R.southwardae	Rsou_peg_1589	Cell Wall and Capsule	Cell Wall and Capsule - no subcategory	Recycling of Peptidoglycan Amino Acids	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) AmpD
pseudo		R.southwardae	Rsou_peg_159				
		R.southwardae	Rsou_peg_1591	DNA Metabolism	DNA repair	DNA repair, bacterial	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)
pseudo		R.southwardae	Rsou_peg_160				
pseudo		R.southwardae	Rsou_peg_1602	DNA Metabolism	DNA repair	DNA repair, bacterial	DNA repair protein RecN
pseudo		R.southwardae	Rsou_peg_1603	DNA Metabolism	DNA repair	DNA repair, bacterial	DNA repair protein RecN
pseudo		R.southwardae	Rsou_peg_1604				
		R.southwardae	Rsou_peg_1608				
		R.southwardae	Rsou_peg_1609				
pseudo		R.southwardae	Rsou_peg_161				
		R.southwardae	Rsou_peg_1610				
pseudo		R.southwardae	Rsou_peg_1611	DNA Metabolism	DNA repair	DNA repair, bacterial	DNA-cytosine methyltransferase (EC 2.1.1.37)
pseudo		R.southwardae	Rsou_peg_1612				
pseudo		R.southwardae	Rsou_peg_1613				
		R.southwardae	Rsou_peg_1614				
pseudo		R.southwardae	Rsou_peg_1615				
pseudo		R.southwardae	Rsou_peg_1616	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	pVir Plasmid of Campylobacter	ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB11
		R.southwardae	Rsou_peg_1617				
pseudo		R.southwardae	Rsou_peg_1618	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	pVir Plasmid of Campylobacter	Coupling protein VirD4, ATPase required for T-DNA transfer
		R.southwardae	Rsou_peg_1619				
		R.southwardae	Rsou_peg_162				
		R.southwardae	Rsou_peg_1620	DNA Metabolism	DNA uptake, competence	DNA processing cluster	DNA topoisomerase III (EC 5.99.1.2)
		R.southwardae	Rsou_peg_1620	DNA Metabolism	DNA replication	DNA topoisomerases, Type I, ATP-independent	DNA topoisomerase III (EC 5.99.1.2)
		R.southwardae	Rsou_peg_1621				
pseudo		R.southwardae	Rsou_peg_1622				
pseudo		R.southwardae	Rsou_peg_1623				
pseudo		R.southwardae	Rsou_peg_1624				
pseudo		R.southwardae	Rsou_peg_1625				
		R.southwardae	Rsou_peg_1626				
		R.southwardae	Rsou_peg_1627				
		R.southwardae	Rsou_peg_1628				
pseudo		R.southwardae	Rsou_peg_1630				
		R.southwardae	Rsou_peg_1631				
		R.southwardae	Rsou_peg_1632				
		R.southwardae	Rsou_peg_1633				
pseudo		R.southwardae	Rsou_peg_1634				
		R.southwardae	Rsou_peg_1635				
		R.southwardae	Rsou_peg_1638				
pseudo		R.southwardae	Rsou_peg_1642				
		R.southwardae	Rsou_peg_1643				
pseudo		R.southwardae	Rsou_peg_1644				
		R.southwardae	Rsou_peg_1646	RNA Metabolism	RNA processing and modification	RNA methylation	rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB
		R.southwardae	Rsou_peg_1651				
		R.southwardae	Rsou_peg_1653				
		R.southwardae	Rsou_peg_1654	Respiration	Electron accepting reactions	Terminal cytochrome C oxidases	Type cbb3 cytochrome oxidase biogenesis protein CcoG, involved in Cu oxidation
		R.southwardae	Rsou_peg_1654	Respiration	Respiration - no subcategory	Biogenesis of cbb3-type cytochrome c oxidases	Type cbb3 cytochrome oxidase biogenesis protein CcoG, involved in Cu oxidation
		R.southwardae	Rsou_peg_1655	Respiration	Respiration - no subcategory	Biogenesis of cbb3-type cytochrome c oxidases	Type cbb3 cytochrome oxidase biogenesis protein CcoH
		R.southwardae	Rsou_peg_1656				
		R.southwardae	Rsou_peg_1661				
		R.southwardae	Rsou_peg_1664				
		R.southwardae	Rsou_peg_167				
		R.southwardae	Rsou_peg_1672	Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Pyrophosphate-energized proton pump (EC 3.6.1.1)
		R.southwardae	Rsou_peg_1673				
		R.southwardae	Rsou_peg_1674	Nucleosides and Nucleotides	Purines	Purine conversions	Adenylate kinase (EC 2.7.4.3)
		R.southwardae	Rsou_peg_1676				
pseudo		R.southwardae	Rsou_peg_1677				
		R.southwardae	Rsou_peg_1678				
		R.southwardae	Rsou_peg_1679				
pseudo		R.southwardae	Rsou_peg_168				
		R.southwardae	Rsou_peg_1680				
pseudo		R.southwardae	Rsou_peg_1681				
pseudo		R.southwardae	Rsou_peg_1682				
pseudo		R.southwardae	Rsou_peg_1683				
pseudo		R.southwardae	Rsou_peg_1684				
pseudo		R.southwardae	Rsou_peg_1685				
pseudo		R.southwardae	Rsou_peg_1686				
		R.southwardae	Rsou_peg_1687				
pseudo		R.southwardae	Rsou_peg_169				
		R.southwardae	Rsou_peg_1691				
		R.southwardae	Rsou_peg_17				
pseudo		R.southwardae	Rsou_peg_1703				
pseudo		R.southwardae	Rsou_peg_1704				
pseudo		R.southwardae	Rsou_peg_1705				
pseudo		R.southwardae	Rsou_peg_1706				
		R.southwardae	Rsou_peg_1707				
		R.southwardae	Rsou_peg_1710				
		R.southwardae	Rsou_peg_1711	RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine Biosynthesis	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)
pseudo		R.southwardae	Rsou_peg_1713				
		R.southwardae	Rsou_peg_1714	DNA Metabolism	DNA Metabolism - no subcategory	Restriction-Modification System	Putative predicted metal-dependent hydrolase
		R.southwardae	Rsou_peg_1715				
pseudo		R.southwardae	Rsou_peg_172	Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Assimilatory nitrate reductase large subunit (EC:1.7.99.4)
		R.southwardae	Rsou_peg_1722				
		R.southwardae	Rsou_peg_1723				
		R.southwardae	Rsou_peg_1724				
pseudo		R.southwardae	Rsou_peg_1725	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Ubiquinone Biosynthesis	3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)
pseudo		R.southwardae	Rsou_peg_1725	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Ubiquinone Biosynthesis - gjo	3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)
pseudo		R.southwardae	Rsou_peg_1726	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Ubiquinone Biosynthesis	3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)
pseudo		R.southwardae	Rsou_peg_1726	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Ubiquinone Biosynthesis - gjo	3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)
pseudo		R.southwardae	Rsou_peg_1727	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Ubiquinone Biosynthesis - gjo	3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)
pseudo		R.southwardae	Rsou_peg_1727	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Ubiquinone Biosynthesis	3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)
		R.southwardae	Rsou_peg_173				
		R.southwardae	Rsou_peg_1731				
pseudo		R.southwardae	Rsou_peg_1732	Membrane Transport	Uni- Sym- and Antiporters	NhaA, NhaD and Sodium-dependent phosphate transporters	Na+/H+ antiporter NhaA type
pseudo		R.southwardae	Rsou_peg_1733				
		R.southwardae	Rsou_peg_1734				
		R.southwardae	Rsou_peg_1735	Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	Phd-Doc, YdcE-YdcD toxin-antitoxin (programmed cell death) systems	Death on curing protein, Doc toxin
		R.southwardae	Rsou_peg_174	Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Nitrate/nitrite transporter
		R.southwardae	Rsou_peg_1742				
		R.southwardae	Rsou_peg_1744	Regulation and Cell signaling	Regulation and Cell signaling - no subcategory	LysR-family proteins in Escherichia coli	Transcriptional activator MetR
		R.southwardae	Rsou_peg_1744	Regulation and Cell signaling	Regulation and Cell signaling - no subcategory	LysR-family proteins in Salmonella enterica Typhimurium	Transcriptional activator MetR
		R.southwardae	Rsou_peg_1745				
		R.southwardae	Rsou_peg_1747	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Diacylglycerol kinase (EC 2.7.1.107)
		R.southwardae	Rsou_peg_1749				
		R.southwardae	Rsou_peg_175	Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)
pseudo		R.southwardae	Rsou_peg_1752				
pseudo		R.southwardae	Rsou_peg_1753				
pseudo		R.southwardae	Rsou_peg_1754				
pseudo		R.southwardae	Rsou_peg_1755				
pseudo		R.southwardae	Rsou_peg_1756				
pseudo		R.southwardae	Rsou_peg_1757				
pseudo		R.southwardae	Rsou_peg_1758				
pseudo		R.southwardae	Rsou_peg_1759				
pseudo		R.southwardae	Rsou_peg_1760	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)
pseudo		R.southwardae	Rsou_peg_1761	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)
pseudo		R.southwardae	Rsou_peg_1769	DNA Metabolism	DNA repair	DNA repair, bacterial	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)
pseudo		R.southwardae	Rsou_peg_1770				
		R.southwardae	Rsou_peg_1771				
pseudo		R.southwardae	Rsou_peg_1774				
pseudo		R.southwardae	Rsou_peg_1775				
		R.southwardae	Rsou_peg_1776	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine and Homoserine Biosynthesis	Aspartate aminotransferase (EC 2.6.1.1)
		R.southwardae	Rsou_peg_1776	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	Aspartate aminotransferase (EC 2.6.1.1)
		R.southwardae	Rsou_peg_1779	DNA Metabolism	DNA repair	DNA repair, bacterial	A/G-specific adenine glycosylase (EC 3.2.2.-)
		R.southwardae	Rsou_peg_1781				
		R.southwardae	Rsou_peg_1782				
pseudo		R.southwardae	Rsou_peg_1783				
pseudo		R.southwardae	Rsou_peg_1784				
		R.southwardae	Rsou_peg_1786	Cell Wall and Capsule	Cell Wall and Capsule - no subcategory	Recycling of Peptidoglycan Amino Sugars	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.-)
		R.southwardae	Rsou_peg_1793	Stress Response	Stress Response - no subcategory	Carbon Starvation	Stringent starvation protein B
		R.southwardae	Rsou_peg_1797				
		R.southwardae	Rsou_peg_1798				
		R.southwardae	Rsou_peg_1799				
		R.southwardae	Rsou_peg_1801	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)
		R.southwardae	Rsou_peg_1801	Respiration	Electron donating reactions	Succinate dehydrogenase	Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)
		R.southwardae	Rsou_peg_1802	Respiration	Electron donating reactions	Succinate dehydrogenase	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)
		R.southwardae	Rsou_peg_1803	Respiration	Electron donating reactions	Succinate dehydrogenase	Succinate dehydrogenase cytochrome b subunit
		R.southwardae	Rsou_peg_1804				
pseudo		R.southwardae	Rsou_peg_1805				
pseudo		R.southwardae	Rsou_peg_1806				
pseudo		R.southwardae	Rsou_peg_1807				
		R.southwardae	Rsou_peg_1808				
		R.southwardae	Rsou_peg_1810				
		R.southwardae	Rsou_peg_1811				
pseudo		R.southwardae	Rsou_peg_182				
		R.southwardae	Rsou_peg_1822				
		R.southwardae	Rsou_peg_1823				
		R.southwardae	Rsou_peg_1824				
		R.southwardae	Rsou_peg_1825				
		R.southwardae	Rsou_peg_1826				
pseudo		R.southwardae	Rsou_peg_183				
		R.southwardae	Rsou_peg_1832	Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	tolB protein precursor, periplasmic protein involved in the tonb-independent uptake of group A colicins
		R.southwardae	Rsou_peg_1833	Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	Peptidoglycan-associated lipoprotein precursor
pseudo		R.southwardae	Rsou_peg_1834	Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	TPR repeat containing exported protein
pseudo		R.southwardae	Rsou_peg_1835	Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	TPR repeat containing exported protein
pseudo		R.southwardae	Rsou_peg_1837				
pseudo		R.southwardae	Rsou_peg_184				
		R.southwardae	Rsou_peg_1841				
		R.southwardae	Rsou_peg_1842				
pseudo		R.southwardae	Rsou_peg_1843				
pseudo		R.southwardae	Rsou_peg_1844				
		R.southwardae	Rsou_peg_1845	DNA Metabolism	DNA uptake, competence	DNA processing cluster	Recombination protein RecR
		R.southwardae	Rsou_peg_1845	DNA Metabolism	DNA repair	DNA repair, bacterial RecFOR pathway	Recombination protein RecR
		R.southwardae	Rsou_peg_1846	DNA Metabolism	DNA uptake, competence	DNA processing cluster	FIG000557: hypothetical protein co-occurring with RecR
		R.southwardae	Rsou_peg_1848				
		R.southwardae	Rsou_peg_1849				
pseudo		R.southwardae	Rsou_peg_185				
		R.southwardae	Rsou_peg_1852	Cell Wall and Capsule	Cell Wall and Capsule - no subcategory	Murein Hydrolases	Membrane-bound lytic murein transglycosylase B precursor (EC 3.2.1.-)
		R.southwardae	Rsou_peg_1853				
pseudo		R.southwardae	Rsou_peg_1857				
		R.southwardae	Rsou_peg_1858				
pseudo		R.southwardae	Rsou_peg_1859				
pseudo		R.southwardae	Rsou_peg_186	Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Respiratory nitrate reductase gamma chain (EC 1.7.99.4)
pseudo		R.southwardae	Rsou_peg_186	Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Respiratory nitrate reductase gamma chain (EC 1.7.99.4)
pseudo		R.southwardae	Rsou_peg_1860				
pseudo		R.southwardae	Rsou_peg_1861				
pseudo		R.southwardae	Rsou_peg_1862				
		R.southwardae	Rsou_peg_1867				
		R.southwardae	Rsou_peg_1868				
		R.southwardae	Rsou_peg_1869	RNA Metabolism	RNA processing and modification	Polyadenylation bacterial	Poly(A) polymerase (EC 2.7.7.19)
pseudo		R.southwardae	Rsou_peg_187	Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Respiratory nitrate reductase delta chain (EC 1.7.99.4)
pseudo		R.southwardae	Rsou_peg_187	Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Respiratory nitrate reductase delta chain (EC 1.7.99.4)
		R.southwardae	Rsou_peg_1870				
pseudo		R.southwardae	Rsou_peg_1877				
pseudo		R.southwardae	Rsou_peg_1878				
pseudo		R.southwardae	Rsou_peg_1879	Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	Alanine dehydrogenase (EC 1.4.1.1)
pseudo		R.southwardae	Rsou_peg_188	Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Respiratory nitrate reductase beta chain (EC 1.7.99.4)
pseudo		R.southwardae	Rsou_peg_188	Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Respiratory nitrate reductase beta chain (EC 1.7.99.4)
		R.southwardae	Rsou_peg_1884				
		R.southwardae	Rsou_peg_1886				
		R.southwardae	Rsou_peg_1888				
pseudo		R.southwardae	Rsou_peg_189	Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Respiratory nitrate reductase beta chain (EC 1.7.99.4)
pseudo		R.southwardae	Rsou_peg_189	Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Respiratory nitrate reductase beta chain (EC 1.7.99.4)
		R.southwardae	Rsou_peg_1890				
		R.southwardae	Rsou_peg_1894				
		R.southwardae	Rsou_peg_1899	RNA Metabolism	RNA processing and modification	tRNAmodification position 34	tRNA (5-methoxyuridine) 34 synthase
		R.southwardae	Rsou_peg_19				
pseudo		R.southwardae	Rsou_peg_190	Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Respiratory nitrate reductase beta chain (EC 1.7.99.4)
pseudo		R.southwardae	Rsou_peg_190	Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Respiratory nitrate reductase beta chain (EC 1.7.99.4)
pseudo		R.southwardae	Rsou_peg_1902				
		R.southwardae	Rsou_peg_1903	Membrane Transport	Protein secretion system, Type I	Type I secretion system for aggregation	Type I secretion system, membrane fusion protein LapC
		R.southwardae	Rsou_peg_1904	Membrane Transport	Protein secretion system, Type I	Type I secretion system for aggregation	Type I secretion system ATPase, LssB family LapB
pseudo		R.southwardae	Rsou_peg_1905				
		R.southwardae	Rsou_peg_1906				
		R.southwardae	Rsou_peg_1907	Membrane Transport	Protein secretion system, Type I	Type I secretion system for aggregation	Type I secretion system, outer membrane component LapE
		R.southwardae	Rsou_peg_1908				
pseudo		R.southwardae	Rsou_peg_1909				
pseudo		R.southwardae	Rsou_peg_191	Nitrogen Metabolism	Denitrification	Denitrifying reductase gene clusters	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)
pseudo		R.southwardae	Rsou_peg_191	Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)
